source,commentary
魏葛屨詁訓傳第九,案魏丗家及左氏傳云姬姓國也詩譜云周以封同姓其地虞舜夏禹所都之域也在古兾州雷首之北析城之西南枕河曲北渉汾水
毛詩國風鄭氏箋葛屨刺𥚹也魏地陿隘其民機巧趨利其君儉嗇𥚹急而無德以將之,儉嗇而無德是其所以見侵削屨俱具反𥚹必淺反音洽夲或作狹依字應作陜隘於懈反巧如字徐苦孝反趨七湏反徐七喻反嗇音色
糾糾葛屨可以履霜,糾糾猶繚繚也夏葛屨冬皮屨葿屨非所以履霜箋云葛屨賤皮屨貴魏俗至冬猶謂葛屨可以履霜利其賤也糾吉黝反沈居酉反繚音子沈音遼
摻摻女手可以縫裳,摻摻猶纎纎也婦人三月廟見然後執婦功箋云女手者未三月未成爲婦裳男子之下服賤又未可使縫魏俗使未三月婦縫裳者利其事也摻所衘反又所咸反徐又息廉反說文作㩥山廉反云好手貌纎息廉反見賢遍反
要之襋之好人服之,要䙅也襋領也好人好女手之人箋云服整也䙅也領也在上好人尚可使整治之謂屬著之要於遥反襋紀力反屬音燭著直畧反
好人提提宛然左辟佩其象揥,提提安諦也宛辟貌婦至門夫揖而入不敢當尊宛然而左辟象揥所以爲飾箋云婦新至慎於威儀如是使之非禮提徒兮反宛於阮反辟音避注同一音婢亦反禘勑帝反諦音帝
維是𥚹心是以爲刺,箋云魏俗所以然者是君心𥚹急無德敎使之耳我是以刺也
葛屨二章一章六句一章五句汾沮洳刺儉也其君儉以能勤刺不得禮也,汾扶云反沮子預反洳如預反
彼汾沮洳言采其莫,汾水也沮洳其漸洳者莫菜也箋云言我也於彼汾水漸洳之中我采其莫以爲菜是儉以能勤莫音暮漸如字又接廉反
彼其之子美無度,箋云之子是子也是子之德美無有度言不可尺寸
美無度殊異乎公路,路車也箋云是子之德美信無度矣雖然其采莫之事則非公路之禮也公路主君之軞車庻子爲之晉趙盾爲軞車之族是也軞夲亦作旄音毛盾徒夲反
彼汾一方言采其桑,箋云采桑親蠶事也
彼其之子美如英,萬人爲英
美如英殊異乎公行,公行從公之行也箋云從公之行者主君兵車之行列行戸郎反注同
彼汾一曲言采其藚,藚水葛也藚音續水舄也一名牛脣說文音其彧反
彼其之子美如玉美如玉殊異乎公族,公族公屬箋云公族主君同姓昭穆也昭紹遥反說文作佋
汾沮洳三章章六句園有桃刺時也大夫憂其君國􁇊而迫而儉以嗇不能用其民而無德敎日以侵削故作是詩也園有桃其實之殽,興也園有桃其實之食國有民得其力箋云魏君薄公稅省囯用不取於民食園桃而巳不施德敎民無以戰其侵削之由由是也殽夲又作肴音爻省色領反
心之憂矣我歌且謡,曲合樂曰歌徒歌曰謡箋云我心憂君之行如此故歌謡以冩我憂矣謡音遥行下孟反下文行國同
不知我者謂我士也驕,箋云士事也不知我所爲歌謡之意者反謂我於君事驕逸故爲于僞反下所爲皆同
彼人是哉子曰何其,夫人謂我欲何爲乎箋云彼人謂君也曰於也不知我所爲憂者旣非責我又曰君儉而嗇所行是其道哉子於此憂之何乎其音基下章同夫音符何爲如字
心之憂矣其誰知之,箋云如是則衆臣無知我憂所爲也
其誰知之蓋亦勿思,箋云無知我憂所爲者則冝無復思念之以自止也衆不信我或時謂我謗君使我得罪也復扶又反謗博浪反毀也
園有棘其實之食,棘棗也棘紀力反從兩束俗作同
心之憂矣聊以行國,箋云聊且畧之辭也聊出行於國中觀民事以冩憂
不知我者謂我士也罔極,極中也箋云見我聊出行於國中謂我於君事無中正
彼人是哉子曰何其心之憂矣其誰知之其誰知之蓋亦勿思園有桃二章章十二句陟岵孝子行役思念父母也國迫而數侵削役乎大國父母兄弟離散而作是詩也,役乎大囯者爲大囯所徴發岵音户此傳及觧屺共爾雅不同王粛依爾雅囯迫而數侵削夲或作囯小而迫數見侵削者誤數音朔
陟彼岵兮瞻望父兮,山無草木曰岵箋云孝子行役思其父之戒乃登彼岵山以遥瞻望其父所在之處處昌慮反
父曰嗟予子行役夙夜無巳,箋云予子夙早夜莫也無巳無懈倦莫音暮懈音介
上慎􁇁哉猶來無止,􁇁之猶可也父尚義箋云止者謂在軍事作部列時旃之然反
陟彼屺兮瞻望母兮,山有草木曰屺箋云此又思母之戒而登屺山而望之屺音起
母曰嗟予季行役夙夜無寐,季少子也無寐無耆寐也少詩照反耆常志反
上愼􁇁哉猶來無棄,母尚恩也
陟彼岡兮瞻望兄兮兄曰嗟予弟行役夙夜必偕,偕俱也
上慎􁇁哉猶來無死,兄尚親也
陟岵三章章六句十畝之間刺時也言其國削小民無所居焉,畝莫后反古作畮俗作畝皆同
十畝之間兮桑者閑閑兮,閑閑然男女無别往來之貌箋云古者一夫百畝今十畝之間往來者閑閑然削小之甚閑夲亦作間音閑别彼列反
行與子還兮,或行來者或來還者還夲亦作旋
十畝之外兮桑者泄泄兮,泄泄多人之貌泄以丗反
行與子逝兮,箋云逝逮也逮徒賚反又徒帝反
十畝之間二章章三句伐檀刺貪也在位貪鄙無功而受禄君子不得進仕爾,檀待丹反
坎坎伐檀兮寘之河之干兮河水清且漣猗,坎坎伐檀聲寘置也干厓也風行水成文曰漣伐檀以俟丗用若俟河水清且漣箋云是謂君子之人不得進仕也坎苦感反寘之䜴反漣力纒反猗於冝反亦作漪
不稼不穡胡取禾三百􁇋兮不狩不獵胡聸爾庭有縣貆兮,種之曰稼歛之曰穡一夫之居曰􁇋貆獸名箋云是謂在位貪鄙無功而受禄也冬獵曰狩宵田曰獵胡何也貉子曰貆􁇋夲亦作又作厘直連反古者一夫田百畝别受都邑五畝之地居之故孟子云五畝之宅是也縣音玄下皆同貆夲亦作貆音桓徐郭音揎宵音消夜也貉户各反依字作貈
彼君子兮不素餐兮,素空也箋云彼君子者斥伐檀之人仕有功乃肯受禄䬸七丹反說文作餐云或從水字林云吞食也沈音孫
坎坎伐輻兮寘之河之側兮河水清且直猗,輻檀輻也側猶厓也直直波也輻音福
不稼不穡胡取禾三百億兮不狩不獵胡聸爾庭有縣特兮,萬萬曰億獸三歳曰特箋云十萬曰億三百禾秉之數
彼君子兮不素食兮坎坎伐輪兮寘之河之漘兮河水清且淪猗,檀可以爲輪漘厓也小風水成文轉如輪也漘順倫反淪音倫韓詩云順流而風曰淪淪文貌
不稼不穡胡取禾三百囷兮不狩不獵胡聸爾庭有縣鶉兮,圎者爲囷鶉鳥也囷丘倫反鶉音純
彼君子兮不素飱兮,熟食曰飱箋云飱讀如魚飱之飧飱素門反字林云水澆飯也
伐檀三章章九句碩䑕刺重歛也國人刺其君重斂𧖟食於民不修其政貪而畏人若大䑕也,碩音石歛呂驗反下同
碩䑕碩䑕無食我黍三歳貫女莫我肯顧,貫事也箋云碩大也大䑕大䑕者斥其君也女無復食我黍疾其稅歛之多也我事女三歳矣曽無教令恩德來顧眷我又疾其不修政也古者三年大比民或於是徙貫古亂反徐音官復扶又反稅始銳反比毗志反
逝將去女適彼樂土,箋云逝往也往矣將去女與之訣别之辭樂土有德之國樂音洛下注同土如字他古反沈徒古反訣古穴反
樂土樂土爰得我所,箋云爰曰也
碩䑕碩䑕無食我麥三歳貫女莫我肯德,箋云不肯施德於我
逝將去女適彼樂國樂國樂國爰得我直,直得其直道箋云直猶正也
碩䑕碩䑕無食我苗,苗嘉榖也
三歳貫女莫我肯勞,箋云不肯勞來我勞如字又力報反來夲亦作倈同力代反
逝將去女適彼樂郊,箋云郭外曰郊
樂郊樂郊誰之永號,號呼也箋云之往也永歌也樂郊之地誰獨當往而歌號者言皆喜說無憂苦永本亦作咏同音詠號户毛反注同呼火故反說音恱
碩䑕三章章八句魏國七篇十八章百二十八句,
