source,commentary
鄭緇衣詁訓傳第七,鄭者國名周宣王母弟桓公友所封也其地詩譜云宗周圻内咸林之地今京兆鄭縣是其都也漢書地理志云京兆鄭縣周宣王弟鄭桓公邑是也至桓公之子武公滑突隨平王東迁遂㓕號鄶而居之即史伯所云十邑之地右洛左濟前華後河食溱洧焉今河南新鄭是也在滎陽宛陵縣西南
毛詩國風鄭氏箋緇衣羙武公也父子並爲周司徒善於其職國人冝之故美其德以明有國善善之功焉,父謂武公父桓公也司徒之職掌十二教善善者治之有功也鄭國之人皆謂桓公武公居司徒之官正得其冝緇側基反
緇衣之冝兮敝予又改爲兮,緇黒色卿大聽朝之正服也改更也有德君子冝丗居卿士之位焉箋云緇衣者居私朝之服也天子之朝服皮弁服也敝夲又作弊符丗反朝直遥反下同
適子之館兮還予授子之粲兮,適之館舎粲餐也諸侯入爲天子卿士受采禄箋云卿士所之之館在天子之宫如今之諸廬也自館還在采地之都我則設餐以授之愛之欲飲食之也館古翫反粲七旦反飱也飱蘇尊反廬力於反飲於鴆反食音嗣
緇衣之好兮敝予又改造兮,好猶冝也箋云造爲也
適子之館兮還予授子之粲兮緇衣之蓆兮敝予又改作兮,蓆大也箋云作爲也蓆音席韓詩云儲也說文云廣多
適子之館兮還予授子之粲兮緇衣三章章四句將仲子刺莊公也不勝其母以害其弟弟叔失道而公弗制祭仲諌而公弗聽小不忍以致大亂焉,莊公之母謂武姜生莊公及弟叔叚叚好勇而無禮公不早爲之所而使驕慢將七羊反下及注同勝音升祭側界反後放此聽吐丁反好呼報反
將仲子兮無踰我里無折我樹𣏌,將請也仲子祭仲也踰越里居也二十五家爲里𣏌木名也折言傷害也箋云祭仲驟諌莊公不能用其言故言請固拒之無踰我里喻言無干我親戚也無折我樹𣏌喻言無傷害我兄弟也仲𥘉諌曰君將与之臣請事之君若不与臣請除之折之舌反下同杞音起聚仕救反服䖍云數也
豈敢愛之畏我父母,箋云叚將爲害我豈敢愛之而不誅与以父母之故故不爲也叚将將字如字與音餘
仲可懷也父母之言亦可畏也,箋云懷私曰懷言仲子之言可私懷也我迫於父母有言不得從也
將仲子兮無踰我牆無折我樹桑,牆垣也桑木之衆也垣音袁
豈敢愛之畏我諸兄,諸兄公族
仲可懷也諸兄之言亦可畏也將仲子兮無踰我園無折我樹檀,園所以樹木檀彊忍之木檀徒丹反彊其良反一音居良反忍夲亦作刃同而慎反依字韋旁作刃今此假借也沈云系旁作刃爲是案系旁刃音女巾反離騷云紉秋蘭以爲佩是也
豈敢愛之畏人之多言仲可懷也人之多言亦可畏也將仲子三章章八句叔于田刺莊公也叔處于京繕甲治兵以出于田國人說而歸之,繕之言善也甲鎧也繕市戰反說音恱鎧苦愛反
叔于田巷無居人,叔人叔叚也田取禽也巷里塗也箋云叔往田國人注心于叔似如無人處巷斈絳反大音㤗後太叔皆放此
豈無居人不如叔也洵羙且仁,箋云洵信也言叔信美好而又仁洵蘇遵反
叔于狩巷無飲酒,冬獵曰狩箋云飲酒謂燕飲也狩手又反獵力輒反
豈無飲酒不如叔也洵美且好叔適野巷無服馬,箋云適之也郊外曰野服馬猶乗馬也
豈無服馬不如叔也洵美且武,箋云武有武節
叔于田三章章五句大叔于田刺莊公也叔多才而好勇不義而得衆也,○本作而勇好衍字
大叔于田乗乗馬,叔之從公田也○夲作叔于田云作大叔于田者誤乗乗上如字下䋲證反後句例爾
執轡如組兩驂如舞,驂之與服和諧中節箋云如組者如織組之爲也在旁曰驂組音祖中竹仲反
叔在藪火烈具舉,藪澤禽之府也烈列具俱也箋云列人持火俱舉言衆同心藪素口反韓詩云禽獸居之曰藪
䄠裼暴虎獻于公所,䄠禓肉祖也暴虎空手以搏之箋云獻于公所進於君也襢夲又作祖音伹裼素歴反搏音搏
將叔無狃戒其傷女,狃習也箋云狃復也請叔無復者愛也將七羊反無夲亦作毋音無狃女九反復符又反下同
叔于田乗乗黃,四馬皆黃
兩服上襄兩驂鴈行,箋云兩服中央夾轅者襄駕也上駕者言爲衆馬之最良也鴈行者言与中服相次序上襄並如字行戸郎反注同夾古洽反
叔在藪火烈具揚,揚揚光也
叔善射忌又良御忌,忌辭也箋云良亦善也忌讀如彼巳之子之巳忌注作巳同音記辭也下皆同
抑磬控忌抑縱送忌,聘馬曰磬止馬曰控發矢曰縱從禽曰送磬苦定反控口貢反聘勑領反
叔于田乗乗鴇,驪白雜毛曰鴇鴇音保驪力支反
兩服齊首,馬首齊也
兩驂如手,進止如御者之手箋云如人左右手之相佐助也
叔在藪火烈具阜,阜盛也
叔馬慢忌叔發罕忌,慢遟罕希也箋云田事且畢則其馬行遟發矢希慢本又作嫚莫晏反
抑釋掤忌抑鬯弓忌,掤所以覆矢鬯弓弢弓箋云射者蓋矢􁂥弓言田事畢掤音氷馬云櫝丸盖也杜預云櫝丸箭筩也鬯敕亮反􁂥吐刀反
