source,commentary
邶柏舟詁訓傳第三,鄭云邶鄘衞者殷紂畿内地名屬古兾州自紂城而北曰邶南曰鄘東曰衛衛在汲郡朝歌縣時康叔正封于衛其未子孫稍并兼彼二國混其地而名之作者各有所傷從其本國而異之故有邶鄘衛之詩王粛同從此訖豳七月十三國並變風也邶蒲對反本又作鄁字林方代反柏音伯字又作栢
毛詩國風鄭氏箋柏舟言仁而不遇也衛頃公之時仁人不遇小人在側,不遇者君不受己之志也君近小人則賢者見侵害○柏木名以爲舟也頃音傾近附近之近
汎彼柏舟亦汎其流,興也汎汎流皃柏木所以冝爲舟也亦汎汎其流不以濟渡也箋云舟載渡物者今不同而與衆物汎汎然俱流水中興者喻仁人之不見用而與羣小人並列亦猶是也汎敷劒反汎流皃本或作汎汎流皃者此從王肅注加
耿耿不寐如有隱憂,耿耿猶儆儆也隱痛也箋云仁人旣不遇憂在見侵害耿古幸反儆音景
微我無酒以敖以遊,非我無酒可以敖遊忘憂也敖本亦作遨五羔反
我心匪鑒不可以茹,鑒所以察形也茹度也箋云鑒之察形但知方圎白黒不能度其真僞我心非如是鑒我於衆人之善惡外内心度知之鑒甲暫反鏡也茹如預反徐如庻反度待洛反下同
亦有兄弟不可以據,據依也箋云兄弟至親當相據依言亦有不相據依以爲是者希耳責之以兄弟之道謂同姓之臣也
薄言往愬逢彼之怒,彼彼兄弟愬蘇路反怒恊韻乃路反
我心匪石不可轉也我心匪席不可卷也,石雖堅尚可轉席雖平尚可卷箋云言己心志堅平過於石席卷眷勉反注同
威儀棣棣不可選也,君子望之􁃽然可畏禮容俯仰各有威儀耳棣棣冨而閑習也物有其容不可数也箋云稱己威儀如此者言己德備而不遇所以愠也棣本或作逮同徒帝反又音代選雪兖反􁃽魚檢反本或作嚴音同數色主反
憂心悄悄愠于羣小,愠怒也悄悄憂皃箋云群小衆小人在君側者悄七小反愠憂運反
覯閔旣多受侮不少,閔病也覯古豆反侮音武徐又音茂
靜言思之寤擗有摽,靜安也擗拊心也摽拊心皃箋云言我也擗夲又作擘避亦反摽符小反拊音撫
日居月諸胡迭而微,箋云曰君象也月臣象也微謂虧傷也君道當常明如日而月有虧盈今君失道而任小人大臣專恣則日如月然迭待結反韓詩作㦶音同云臷常也
心之憂矣如匪澣衣,如衣之不澣矣箋云衣之不澣則憒辱無照察澣户管反憒古對反
靜言思之不能奮飛,不能如鳥奮翼而飛去箋云臣不遇於君猶不忍去厚之至也
柏舟五章章六句緑衣衛莊姜傷己也妾上僣夫人失位而作是詩也,緑當嬀褖故作禒轉作緑字之誤也莊姜莊公夫人齊女姓姜氏妾上僣者謂公子州吁之母母嬖而州吁驕○緑毛如字緑東方之間色也鄭改作禒吐乱反篇内各同上時掌反注同僣牋念反吁况于反嬖𥙷計反謚法云賤而得愛曰嬖嬖卑也媟也○
緑兮衣兮緑衣黃裏,興也緑間色黃正色箋云褖兮衣兮者言褖衣自有礼制也諸侯夫人祭服之下鞠衣爲上展衣次之禒衣次之次之者衆妾亦以貴賤之等服之鞠衣黃展衣曰禒衣黒皆以素紗爲裏今褖衣反以黃爲裏非其礼制也故以喻妾上僣裏音里間間厠之間鞠居六反言如菊花之色也又去六反言如麴塵之色王后之服四曰鞠衣色黃也展知彦反字亦作䄠音同王后之服五曰䄠衣毛氏馬融皆云色赤鄭云色白紗音沙
心之憂矣曷維其巳,憂雖欲自止何時能止也
緑兮衣兮緑衣黃裳,上曰衣下曰裳箋云婦人之服不殊衣裳上下同色今衣黒而裳黄喻乱嫡妾之礼嫡夲亦作適同丁歴反
心之憂矣曷維其亡,箋云亡之言忘也
緑兮絲兮女所治兮,緑末也絲夲也箋云女女妾上僣者先染絲後制衣衣女之所治爲也而女反乱之亦喻乱嫡妾之禮責以夲末之行禮大夫以上衣織故本於絲也○女崔云毛如字鄭音汝行下孟反下同上時掌反衣於旣反織音志
我思古人俾無訧兮,俾使訧過也箋云古人謂制禮者我思此人定尊卑使人無過差之行心善之也俾卑爾反沈方履反訧音尢夲或作尤差𥘉賣反又𥘉佳反
絺兮綌兮淒其以風,淒寒風也箋云絺綌所以當暑今以待寒喻其失所也妻七西反
我思古人實獲我心,古之君子實得我之心也箋云古之聖人制禮者使夫婦有道妻妾貴賤各有次序
緑衣四章章四句燕燕衛莊姜送歸妾也,莊姜無子陳女戴嬀生子名完莊姜以爲己子莊公薨完立而州呼殺之戴嬀於是大歸莊姜逺送之于野作詩見巳志燕於見反嬀居危反戴謚也完字又作皃俗音丸即衛桓公也殺如字又申志反見賢遍反
燕燕于飛差池其羽,燕燕􁆹也燕之于飛必差池其羽箋云差池其羽謂張舒其尾翼興戴媯將歸顧視其衣服差楚佳反又楚冝反池如字鳦音乙夲又作乙郭烏抜反
之子于歸逺送于野,之子去者也㱕歸宗也逺送過禮于於也郊外曰野箋云婦人之禮送迎不出門今我送是子乃至于野者舒巳憤尽巳情野如字協韻羊汝反沈云協句冝音時預反後放此憤符粉反
瞻望弗及泣涕如雨,瞻視也涕他礼反徐又音弟
燕燕于飛頡之頏之,飛在上曰頡飛而下曰頏箋云頡頏興戴嬀將歸出入前却頡户結反頏户郎反上時掌反篇内放此
之子于歸逺于將之,將行也箋云將亦送也
瞻望弗及佇立以泣,佇立乆立也佇直吕反
燕燕于飛上下其音,飛而上曰上音飛而下曰下音箋云上下其音興戴嬀將㱕言語感激聲有小大也激經歴反
之子于歸逺送于南,陳在衛南南如字沈云協句宜乃林反今謂古人韻緩不煩改字
瞻望弗及實勞我心,實是也實亦作寔
仲氏任只其心塞淵,仲戴嬀字也任大塞瘞淵深也箋云任者以恩相親信也周禮六行孝友睦姻任恤任入林反毛云大也沈云鄭而鴆反瘞於例反崔集注夲作實行下孟反下篇同
終温且惠淑愼其身,惠順也箋云温謂顔色和也淑善也
先君之思以朂寡人,朂勉也箋云戴嬀思先君莊公之故故將歸猶勸勉寡人以礼義寡人莊姜自謂也朂凶玉反徐又况目反
燕燕四章章六句日月衛莊姜傷己也遭州吁之難傷己不見荅於先君以至困窮之詩也,○舊夲皆爾俗夲或作以至困窮而作是詩也誤難乃旦反
日居月諸照臨下土,日乎月乎照臨之也箋云日月喻國君與夫人也當同德齊意以治國者常道也
乃如之人兮逝不古處,逝逮古故也箋云之人是人也謂莊公也其所以接及我者不以故處甚違其𥘉時處昌慮反又昌吕反
胡能有定寧不我顧,胡何定止也箋云寕猶曽也君之行如是何能有所定乎曽不顧念我之言是其所以不能定完也○顧夲又作頋如字徐音古此亦協韻也後放此
