source,commentary
昬義第四十四,鄭云昬義者以其記娶妻之義内敎之所由成也
昬者,一本作昬禮者㛰禮用昬故經典多止作昬字
將合,如字徐音閤
之好,呼報反
納采,七在反采擇也
請期,徐音情又如字
筵几,音延
使者,色吏反
所傳,直專反
醮子,子妙反
之迎,魚敬反下以迎同
男先,悉薦反
子承命,本或作子承父命誤
壻,字又作聟悉計反女之夫也依字從士從胥俗從知下作耳
拜奠,大見反
授綏,音雖
合,徐音閤又如字
卺,徐音謹破瓢爲杯也說文作云蠡也字林几敏反以比卺爲警身有所承說文云讀若赤舄几
而酳,徐音胤又仕覲反
酬酢,音昨
如冠,古亂反下文始於冠同
醮與,音余
先道,音導
之別,彼列反下同
朝聘,直遥反下匹政反
沐,音木
浴,音欲
俟見,賢遍反下及注同
執笲,音煩一音皮彦反器名以葦若竹爲之其形如筥衣之以靑繒以盛棗栗腶脩之屬
棗栗,音早爾雅云棘實謂之棗俗作誤
段脩,丁亂反本又作腶或作鍛同脩脯也加薑桂曰腶脩何休云婦執腶脩者取其斷斷自脩飾也
賛醴,依注作禮
脯醯,音海
婦以特豚饋,其位反一本無婦字
供,俱用反
養,羊尚反
適寢,丁歷反
以上,時掌反
當於夫,丁浪反稱也一音丁郎反下注同下注和當亦同
委,於僞反
積,子賜反
蓋藏,才浪反
猶稱,尺證反下同
行和,下孟反
先嫁,悉薦反
芼,莫報反
以蘋,音頻
藻,音早毛詩傳云蘋大萍藻聚藻詩箋云蘋之言賔藻之言早
婉,紆免反
娩,音晚詩箋云婉娩貞順貌又音挽
齊盛,音咨
爲壇,徒丹反
九嬪,毗人反
内治,直吏反下及注除后治隂德皆同
相應,如字音應對之應
適,直革反下注同責也
見,賢遍反下及注同
日爲,于僞反下文皆同
蕩滌,上徒浪反下直曆反又杜亦反
去,起吕反
穢,紆廢反
斬衰,七雷反下同
資衰,依注作齊音咨注又作齊者同
