source,commentary
大傳第十六,鄭云以其記祖宗人親之大義故以大傳爲篇
不王,如字又于況反下同
不禘,徒細反下同
大微,音泰下文注大祖大王皆同
熛怒,必遥反
含樞紐,中昌朱反下女九反
招拒,俱甫反
叶,本又作汁戸牒反
汜配,芳劒反
省於,舊仙善反善也案爾雅云省即訓善息靖反無煩改字
于祫,徐音洽
大難,乃旦反
壇,大丹反
墠,音善
逡奔,息俊反疾也注同
追王,于況反
亶,丁但反
父,音甫
著焉,知慮反
祖禰,本或作祢年禮反
昭繆,音木
別之,彼列反下至其庶姓別文注並同
繆讀,莫侯反又音謬
而聽,體寧反
與焉,音預
不瞻,本又作儋食豔反
紕,匹彌反徐孚夷反又方齊反錯也
繆,音謬本或作謬
度量,音亮注同
正朔,音征
殊徽,諱韋反
器械,戸戒反
別衣,彼列反
權稱,尺證反
作褘,許韋反
長長,並丁丈反後除注逮者長並同
有別,彼列反
際㑹,音祭
名著,知慮反
爲子,于僞反下相爲同
屬乎,音燭
是嫂,本又作㛮悉早反
名逺,于万反下同
復謂,扶又反
則令,力呈反
人治之,直吏反注同
袒免,音問
殺同,色界反徐所例反
而戚,千歷反
單於,音丹
㛰姻,如字
繫之,音計又戸計反
弗別,皇如字舊彼列反注及下同
綴之,丁衞反連合也
以食,音嗣
定繫,戸計反一音計
夫爲妻,于僞反下至其義然也注皆同
而上,時掌反
別嫌,彼列反
不得爲,于僞反下爲其士注死爲之爲其妻爲之大功不相爲皆同
辟宗,音避
世適,丁歷反下文及注皆同
唯己,音紀
無移,本或作施同以豉反移猶傍也
罰中,丁仲反
無斁,音亦
厭也,於豔反下同
