source,commentary
大誥第九周書孔氏傳武王崩三監及淮夷叛,三監管蔡商淮夷徐奄之屬皆叛周監古懴反視也
周公相成王將黜殷作大誥,相謂攝政黜絶也將以誅叛者之義大誥天下相息亮反注同
大誥,陳大道以誥天下遂以名篇誥本亦作靠
王若曰猷大誥爾多邦越爾御事,周公稱成王命順大道以告天下衆國及於御治事者盡及之猷音由道也〇馬本作大誥繇爾多邦盡津忍反
重言,越爾御事三本篇二下篇一
弗弔天降割于我家不少,言周道不至故天下凶害於我家不少謂三監淮夷並作難弔音的又如字割馬本作害不少朱氏依馬讀不少延爲句難乃旦反
重言,弗弔重見多士君奭
延洪惟我㓜冲人,凶害延大惟累我㓜童人成王言其不可不誅之意累劣僞反
嗣無疆大歷服弗造哲迪民康,言子孫承繼祖考無窮大數服行其政而不能爲智道以安人故使叛先自責
矧曰其有能格知天命,安人且猶不能况其有能至知天命者乎矧失忍反
巳予惟小子若渉淵水予惟往求朕攸濟,已發端歎辭也我惟小子承先人之業如渉淵水往求我所以濟渡言祗懼
重言,巳予惟小子本篇二康誥巳汝惟小子又洛誥巳汝惟冲子
重意,若渉淵水微子若渉大水君奭若游大川
敷賁敷前人受命兹不忘大功,前人文武也我求濟渡在布行賢者有十大來翼佐我周用撫安武事謀立其功言人事先應敉亡婢反應應對之應
我有大事休朕卜并吉,大事戎事也人謀旣從卜又并吉所以爲美并必政反注及篇末同
肆予告我友邦君越尹氏庶士御事,以美故告我友國諸侯及於正官尹氏卿大夫衆士御治事者言謀及之
曰予得吉卜予惟以爾庶邦于伐殷逋播臣,用汝衆國往伐殷逋亡之臣謂禄父逋布吾反
爾庶邦君越庶士御事罔不反曰艱大,汝衆國上下無不反曰征伐四國爲大難叙其情以戒之
重言,爾庶邦君二並本篇
民不靜亦惟在王宫邦君室,言四國不安亦在天子諸侯教化之過自責不能綏近以及逺
越予小子考翼不可征王害不違卜,於我小子先卜敬成周道若謂今四國不可征則王室有害故冝從卜
肆予冲人永思艱曰嗚呼允蠢鰥寡哀哉,故我童人成王長思此難而歎曰信蠢動天下使無妻無夫者受其害可哀哉鰥故頑反
重意,肆予冲人永思艱金縢惟予冲人弗及知
予造天役遺大投艱于朕身,我周家爲天下役事遺我甚大投此艱難於我身言不得巳〇造爲也馬云遺也
越予冲人不卬自恤義爾邦君越爾多士尹氏御事,言征四國於我童人不惟自憂而巳乃欲施義於汝衆國君臣上下至御治事者卬五剛反我也
綏予曰無毖于恤不可不成乃寜考圖功,汝衆國君臣當安勉我曰無勞於憂不可不成汝寜祖聖考文武所謀之功責其以善言之助毖音祕
巳予惟小子不敢替上帝命,不敢廢天命言卜吉當必征之
重言,巳予惟小子二並本篇又康誥巳汝惟小子洛誥巳汝惟冲子
天休于寜王興我小邦周寜王惟卜用克綏受兹命,言天美文王興周者以文王惟卜之用故能安受此天命明卜冝用
今天其相民矧亦惟卜用,人獻十夫是天助民况亦用卜乎吉可知矣亦言文王相息亮反
嗚呼天明畏弼我丕丕基,歎天之明德可畏輔成我大大之基業言卜不可違也畏如字徐音威
重言,天明畏三臯陶本篇多士
重意,弼我丕丕基立政以並受此丕丕基
王曰爾惟舊人爾丕克逺省爾知寜王若勤哉,特命乆老之人知文王故事者大能逺省識古事汝知文王若彼之勤勞哉目所親見法之又明省息井反
天閟毖我成功所予不敢不極卒寜王圖事,閟愼也言天愼勞我周家成功所在我不敢不極盡文王所謀之事謂致太平閟音祕
肆予大化誘我友邦君,我欲極盡文王所謀故大化天下道我友國諸侯
天棐忱辭其考我民,言我周家有大化誠辭爲天所輔其成我民矣棐徐音匪又芳鬼反忱市林反
予曷其不于前寜人圖功攸終,我何其不於前文王安人之道謀立其功所終乎
天亦惟用勤毖我民若有疾,天亦勞愼我民欲安之如人有疾欲己去之
重言,若有疾二本篇康誥
予曷敢不于前寜人攸受休畢,天欲安民我何敢不於前文王所受美命終畢之
王曰若昔朕其逝朕言艱日思,順古道我其往東征矣我所言國家之難備矣日思念之日人實反難乃旦反下爲難同
若考作室旣厎法厥子乃弗肯堂矧肯構,以作室喻治政也父巳致法子乃不肯爲堂基况肯構立屋乎不爲其易則難者可知底之履反構古候反治直吏反
厥父菑厥子乃弗肯播矧肯穫,又以農喻其父巳菑耕其田其子乃不肯播種况肯収穫乎菑側其反草也田一歳曰菑穫戸郭反
重意,厥父菑厥子乃弗肯播矧肯穫無逸厥父母勤勞稼穡厥子乃不知稼穡之艱難
厥考翼其肯曰予有後弗棄基,其父敬事創業而子不能繼成其功其肯言我有後不棄我基業乎今不征是棄之
肆予曷敢不越卬敉寜王大命,作室農人猶惡棄基故我何敢不於今日撫循文王大命以征逆乎惡烏路反
若兄考乃有友伐厥子民養其勸弗救,若兄弟父子之家乃有明友來伐其子民養其勸心不救者以子惡故以此四國將誅而無救者罪大故
王曰嗚呼肆哉爾庶邦君越爾御事,歎今伐四國必克之故以告諸侯及臣下御治事者
重言,爾庶邦君二並本篇〇越爾御事三本篇二後篇一
爽邦由哲亦惟十人迪知上帝命,言其故有明國事用智道十人蹈知天命謂人獻十夫來佐周
越天棐忱爾時罔敢易法矧今天降戾于周邦,於天輔誠汝天下是知無敢易天法况今天下罪於周使四國叛乎
重意,越天棐忱康誥天畏棐忱君奭若天棐忱
惟大艱人誕鄰胥伐于厥室爾亦不知天命不易,惟大爲難之人謂三叔也大近相伐於其室家謂叛逆也若不早誅汝天下亦不知天命之不易也易以䜴反
重言,天命不易重見君奭
予永念曰天惟䘮殷若穡夫予曷敢不終朕畒,稼穡之夫除草養苗我長念天亡殷惡主亦猶是矣我何敢不順天終竟我壟畒乎言當滅殷壟力勇反
天亦惟休于前寜人予曷其極卜敢弗于從,天亦惟美于文王受命我何其極卜法敢不於從言必從也
率寜人有指疆土矧今卜并吉,循文王所有指意以安疆土則善矣况今卜并吉乎言不可不從
〇重意,矧今卜并吉本篇朕卜并吉金縢乃并是吉
肆朕誕以爾東征天命不僭卜陳惟若兹,以卜吉之故大以汝衆東征四國天命不僭差卜兆陳列惟若此吉必克之不可不勉僭子念反
