source,commentary
酒誥第十二周書孔氏傳酒誥,康叔監殷民殷民化紂嗜酒故以戒酒誥嗜市志反
王若曰明大命于妹邦,周公以成王命誥康叔順其事而言之欲令明施大教命於妹國妹地名紂所都朝歌以北是王若馬本作成王若曰注云言成王者未聞也俗儒以爲成王骨節始成故曰成王或曰以成王爲少成二聖之功生號曰成王没因爲謚衛賈以爲戒成康叔以愼酒成就人之道也故曰成此三者吾無取焉吾以爲後録書者加之未敢專從故曰未聞也妹邦馬云妹邦即收養之地欲令力呈反下始令勿令同
乃穆考文王肇國在西土,父昭子穆文王弟稱穆將言始國在西土西土岐周之政文王弟稱穆周自后稷而封爲始祖后稷生不窋爲昭鞠陶爲穆公劉爲昭慶節爲穆黄僕爲昭羌弗爲穆毀揄爲昭公非爲穆髙圉爲昭亞圉爲穆諸盩爲昭大王爲穆王季爲昭文王爲穆故左傳宫之竒云大伯虞仲大王之昭也虢仲虢叔王季之穆也又冨辰云管蔡巳下十六國文之昭也昭一音韶窋音竹律反揄音以盩音張流反大並音泰
厥誥毖庶邦庶士越少正御事朝夕曰祀兹酒,文王其所告愼衆國衆士於少正官御治事吏朝夕勑之惟祭祀而用此酒不常飲毖音祕少時照反
惟天降命肇我民惟元祀,惟天下教命始令我民知作酒者惟爲祭祀爲于僞反又下同
天降威我民用大亂䘮德亦罔非酒惟行,天下威罰使民亂德亦無非以酒爲行者言酒本爲祭祀亦爲亂行惟行下孟反注及下注之行同
重言,天降威二本篇大誥
越小大邦用䘮亦罔非酒惟辜,於小大之國所用䘮亡亦無不以酒爲罪也
文王誥教小子有正有事無彞酒,小子民之子孫也正官治事謂下羣吏教之皆無常飲酒
越庶國飲惟祀德將無醉,於所治衆國飲酒惟當因祭祀以德自將無令至醉
惟曰我民迪小子惟土物愛厥心臧,文王化我民教道子孫惟土地所生之物皆愛惜之則其心善
聦聽祖考之彞訓越小大德小子惟一,言子孫皆聦聽父祖之常教於小大之人皆念德則子孫惟專一
妹土嗣爾股肱純其藝黍稷奔走事厥考厥長,今往當使妹土之人繼汝股肱之教爲純一之行其當勤種黍稷奔走事其父兄長音丁丈反下注長官諸侯之長同
肇牽車牛逺服賈用孝養厥父母,農功旣畢始牽車牛載其所有求易所無逺行賈賣用其所得珍異孝養其父母賈音古養羊亮反
厥父母慶自洗腆致用酒,其父母善子之行子乃自絜厚致用酒養也洗先典反馬云盡也腆他典反
庶士有正越庶伯君子其爾典聽朕教,衆伯君子長官大夫統衆士有正者其汝常聽我教勿違犯
爾大克羞耇惟君爾乃飲食醉飽,汝人能進老成人之道則爲君矣如此汝乃飲食醉飽之道先戒羣吏以聽教次戒康叔以君義
丕惟曰爾克永觀省作稽中德,我大惟教汝曰汝能長觀省古道爲考中正之德則君道成矣省息井反
爾尚克羞饋祀爾乃自介用逸,能考中德則汝庶幾能進饋祀於祖考矣能進饋祀則汝乃能自大用逸之道饋其位反
兹乃允惟王正事之臣,汝能以進老成人爲醉飽考中德爲用逸則此乃信任王者正事之大臣任音壬
兹亦惟天若元德永不忘在王家,言此非但正事之臣亦惟天順其大德而佑之長不見忘在王家
王曰封我西土棐徂邦君御事小子尚克用文王教不腆于酒,我文王在西土輔訓往日國君及御洽事者下民子孫皆庶幾能用上教不厚於酒言不常飲
故我至于今克受殷之命,以不厚於酒故我周家至于今能受殷王之命
王曰封我聞惟曰在昔殷先哲王迪畏天顯小民,聞之於古殷先智王謂湯蹈道畏天明著小民
經德秉哲自成湯咸至于帝乙成王畏相,能常德持智從湯至帝乙中間之王猶保成其王道畏敬輔相之臣不敢爲非相息亮反注同
惟御事厥棐有恭不敢自暇自逸,惟殷御治事之臣其輔佐畏相之君有恭敬之德不敢自寛暇自逸䂊暇遐稼反
矧曰其敢崇飲,崇聚也自暇自逸猶不敢况敢聚㑹飲酒乎明無也
越在外服侯甸男衛邦伯,於在外國侯服甸服男服衛服國伯諸侯之長言皆化湯畏相之德
越在内服百僚庶尹惟亞惟服宗工,於在内服治事百官衆正及次大夫服事尊官亦不自逸
越百姓里居,於百官族姓及卿大夫致仕居田里者
罔敢湎于酒不惟不敢亦不暇,自外服至里居皆無敢沈湎于酒非徒不敢志在助君敬法亦不暇飲酒湎面善反
惟助成王德顯越尹人祗辟,所以不暇飲酒惟助其君成王道明其德於正人之道必正身敬法其身正不令而行辟扶亦反
我聞亦惟曰在今後嗣王酣身,嗣王紂也酣樂其身不憂政事酣戸甘反樂音洛
厥命罔顯于民祗保越怨不易,言紂暴虐施其政令於民無顯明之德所敬所安皆在於怨不可變易易如字馬以豉反
誕惟厥縱淫泆于非彞用燕䘮威儀民罔不䀌傷心,紂大惟其縱淫泆于非常用燕安䘮其威儀民無不䀌然痛傷其心縱子用反注同泆音溢又作逸亦作佚衋許力反
惟荒腆于酒不惟自息乃逸,言紂大厚於酒晝夜不念自息乃過差差𥘉佳反又𥘉賣反
厥心疾很不克畏死,紂疾很其心不能畏死言無忌憚很胡懇反
辜在商邑越殷國滅無罹,紂聚罪人在都邑而任之於殷國滅亡無憂懼
弗惟德馨香祀登聞于天誕惟民怨,紂不念發聞其德使祀見享升聞於天大行淫虐惟爲民所怨咨
重意,弗惟德馨香祀登聞于天君陳至治馨香感于神明吕刑罔有馨香德刑發聞惟腥
庶羣自酒腥聞在上故天降䘮于殷罔愛于殷惟逸,紂衆羣臣用酒沈荒腥穢聞在上天故天下䘮亡於殷無愛於殷惟以紂奢逸故聞音問
天非虐惟民自速辜,言凡爲天所亡天非虐民惟民行惡自召罪
王曰封予不惟若兹多誥,我不惟若此多誥汝我親行之
古人有言曰人無於水監當於民監,古聖賢有言人無於水監當於民監視水見己形視民行事見吉凶監工䧟反下及注同
重言,古人有言曰四本篇泰誓牧誓秦誓
今惟殷墜厥命我其可不大監撫于時,今惟殷紂無道墜失天命我其可不大視此爲戒撫安天下於是
予惟曰汝劼毖殷獻臣,劼固也我惟告汝曰汝當固愼殷之善臣信用之劼苦八反
侯甸男衛矧太史友内史友,侯甸男衛之國當愼接之况太史内史掌國典法所賔友乎
重言,侯甸男衛三本篇二康王之誥一又康誥侯甸男邦采衛
越獻臣百宗工矧惟爾事服休服采,於善臣百尊官不可不愼况汝身事服行美道服事治民乎
矧惟若疇圻父薄違農父,圻父司馬農父司徒身事且冝敬愼况所順疇咨之司馬乎况能迫廻萬民之司徒乎言任大圻巨依反父音甫薄蒲各反徐又扶各反違如字徐音回馬云違行也
