source,commentary
湯誓第一商書孔氏傳伊尹相湯伐桀升自陑,桀都安邑湯升道從陑出其不意陑在河曲之南相息亮反湯如字馬云俗儒以湯爲謚或爲號號者似非其意言謚近之然不在謚法故無聞焉及禹俗儒以爲名帝系禹名文命王侯丗本湯名天乙推此言之禹豈復非謚乎亦不在謚法故疑焉桀其列反夏之末天子升音昇陑音而
遂與桀戰于鳴條之野,地在安邑之西桀逆拒湯
重意,遂與桀戰于鳴條之野見甘誓牧誓
作湯誓湯誓,戒誓湯士衆
王曰格爾衆庶悉聽朕言,契始封商湯遂以爲天下號湯稱王則比桀於一夫格庚白反來也
重意,悉聽朕言盤庚明聽朕言㤗誓咸聽朕言吕刑皆聽朕言
非台小子敢行稱亂有夏多罪天命殛之,稱舉也舉亂以諸侯伐天子非我小子敢行此事桀有昬德天命誅之今順天台以之反下同殛居力反
今爾有衆汝曰我后不恤我衆舎我穡事而割正夏,汝汝有衆我后桀也正政也言奪民農功而爲割剥之政恤荀律反舎音捨廢也
予惟聞汝衆言,不憂我衆之言
夏氏有罪予畏上帝不敢不正,不敢不正桀罪誅之
今汝其曰夏罪其如台,今汝其復言桀惡其亦如我所聞之言復扶又反
重言,其如台四後見盤庚上髙宗肜日西伯戡黎
夏王率遏衆力率割夏邑,言桀君臣相率爲勞役之事以絶衆力謂廢農功相率剥割夏之邑居謂征賦重遏於葛反徐音謁馬云止也
有衆率怠弗協曰時日曷䘮予及汝皆亡,衆下相率爲怠惰不與上和合比桀於日曰是日何時䘮我與汝俱亡欲殺身以䘮桀䘮息浪反惰徒卧反
夏德若兹今朕必往,凶德如此我必往誅之
重言,今朕必往重見㤗誓
爾尚輔予一人致天之罰予其大賚汝,賚與也汝庶幾輔成我我大與汝爵賞罰音伐賚力代反徐音來
重意,爾尚輔予一人泰誓上爾尚弼予一人○致末之罰多方我則致天之罰泰誓上底天之罰
爾無不信朕不食言,食盡其言僞不實
爾不從誓言,不用命
予則孥戮汝罔有攸赦,古之用刑父子兄弟罪不相及今云孥戮汝無有所赦權以脅之使勿犯
重言,予則孥戮汝又甘誓
湯旣勝夏欲遷其社不可,湯承堯舜禪代之後順天應人逆取順守而有慙德故革命創制改正易服變置社稷而後丗無及句龍者故不可而止社常者反后士之神禪時戰反應應對之應創𥘉亮反正音征又音政句音鉤句龍共工之子爲后土
作夏社疑至臣扈,言夏社不可遷之義疑至及臣扈三篇皆亡扈音戸
夏師敗績湯遂從之,大崩曰敗績從謂遂討之績子寂反從才容反
遂伐三朡俘厥寳玉,三朡國名桀走保之今定陶也桀自安邑東入山出太行東南渉河湯緩追之不迫遂奔南巢俘取也玉以禮神使無水旱之災故取而寳之朡子公反俘音孚行戸剛反一音如字
誼伯仲伯作典寳,二臣作典寳一篇言國之常寳也亡誼本或作義
