source,commentary
䷶豐,芳忠反字林匹忠反依字作豐今並三直畫猶是變體若曲下作豆禮字耳非也世人亂之久矣彖及序卦皆云大也案豐是腆厚光大之義鄭云豐之言倎充滿意也坎宮五世卦
王假,庚白反至也下同馬古雅反大也
闡,昌善反
而令,力呈反
以徧,音遍
則昊,如字孟作稷
則食,如字或作蝕非
則溢,本或作則方溢者非
以折,之舌反斷也下及注同
其配,如字鄭作妃云嘉耦曰妃
雖旬,如字均也王肅尚純反或音脣荀作均劉昞作鈞
則爭,爭鬭之爭下皆同
蔀,音部王廙同蒲戸反王肅普苟反畧例云大暗之謂蔀馬云蔀小也鄭薛作菩云小席
見斗,孟作見主
曖,音愛
鄣,音章又止尚反字又作障同
斗見者,賢遍反下不見同
不邪,似嗟反
沛,本或作旆謂幡幔也又普貝反姚云滂沛也王廙豐蓋反又補賴反徐普蓋反子夏作芾傳云小也鄭干作韋云祭祀之蔽膝
沬,徐武蓋反又亡對反微昧之光也字林作昧亡太反云斗杓後星王肅云音妹鄭作昧服虔云日中而昬也子夏傳云昧星之小者馬同薛云輔星也
肱,古弘反姚作股
幡,芳袁反
幔,末半反
以禦,魚吕反
微昧,音妹
豐其屋,說文作豐云大屋也
闚,苦規反李登云小視
􁒒,苦鵙反徐苦鶂反一音苦馘反馬鄭云无人貌字林云靜也姚作䦧孟作窒並通
覿,徒歷反
藏,如字
廕,於鴆反
其行,下孟反
治道,直吏反下同
天際,如字鄭云當爲瘵瘵病也
翔,鄭王肅作祥
翳光,烏細反
自藏,如字衆家作戕慈羊反馬王肅云殘也鄭云傷也
有爲,于僞反
不出戸庭,此引節卦九二爻辭應云門庭作戸誤也或云門戸通語
