source,commentary
周易說卦第九幽賛,本或作讃子旦反幽深也賛明也
蓍,音尸說文云蒿屬生千歳三百莖易以爲數天子九尺諸侯七尺大夫五尺士三尺毛詩草木䟽云似藾蕭靑色科生鴻範五行傳云蓍百年一本生百莖論衡云七十歳生一莖七百歳生十莖神靈之物故生遲也史記云生滿百莖者其下必有神龜守之其上常有雲氣覆之淮南子云上有叢蓍下有伏龜
如嚮,香兩反本又作響
參,七南反又如字音三
天,或作夫者非
而倚,於綺反馬云依也王肅其綺反云立也虞同蜀才作竒通
數,色具反
參竒,紀冝反
觀變,一本作觀變化
發揮,音輝鄭云揚也王廙韓云散也
盡性,津忍反
要其,一遥反
迭用,田節反
六位而成章,本又作六畫
相薄,旁各反陸云相附薄也馬鄭顧云薄入也
相射,食亦反虞陸董姚王肅音亦云厭也
數往,色具反又色主反
而數,色主反下文同
晅,況晚反京云乾也本又作暅徐古鄧反又一音香元反
以說,音恱後皆同
嚮明,許亮反
而治,直吏反
妙萬物,如字王肅作眇音妙董云眇成也
橈,徐乃飽反王肅乃敎反又呼勞反
熯,王肅云呼但反火氣也徐本作暵音漢云熱暵也說文同
莫盛,是政反鄭音成云裹也
水火不相逮,音代一音大計反鄭宋陸王肅王廙無不字
悖,必内反逆也
爲豕,京作彘
爲狗,音苟
一索,色白反下同馬云數也王肅云求也
長男,丁丈反下長女長子皆同
中男,丁仲反下同
少男,詩照反下少女皆同
爲圜,音圎
瘠,在亦反下同王廙云健之甚者爲多骨也京荀作柴云多筋幹
駁,邦角反
爲釡,房甫反
爲吝,京作遴
嗇,音色
爲柄,彼病反
爲龍,如字虞干作駹虞云倉色干云雜色
爲旉,王肅音孚干云花之通名鋪爲花貌謂之􁁋本又作專如字虞同姚云專一也鄭市戀反
蒼筤,音郎或作琅通
萑,音九廣雅云藡也藡音狄
葦,韋鬼反蘆
馵,主樹反京作朱荀同陽在下
的,丁歷反說文作馰
顙,桑黨反的顙白顚
反生,麻豆之屬反生戴莩甲而出也虞作阪云陵坂也陸云阪當爲反
蕃,音煩
鮮,息連反
爲臭,昌又反王肅作爲香臭
寡髮,如字本又作宣黒白雜爲宣髮
爲廣,如字鄭作黃
爲近,附近之近
三倍,歩罪反
其究,九又反
矯,紀表反一本作撟同
輮,如九反王肅奴又反又女九反又如又反馬鄭陸王肅本作此宋衷王廙作揉宋云使曲者直直者曲爲揉京作柔荀作橈
弓輪,姚作倫
美脊,精亦反
爲亟,紀力反王肅去記反荀作極云中也
爲薄,旁博反
蹄,徒低反
爲曳,以制反
眚,生領反王廙云病也
甲胄,直又反
乾卦,古丹反鄭云乾當爲幹陽在外能幹正也董作幹
鱉,卑列反本又作鼈同
蟹,戸賣反
蠃,力禾反京作螺姚作蠡
蚌,歩項反本又作蜯同
科,苦禾反空也虞作折
槁,苦老反鄭作槀干作熇
爲徑,古定反
果蓏,力火反馬云果桃李之屬蓏瓜瓠之屬應劭云木實曰果草實曰蓏說文云在木曰果在地曰蓏張晏云有核曰果無核曰蓏京本作果墮之字
􁆻,音昬
寺,如字徐音侍亦作䦙字
黔,其亷反徐音禽王肅其嚴反鄭作黚謂虎豹之屬貪冒之類
喙,況廢反徐丁遘反
爲堅多節,一本無堅字
爲巫,亡符反
附決,如字徐音穴
剛鹵,力杜反鹹土也
爲羊,虞作羔此六子依求索而爲次第也本亦有以三男居前三女後從乾健也章至此韓無注或有注者非也荀爽九家集解本乾後更有四爲龍爲直爲衣爲言巛後有八爲牝爲迷爲方爲囊爲裳爲黃爲帛爲漿震後有三爲王爲鵠爲鼓巽後有二爲楊爲鸛坎後有八爲宫爲律爲可爲棟爲叢棘爲狐爲蒺蔾爲桎梏離後有一爲牝牛艮後有三爲鼻爲虎爲狐兊後有二爲常爲輔頰注云常西方神也不同故記之於此
