source,commentary
春秋經傳集解宣上第十,釋文宣公名倭一名接又作委文公子母敬嬴謚法善問周達曰宣
杜氏盡十一年經元年春王正月公即位,無傳
○公子遂如齊逆女,不譏喪要者不待貶責而自明也卿爲君逆例在文四年娶七喻切爲于僞切
○三月遂以夫人婦姜至自齊,稱婦有姑之辭不書氏史闕文
○夏季孫行父如齊〇晉放其大夫胥甲父于衛,放者受罪黜免宥之以逺宥音又
○公會齊侯于平州,平州齊地在泰山牟縣西牟亡侯切
○公子遂如齊○六月齊人取濟西田,魯以賂齊齊人不用師徒故曰取
○秋邾子來朝,無傳
○楚子鄭人侵陳遂侵宋晉趙盾帥師救陳,傳言救陳宋經無宋字蓋闕盾徒本切
○宋公陳侯衛侯曹伯會晉師于棐林伐鄭,晉師救陳宋四國君往㑹之共伐鄭也不言㑹趙盾取於兵會非好㑹也棐林鄭地熒陽宛陵縣東南有林郷棐芳尾切好呼報切
○冬晉趙穿帥師侵崇〇晉人宋人伐鄭,崇本亦作崈
傳元年春王正月公子遂如齊逆女尊君命也,諸侯之卿出入稱名氏所以尊君命也傳於此發者與還丈不同故釋之
三月遂以夫人婦姜至自齊尊夫人也,遂不言公子替其尊稱所以成小君之尊也公子當時之寵號非族也故傳不言舎族釋例論之備矣稱尺證切舍音捨
○夏季文子如齊納賂以請會,宣公篡立未列於㑹故以賂請之篡初患切
晉人討不用命者放胥甲父于衛,胥甲下軍佐文十二年戰河曲不肯薄秦於險
而立胥克,克甲之子
先辛奔齊,辛甲之屬大夫
○會于平州以定公位,篡立者諸侯旣與之㑹則不得復討臣子殺之與弑君同故公與齊會而位定復扶又切
東門襄仲如齊拜成,謝得會也
六月齊人取濟西之田爲立公故以賂齊也,齊西故曹地僖三十一年晉文以分魯爲于僞切
宋人之弑昭公也,在文十六年
晉荀林父以諸侯之師伐宋宋及晉平宋文公受盟于晉又㑹諸侯于扈將爲魯討齊皆取賂而還,文十五年十七年二扈之􁋼皆受賂
鄭穆公曰晉不足與也遂受盟于楚陳共公之卒楚人不禮焉,卒在文十三年共音恭
陳靈公受盟于晉秋楚子侵陳遂侵宋晉趙盾帥師救陳宋會于棐林以伐鄭也楚蔿賈救鄭遇于北林,與晉師相遇熒陽中牟縣西南有林亭在鄭北
囚晉解揚晉人乃還,解揚晉大夫解音蟹
晉欲求成於秦趙穿曰我侵崇秦急崇必救之,崇秦之與國秦急崇絶句本或作崇急秦必救之是後人改耳
吾以求成焉冬趙穿侵崇秦弗與成晉人伐鄭以報北林之役,報囚解揚
於是晉侯侈趙宣子爲政驟諫而不入故不競於楚,競強也爲明年鄭伐宋張本侈昌氏切又户氏切驟仕救切
經二年春王二月壬子宋華元帥師及鄭公子歸生帥師戰于大棘宋師敗績獲宋華元,得大夫生死皆曰獲例在昭二十三年大棘在陳留襄邑縣南
〇秦師伐晉〇夏晉人宋人衛人陳人侵鄭,鄭爲楚伐宋獲其大夫晉趙盾興諸侯之師將爲宋報恥畏楚而還失霸者之義故貶稱人爲于僞切
〇秋九月乙丑晉趙盾弑其君夷臯,靈公不君而稱臣以弑者以示良史之法深責執政之巨例在四年臯古刀切
冬十月乙亥天王崩,無傳
傳二年春鄭公子歸生受命于楚伐宋,受楚命也受命于楚本或作命於楚
宋華元樂吕御之二月壬子戰于大棘宋師敗績囚華元獲樂吕,樂吕司空獲不書非元帥也獲生死通名經言獲華元故傳特護之曰囚以明其生獲故得見贖而還帥所類切贖食欲切
及甲車四百六十乗俘二百五十人馘百人狂狡輅鄭人鄭人入于井,狂狡宋大夫輅迎也乗䋲證切下同俘芳夫切馘古獲切馘百之或作馘百者人衍字狡古卯切輅五嫁切
倒㦸而出之獲狂狡君子曰失禮違命冝其爲禽也戎昭果毅以聽之之謂禮,聽謂常存於耳著於心想聞其政令倒丁老切冝其爲禽一本作冝其禽也毅魚旣切著直略切
殺敵爲果致果爲毅易之戮也,易反易
將戰華元殺羊食士其御羊斟不與及戰曰疇昔之羊子爲政,疇昔猶前日也食音嗣斟之金切與音預
今日之事我爲政與入鄭師故敗君子謂羊斟非人也以其私憾敗國殄民,憾恨也殄盡也憾本亦作感戸暗切注同敗必邁切又如字殄大典切
於是刑孰大焉詩所謂人之無良者,詩小雅義取不良之人相怨以亡
其羊斟之謂乎殘民以逞宋人以兵車百乗文馬百駟,畫馬爲文四百匹逞勑領切
以贖華元于鄭半入華元逃歸立于門外告而入,告宋城門而後入言不苟
見叔牂曰子之馬然也,叔牂羊斟也卑賤得先歸華元見而慰之牂子郎切
對曰非馬也其人也,叔牂知前言以顯故不敢讓罪
旣合而來奔,叔牂言畢遂奔魯合猶荅也
宋城華元爲植巡功,植將主也植直吏切注同將子匠切
城者謳曰睅其目皤其腹弃甲而復,睅出目皤大腹弃甲謂亡師謳烏侯切睅戸板切說文字林云大目也蘇林云寢視不安皃孟康曰猶分然也皤歩何切
于思于思弃甲復來,于思多鬢之貌思如字又西扌切賈逵云白頭貌復扶又切來力知切又如字以恊上韻鬢脩于切字又作鬚
使其驂乗謂之曰牛則有皮犀兕尚多弃甲則那,那猶何也驂士南切犀音西兕徐履切那乃多切
役人曰從其有皮丹漆若何華元曰去之夫其口衆我寡,傳言華元不吝其咎寛而容衆漆音七吝力忍切咎其九切
秦師伐晉以報崇也,伐崇在元年
遂圍焦,焦晉河外邑
夏晉趙盾救焦遂自隂地及諸侯之師侵鄭,隂地晉河南山北自上洛以東至陸渾渾戸昏切
以報大棘之役楚鬪椒救鄭曰能欲諸侯而惡其難乎遂次于鄭以待晉師趙盾曰彼宗競于楚殆將斃矣,競強也鬪椒若敖之族自子文以來丗爲今尹惡烏路切難乃旦切斃婢丗切
姑益其疾乃去之,欲示弱以驕之傳言趙盾所以稱人且爲四年楚滅若敖氏張本
晉靈公不君,失君道也以明於例應稱國以弑弒申志切
厚歛以彫牆,彫畫也斂力驗切彫本亦作雕牆在良切
從臺上彈人而觀其辟丸也宰夫胹熊蹯不熟殺之寘諸畚使婦人載以過朝,畚以草索爲之筥屬弹徒冊切胹音而煑也蹯扶元切寘之䜴切畚音本索素各切筥九吕切
趙盾士季見其手問其故而患之將諫士季曰諫而不入則莫之繼也會請先不入則子繼之三進及溜而後視之,士季隨會也三進三伏公不省而又前也公知欲諫故佯不視手一本作首溜力救切屋霤也
曰吾知所過矣将改之稽首而對曰人誰無過過而能改善莫大焉詩曰靡不有初鮮克有終,詩大雅也鮮息淺切少也下同
夫如是則能補過者鮮矣君能有終則社稷之固也豈唯羣臣頼之又曰衮職有闕惟仲山甫補之能補過也,詩大雅也衮君之上服闕過也言服衮者有過刖仲山甫能𥙷之衮古本切
君能補過衮不廢矣,常服衮也
猶不改宣子驟諌公患之使鉏麑賊之,鉏麑晉力士鉏仕俱切麑音迷一音五兮切
晨往寢門闢矣盛服將朝尚早坐而假寐,不解衣冠而睡闢婢亦切盛音成本或作成睡垂僞切
麑退歎而言曰不忘恭敬民之主也賊民之主不忠弃君之命不信有一於此不如死也觸槐而死,槐趙盾庭樹槐音懷又音囬
秋九月晉侯飲趙盾酒伏甲將攻之其右提彌明知之,后車右飲於鴆切提本又作祗上支切彌面支切
趨登曰臣侍君宴過三爵非禮也遂扶以下公嗾夫獒焉明搏而殺之,獒猛犬也扶舊本作扶房孚切服䖍注柞跣先典切云徒跣也今杜注本往往有跣者嗾素口切說文云使犬也服本作㖩夫音扶獒五羔切尚書傳云大犬也爾雅云狗四尺爲􁄶說文云犬知人心可使者搏音博
盾曰弃人用犬雖猛何爲,責公不養士而更以犬爲己用
鬪且出提彌明死之初宣子田於首山舎于翳桑,田獵也翳桑桑之多䕃翳者首山在河東蒲坂縣東南翳於計切䕃音隂又於鴆切
見靈輒餓問其病,靈輒晉人
曰不食三日矣食之舎其半問之曰宦三年矣,宦學也食之音嗣舍音捨
未知母之存否今近焉,去家近
請以遺之使盡之而爲之簞食與肉,簞笥也遺唯季切下注同簞音丹笥思嗣切
寘諸橐以與之旣而與爲公介,靈輒爲公甲士槖他洛切與音預介音界
倒㦸以禦公徒而免之問何故對曰繄桑之餓人也問其名居,問所居
不告而退,不朢報也
遂自亡也,輒亦去
乙丑趙穿攻靈公於桃園,穿趙盾之從父昆弟子乙丑九月二十七日攻如字本或作弑
宣子未出山而復,晉竟之山也盾出奔聞公弑而還竟音境下文注同弑音試
大史書曰趙盾弑其君以示於朝宣子曰不然對曰子爲正卿亡不越竟反不討賊非子而誰宣子曰烏呼我之懷矣自詒伊慼其我之謂矣,逸詩也言人多所懷戀則自遺憂大音泰
孔子曰董狐古之良史也書猶三望○葬匡王,無傳四月而葬速
〇楚子伐陸渾之戎〇夏楚人侵鄭○秋赤狄侵齊,無傳
〇宋師圍曹〇冬十月丙戍鄭伯蘭卒,再與丈同盟
〇葬鄭穆公,無傳
傳三年春不郊而望皆非禮也,言牛雖傷死當更改卜取其吉者郊不可廢也前年冬天王崩未葬而郊者不以王事廢天事禮記曾子問天子崩未殯五祀不行旣殯而祭自啓至于反哭五祀之祭不行巳葬而祭
望郊之屬也不郊亦無望可也,巳有例在僖三十一年復發傳者嫌牛死與卜不從異復扶又切
晉侯伐鄭及郔鄭及晉平士會入盟,郔鄭地爲夏楚侵鄭傳郔音延
楚子伐陸渾之戎遂至於雒觀兵于周疆,雒水出上洛冢領山至河南鞏縣入河疆居良切
定王使王孫滿勞楚子,王孫满周大夫勞力報切
楚子問鼎之大小輕重焉,示欲偪周取天下
對田在德不在鼎昔夏之方有德也,禹之丗夏戸雅切
逺方圖物,圖畫山川竒異之物而獻之
貢金九牧,使九州之牧貢金
鑄鼎象物,象所圖物著之於鼎鑄之樹切著張慮切舊直略切
百物而爲之備使民知神姦,圖鬼神百物之形使民逆備之
故民入川澤山林不逢不若,若順也
螭魅罔兩,螭山神獸形魅怪物罔兩水神螭勑知切魅亡備切本又作鬽罔亡丈切兩本又作蜽音同說文云罔兩山川之精物也
莫能逢之,逢遇也
用能協于上下以承天休,民無災害則上下和而受天祐休許蚪切下同祐音又
桀有昏德鼎遷于商載祀六百,載祀皆年載祀爾雅云商曰祀唐虞曰載周曰年夏曰歳
商紂暴虐鼎遷于周德之休明雖小重也,不可遷紂直九切
其姦囬昏亂雖大輕也,言可移
天祚明德有所厎止,厎致也祚才故切厎音旨
成王定鼎于郟鄏,郟鄏今河南也武王遷之成王定之郟古洽切鄏音辱
卜丗三十卜年七百天所命也周德雖衰天命未改鼎之輕重未可問也夏楚人侵鄭鄭即晉故也宋文公即位三年殺母弟須及昭公子武氏之謀也,武氏謀奉弟須及昭公子以作亂事在文十八年
使戴桓之族攻武氏於司馬子伯之館盡逐武穆之族武穆之族以曹師伐宋秋宋師圍曹報武氏之亂也冬鄭穆公卒𥘉鄭文公有賤妾曰燕姞,姞南燕姓姞其乙切又其吉切
夢天使與已蘭,蘭香草
曰余爲伯鯈余而祖也,伯鯈南燕祖鯈直留切
以是爲而子,以蘭爲女子名女音汝
以蘭有國香人服媚之如是,媚愛也欲令人愛之如蘭媚亡兾切令力呈切
旣而文公見之與之蘭而御之辭曰妾不才幸而有子將不信敢徵蘭乎,懼將不見信故欲計所賜蘭爲懷子月數
公曰諾生穆公名之曰蘭文公報鄭子之妃曰陳嬀,鄭子文公叔父子儀也漢律淫季父之妻曰報姫九危切
生子華子臧子臧得罪而出,出奔宋臧作郎切
誘子華而殺之南里,在僖十六年南里鄭地
使盗殺子臧於陳宋之間,在僖二十四年
又娶于江生公子士朝于楚楚人酖之及葉而死,葉楚地今南陽葉縣酖直䕃切葉式渉切
又娶于蘇生子瑕子俞彌俞彌早卒洩駕惡瑕文公亦惡之故不立也,洩駕鄭大夫俞音榆惡烏路切下同
公逐羣公子公子蘭奔晉從晉文公伐鄭,在僖三十年從如字又才用切
石癸曰吾聞姬姞耦其子孫必蕃,姞姓冝爲姬配耦癸居揆切蕃音煩下同
姞吉人也后稷之元妃也,姞姓之女爲后稷妃周是以興故曰吉人
今公子蘭姞甥也天或啓之必將爲君其後必蕃先納之可以亢寵,亢極也亢苦浪切
與孔將鉏侯宣多納之盟于大宫而立之,大宮鄭祖廟鉏仕俱切大音泰注同
以與晉平穆公有疾曰蘭死吾其死乎吾所以生也刈蘭而卒,傳言穆氏所以大興於鄭天所啓也刈魚廢切
經四年春王正月公及齊侯平莒及郯莒人不肯公伐莒取向,莒鄰二國相怨故公與齊侯共平之向莒邑東海承縣東南有向城逺疑也郯音談向舒亮切承韋昭之甑切一音氶又音拯
〇秦伯稻卒,無傳未同盟稻徒老切
〇夏六月乙酉鄭公子歸生弒其君夷,傳例曰稱臣臣之罪也子公實弒而書子家罪其權不足也
〇赤狄侵齊,無傳
〇秋公如齊,無傳
〇公至自齊,無傳告于廟例在桓二年
○冬楚子伐鄭傳四年春公及齊侯平莒及郯莒人不肯公伐莒取向非禮也平國以禮不以亂伐而不治亂也,責公不先以禮治之而用伐治直吏切
以亂平亂何治之有無治何以行禮〇楚人獻黿於鄭靈公,穆公大子夷也黿音元
公子宋與子家將見,宋子公也子家歸生見賢遍切
子公之食指動,第二指也
以示子家曰他日我如此必甞異味及入宰夫將解黿相視而笑公問之,問所笑解如字一音蟹
子家以告及食大夫黿召子公而弗與也,欲使指動無效食音嗣
子公怒染指於鼎甞之而出公怒欲殺子公子公與子家謀先,先公爲難染如琰切先悉薦切難乃旦切
子家曰畜老猶憚殺之,六畜畜許又切注同王許六切禪徒旦切難也
而況君乎反譛子家子家懼而從之,譛子家於公
夏弑靈公書曰鄭公子歸生弑其君夷權不足也,子家懽不足以禦亂懼譛而從弒君故書以首惡禦魚吕切
君子曰仁而不武無能逹也,初稱畜老仁也不討子公是不武也故不能自通於仁道而陷弒君之罪
凡弑君稱君君無道也稱臣臣之罪也,稱君謂唯書君名而稱國以弑言衆所共絶也稱臣者謂書弒者之名以示來丗終爲不義改殺稱弑辟其惡名取有漸也書弒之義釋例論之備矣
鄭人立子良,穆公庶子
辭曰以賢則去疾不足,去疾子良名去起呂切下皆同
以順則公子堅長乃立襄公,襄公堅也長丁丈切
襄公將去穆氏,逐羣兄弟
而舎子良,以其讓已舍音赦下同
子良不可曰穆氏冝存則固願也若將亡之則亦皆亡去疾何爲,何爲獨留
乃舎之皆爲大夫〇初楚司馬子良生子越椒子文曰必殺之,子文子良之兄
是子也熊虎之狀而豺狼之聲弗殺必滅若敖氏矣諺曰狼子野心是乃狼也其可畜乎子良不可子文以爲大慼及將死聚其族曰椒也知政乃速行矣無及於難且泣曰鬼猶求食若敖氏之鬼不其餒而,而語助言必餒難乃旦切餒奴罪切餓也
及令尹子文卒鬪般爲令尹,般子文之子子揚般音班
子越爲司馬蔿賈爲工正譛子揚而殺之子越爲令尹巳爲司馬,賈爲椒譛子揚而己得椒處蔿于委切爲于僞切處昌慮切
子越又惡之,惡賈惡烏路切注同
乃以若敖氏之族圄伯嬴於轑陽而殺之,圄囚也伯嬴蔿賈也轑陽楚邑圄魚吕切嬴音盈轑音遼
遂處烝野將攻王王以三王之子爲質焉弗受,烝野楚邑三王文成穆烝之承切質音致
師于漳澨,漳澨漳水邊漳音章澨市制切
