source,commentary
春秋經傳集解閔公第四,閔公名啓方莊公之子母叔姜史記云名開謚法在國遭難曰閔
杜氏盡二年經元年春王正月〇齊人救邢○夏六月辛酉葬我君莊公○秋八月公及齊侯盟于落姑,落姑齊地
季子來歸,季子公子友之字季子忠於社稷爲國人所思故賢而字之齊侯許納故曰歸
○冬齊仲孫來,仲孫齊大夫以事出疆因來省難非齊侯命故不稱使也還使齊侯務寧魯難故嘉而字之來者事實省難其志也故經但書仲孫之來而傳尋仲孫之志疆居良切難乃旦切下及傳同
傳元年春不書即位亂故也,國亂不得成禮
○狄人伐邢,狄伐邢在徃年冬
管敬仲言於齊侯曰戎狄豺狼不可厭也,敬仲管夷吾豺仕皆切狼音郎厭一鹽切
諸夏親暱不可弃也,諸夏中國也暱近也夏戸雅切暱女一切
宴安酖毒不可懷也,以宴安比之酖毒宴於見切本又作晏音同一音烏諫切酖直䕃切
詩云豈不懷歸畏此簡書,詩小雅也文王爲西伯勞來諸侯之詩勞力報切來力代切
簡書同惡相恤之謂也,同恤所惡
請救邢以從簡書齊人救邢〇夏六月葬莊公亂故是以緩,十一月乃葬
○秋八月公及齊侯盟于落姑請復季友也,閔公初立國家多難以季子忠賢故請霸主而復之
齊侯許之使召諸陳公次于郎以待之,非師旅之事故不書次
季子來歸嘉之也〇冬齊仲孫湫來省難,湫仲孫名湫子小切
書曰仲孫亦嘉之也仲孫歸曰不去慶父魯難未巳,時慶父亦巳還魯去起吕切下同
公曰若之何而去之對曰難不巳將自斃,斃踣也斃婢丗切踣蒲北切
君其待之公曰魯可取乎對曰不可猶秉周禮周禮所以本也臣聞之國將亡本必先顚而後枝葉從之魯不弃周禮未可動也君其務寧魯難而親之親有禮因重固,能重能固則當就成之
間攜貳,離而相疑者則當因而間之間間厠之間注同
覆昏亂,覆敗也覆芳服切注同〇
霸王之器也,霸王所用故以器爲喻王于況切注同
〇晉侯作二軍,晉本一軍見莊十六年見賢遍切
公將上軍大子申生將下軍趙夙御戎畢萬爲右,爲公御右也夙趙衰兄畢萬魏犫祖父將子匠切下及注同衰初危切犫尺由切
以滅耿滅霍滅魏,平陽皮氏縣東南有耿郷永安縣東北有霍大山三國皆姬姓耿古幸切
還爲大子城曲沃賜趙夙耿賜畢萬魏以爲大夫士蔿曰大子不得立矣分之都城而位以卿先爲之極又焉得立,位以卿謂將下軍爲于僞切焉於䖍切
不如逃之無使罪至爲呉大伯不亦可乎,大伯周大王之適子知其父欲立季歷故讓位而適呉大音泰注同適子丁歴切又作嫡
猶有令名與其及也,言雖去猶有令名勝於留而及禍
且諺曰心苟無瑕何恤乎無家天若祚大子其無晉乎,爲晉殺申生傳諺音彦祚在路切
卜偃曰畢萬之後必大,卜偃晉掌卜大夫
萬盈數也魏大名也以是始賞天啓之矣天子曰兆民諸侯曰萬民今名之大以從盈數其必有衆,以魏從萬有衆象
初畢萬筮仕於晉遇屯䷂,震下坎上屯屯張倫切
之比䷇,坤下坎上比屯初九變而爲比比毗志切注及下同
辛廖占之曰吉,辛廖晉大夫廖力彫切
