source,commentary
秋經傳集解昭七第二十六杜氏盡三十二年經二十有七年春公如齊,自鄆行鄆音運
○公至自齊居于月呉弑其君僚,僚亟戰民罷又伐楚喪故光乗間而動稱國以弑罪在僚弑申志切僚力彫切亟欺兾切罷音皮
○楚殺其大夫郤宛,無極楚之䜛人宛所明知而信近之以取敗亡故書名罪宛殺始察切卻去逆切宛於阮切又以元切近附近之近
○秋晉士鞅宋樂祁犂衛北宫喜曹人邾人滕人㑹于扈,祁力兮切又力之切扈音戸
○冬十月曹伯午卒,無傳未同盟而赴以名午音五
○邾快來奔,無傳快邾命卿也故書快苦怪切
○公如齊,自鄆行
○公至自齊居于鄆,無傳
傳二十七年春公如齊公至自齊處于鄆言在外也,在外邑故書地
○呉一欲因楚喪而伐之,前年楚平王卒
使公子掩餘公子燭庸帥師圍濳,二子皆王僚母弟潜楚邑在廬江六縣西南掩於檢切
使延州來季子聘于上國,季子本封延陵後復封州來故曰延州來復扶又切
遂聘于晉以觀諸侯,觀彊弱
楚莠尹然工尹麇帥師救濳,二尹楚官然麇其名莠由九切麇九倫切
左司馬沈尹戍帥都君子與王馬之屬以濟師,都君子在都邑之士有復除者王馬之屬王之養馬官屬校人也濟益也戍音恤復音福校胡孝切
與呉師遇于窮令尹子常以舟師及沙汭而還,沙水名汭如銳切
左尹郤宛工尹壽帥師至于濳呉師不能退,楚師彊故呉不得退去
呉公子光曰此時也弗可失也,欲因其師徒在外國不堪役以弑王弑申志切
告鱄設諸曰上國有言曰不索何獲我王嗣也吾欲求之,光吴王諸樊子也故曰我王嗣鱄音專上國賈云上國與中國同服云上古國也索所白切
事若克季子雖至不吾廢也,至謂聘還
鱄設諸曰王可弑也母老子弱是無若我何,猶言我無若是何欲以老弱託光
光曰我爾身也,言我身猶爾身
夏四月光伏甲於堀室而享王,掘地爲室堀本又作窟同苦怱切堀其勿切又其月切
王使甲坐於道及其門,坐道邊至光門
門階戸席皆王親也夾之以鈹羞者獻體改服於門外,羞進食也獻體解衣夾古洽切又古恊切鈹普皮切說文云劒也
執羞者坐行而入,坐行膝行
執鈹者夾承之,承執羞者
及體以相授也,鈹及進羞者體以所食授王
光僞足疾入于堀室,恐難作王黨殺己素辟之
鱄設諸寘劒於魚中以進,全魚炙炙章夜切
抽劒刺王鈹交於胷,交鱄諸胸刺七亦切
遂弑王闔廬以其子爲卿,闔廬光也以鱄諸子爲卿
季子至曰苟先君無廢祀民人無廢主社稷有奉國家無傾乃吾君也吾誰敢怨哀死事生以待天命非我生亂立者從之先人之道也,呉自諸樊以下兄弟相傳而不立適是亂由先人起也季子自知力不能討光故云爾適丁歷切
復命哭墓,復使命於僚墓
復位而待,復本位待光命
呉公子掩餘奔徐公子燭庸奔鍾吾,鍾吾小國
楚師聞呉亂而還,言聞具亂明郤宛不取賂而還
○郤宛直而和國人說之,以直事君以和接類
鄢將師爲右領,右領官名焉於晚切又烏反切
與費無極比而惡之,惡郤宛比毗志切
令尹子常賄而信䜛無極譛郤宛焉謂子常曰子惡欲飲子酒,子惡郤宛賄呼罪切飲於鴆切
入謂子惡令尹欲飲酒於子氏子惡曰我賤人也不足以辱令尹令尹將必來辱爲惠巳甚吾無以酬之若何,酬報獻
無極曰令尹好甲兵子出之吾擇焉,擇取以進子常好呼報切
取五甲五兵曰寘諸門令尹至必觀之而從以酬之,日無極辭
及饗日帷諸門左,張惟陳甲兵其中
無極謂令尹曰吾幾禍子子惡將爲子不利甲在門矣子必無往且此役也,此春救濳之役幾音祈
呉可以得志子惡取賂焉而還又誤羣帥使退其師曰乗亂不祥呉乗我喪我乗其亂不亦可乎令尹使視郤氏則有甲焉不往召鄢將師而告之,告子惡門有甲兵將害己
將師退遂令攻郤氏且爇之,爇燒也爇如恱切
子惡聞之遂自殺也國人弗爇令曰不爇郤氏與之同罪或取一編菅焉或取一秉秆焉,編菅苫也秉把也秆稾也編必然切又必干切菅古顔切秆古但切說文云禾莖也或古旦切苫式占切李巡云編菅茅以覆屋曰苫把必馬切槀古老切
國人投之遂弗爇也令尹炮之,炮燔郤宛炮歩交切又彭交切燔音煩
盡滅郤氏之族黨殺陽令終與其弟完及佗,令終陽匄子佗徒何切匄古害切
與晉陳及其子弟,晉陳楚大夫皆郤氏黨
晉陳之族呼於國曰鄢氏費氏自以爲王專禍楚國弱寡王室蒙王與令尹以自利也,蒙欺也呼火故切
令尹盡信之矣國將如何令尹病之,爲下殺無極張本
○秋㑹于扈令戍周且謀納公也宋衛皆利納公固請之范獻子取貨於季孫謂司城子梁與北宫貞子,子梁宋樂祁也貞子衛北官喜
曰季孫未知其罪而君伐之請囚請亡於是乎不獲君又弗克而自出也夫豈無備而能出君乎季氏之復天救之也,復猶安也
休公徒之怒,休息也
而啓叔孫氏之心不然豈其伐人而說甲執冰以游叔孫氏懼禍之濫而自同於季氏天之道也魯君守齊三年而無成季氏甚得其民淮夷與之,淮夷魯東夷說他活切
有十年之備有齊楚之援,公雖在齊言齊不致力
有天之賛有民之助有堅守之心有列國之權而弗敢宣也,宣用也守手又切
事君如在國,書公行告公至是也
故鞅以爲難二子皆圖國者也而欲納魯君鞅之願也請從二子以圍魯無成死之二子懼皆辭乃辭小國而以難復,以難納白晉君
孟懿子陽虎伐鄆,陽虎季氏家臣代鄆欲奪公
鄆人將戰子家子曰天命不慆乆矣,慆疑也言棄君不疑慆他刀切
使君亡者必此衆也,言君據鄆衆以與魯戰必敗亡
天旣禍之而自福也不亦難乎猶有鬼神此必敗也嗚呼爲無望也夫其死於此乎公使子家子如晉公徒敗于且知,且知近鄆地夫音扶且子餘切近附近之近
○楚郤宛之難國言未巳進胙者莫不謗令尹,進胙國中祭祀也謗詛也難乃旦切年末同胙才故切詛側慮切
沈尹戍言於子常曰夫左尹與中廐尹莫知其罪而子殺之以興謗讟至于今不巳,左尹郤宛也中廐尹陽令終廐九又切讟音獨
戍也惑之仁者殺人以掩謗猶弗爲也今吾子殺人以興謗而弗圖不亦異乎夫無極楚之䜛人也民莫不知去朝呉,在十五年去起吕切朝如字下朝夕同
出蔡侯朱,在二十一年
喪太子建殺連尹奢,在二十年喪息浪切
屏王之耳目使不聦明不然平王之温惠共儉有過成莊無不及焉所以不獲諸侯邇無極也,邇近也近附近之近
今又殺三不辜以興大謗,三不辜郤氏陽氏晉陳氏
幾及子矣子而不圖將焉用之夫鄢將師矯子之命以滅三族國之良也而不愆位,在位無愆過幾音祈又音機焉於䖍切矯居表切愆起䖍切
呉新有君,光新立也
疆埸日駭楚國若有大事子其危哉知者除䜛以自安也今子愛䜛以自危也甚矣其惑也子常曰是瓦之罪敢不良圖九月已未子常殺費無極與鄢將師盡滅其族以說于國謗言乃止○冬公如齊齊侯請饗之,設饗禮疆居良切埸音亦知音智
子家子曰朝夕立於其朝又何饗焉其飲酒也乃飲酒使宰獻而請安,比公於大夫也禮君不敵臣宴大夫使宰爲主獻獻爵也請安齊侯請自安不在坐也坐才卧切
子仲之子曰重爲齊侯夫人曰請使重見,子仲魯公子憖也十二年謀逐季氏不能而奔齊今行飲酒禮而欲使重見從宴媟也重直勇切又直恭切見賢遍切憖魚覲切媟息列切
子家子乃以君出,辟齊夫人
○十二月晉籍秦致諸侯之戍于周魯人辭以難,經所以不書戍周籍秦籍談子
經二十有八年春王三月葬曹悼公,無傳六月而葬緩
○公如晉次于乾侯,乾侯在魏郡斥丘縣晉竟内邑斥音尺一音昌夜切竟音境傳同
○夏四月丙戌鄭伯寧卒,無傳未同盟而赴以名
○六月葬鄭定公,無傳三月而葬速
○秋七月癸巳滕子寧卒,無傳未同盟而赴以名
○冬葬滕悼公,無傳
傳二十八年春公如晉將如乾侯,齊侯卑公故適晉
子家子曰有求於人而即其安人孰矜之其造於竟,欲使次於竟以待命造七報切
弗聽使請逆於晉晉人曰天禍魯國君淹恤在外君亦不使一个辱在寡人,一个單使个古賀切單使所吏切
而即安於甥舅其亦使逆君,言自使齊逆君
使公復于竟而後逆之,逆著乾侯也言公不能用子家所以見辱著中略切又直略切
