source,commentary
宣下第十一杜氏盡十八年經十二年又儌,古堯反
于邲,扶必反一音弼
成陳,直覲反
背盟,蒲對反下注同
傳十二年卜臨,徐力鴆反哭也下注同
大宫,音泰注同
守陴,婢支反徐扶移反
僻,普計反
倪,五計反
復圍,扶又反注同
故爲,于僞反
于逵,求龜反塗方九軌也爾雅云九達謂之逵說文作馗云九逵道似龜背故謂之馗逵或馗字
肉袒,徒旱反
所祐,音又
其俘,芳夫反囚也
海濵,音賔
其翦,子淺反削也
前好,呼報反注同
厲宣,鄭桓公友周厲王之子宣王之母弟
桓武,鄭武公名滑突桓公之子
不泯,彌忍反徐亡軫反滅也
要福,於遥反
九縣,莊十四年滅息十六年滅鄧僖五年滅弦十二年滅黃二十六年滅夔文四年滅江五年滅六滅蓼十六年滅庸傳稱楚武王克權使鬪緡尹之又稱文王縣申息此十一國不知何以言九
能下,遐嫁反
可幾,音兾
潘尪,烏黃反
出質,音致
將中,子匠反下及注並同下沈尹將將左將右皆放此
先縠,戸木反本又作榖音同
彘季,直例反
㬰,羊朱反
駢,蒲邊反
鞏朔,九勇反
而勦,初交反勞也徐又于小反
焉用,於䖍反
觀釁,許靳反罪也服云間也
不爲,于僞反注同
不罷,音皮
怨讟,徒木反謗也
此陳,直覲反下同
工賈,音古
而卒,子忽反注同
乗,繩證反注皆同
輯睦,音集又七入反
不奸,音干犯也
蔿敖,于委反
追蓐,音辱
挾轅,胡牒反又古洽反一音古協反
蹋伏,徒臘反
爲幡,芳元反
見騎,其寄反
旌識,申志反一音志
後勁,吉政反
殿,丁練反
別也,彼列反
等差,初佳反又初冝反
攻昧,音妹
仲虺,許鬼反
侮亡,亡吕反
左相,息亮反
汋曰,章畧反
於,音烏
鑠,舒若反美也
耆昧也,音旨致也徐又其夷反老也注下同
無疆,居良反
以務烈所,絶句
軍帥,所類反下及注有帥元帥三帥同
知莊,音智
否臧,子郎反
故應,應對之應
川壅,於勇反本又作雍注皆同
夭且,於表反
飲馬,於鴆反
嬖人,必計反徐甫詣反字林方豉反
伍參,七南反
反旆,蒲貝反大旗也
南郷,本又作嚮同許丈反
剛愎,皮逼反很也
愎很,胡墾反
誰適,丁歷反
改乗,繩證反
於管,古緩反熒陽管城管叔所封也本或作菅古顔反非也
在敖,五刀反山名
鄗,苦交反山名
皇戌,雖律反
使如,所吏反
師驟,仕救反
敗楚,必邁反
不易,以豉反
申儆,敬領反
紂之,直九反
蚡,扶粉反
冒,莫報反
篳路,音必
藍,力甘反
縷,力主反
箴之,章金反誡也
不匱,其位反
要也,一遥反
二廣,古曠反下及注皆同
一卒,子忽反注同
五乗,繩證反下同
復以,扶又反下不復逐同
序當其次,一本作序當其夜
知季,音智荀首後爲智氏
原屏,歩丁反
必長,丁丈反
身行,下孟反
少宰,詩照反注及下同
夾輔,古洽反舊古協反
毋廢,音無
候人,戸豆反
謂伺,音司一音息嗣反
爲諂,勑撿反
單車,音丹
挑戰,徒了反下文同
羣帥,所類反
摩,末多反近也
壘,力軌反
摩近,附近之近
左射,食亦反下三字同
以菆,側留反矢之善者
兩馬,徐云或作􁎆皆力掌反或音亮飾也
掉,徒弔反徐乃較反正也
鞅,於丈反
示閒,音閑
折,之設反注同
馘,古獲反
斷耳,音短
麋興,亡悲反
麗著,直畧反
從者,才用反下從者同
魏錡,魚綺反
魏犫,尺周反
欲敗,必邁反又如字
請使,所吏反
及熒,戸扃反
射一,食亦反
於鮮,音仙注同
二感,胡暗反
能好,呼報反下同
喪師,息浪反
徹警,音景
徹去,起吕反
七覆,扶又反注同
帥將,如字又子匠反
七處,昌慮反
爲乗,繩證反下三十乗元戎十乗并注皆同
而說,舒銳反注及下同
屈蕩,居勿反
楚王更,音庚
迭,直結反
搏之,音博
使軘,徒温反
使騁,勑景反
出陳,直覲反下注皆同
先人,悉薦反注及下同
卒奔,子忽反下及下注同
可掬,九六反兩手曰掬
右拒,音矩本亦作矩下同
唐狡,古卯反
四十乗,繩證反下從之乗并注易乗同
若萃,似醉反集也
殿其,多練反注同
廣隊,直類反
惎之,其器反敎也
脫扃,古熒反徐公冥反車上兵闌也服云扃橫木校輪間一曰車前橫木也西京賦云旗不脫扃薛綜曰扃所以止旗也
不帆,凡劒反本又作帊普霸反
差輕,初賣反
之數,所角反
二子乗,繩證反
趙傁,素口反老稱
老稱,尺證反
尸女,音汝
皆重,直龍反
知罃,於耕反
還戰,音環
廚武,直誅反
毎射,食夜反又食亦反
抽擢,直角反
可勝,音升
池陂,彼冝反
射連尹,食亦反下同
將不,子匠反
楚重,直勇反又直用反注上重字同
