source,commentary
襄六第十九杜氏盡三十一年經二十九年侯衎,苦旦反
閽,音昬守門人
殺吳子,申志反
餘祭,側戒反
仲孫羯,居謁反
杞復,扶又反
使札,側八反
北燕,音烟
傳二十九年親襚,音遂說文云衣死人衣
遣使,所吏反下同
賵襚,芳鳳反本作贈
之比,必利反
祓殯,音拂徐音廢
凶邪,似嗟反
桃茢,音列徐音例
黍穰,如羊反鄭注周禮云茢苕帚
郟敖,古交反
熊麇,九倫反
取弁,本又作卞皮彦反魯邑
公冶,音也
璽書,音徙印也廣雅云印謂之璽說文作壐從土云王者印也籀文從玉
印也,一刃反
致使,所吏反注并下注而賞其使同
祇見,音支本又作多音同服云祇適也
強之,其丈反
邶風,音佩
寄寓,音遇
服斂,力驗反
年少,詩照反
靡盬,音古不堅固也
啓跪,其委反
以藩,方元反
明近,附近之近
餼國,許氣反
以貸,他代反下同
施而,始豉反下文同
叔向,許丈反
知悼子,音智
子大叔,音泰下同
而夏,戸雅反注下皆放此
肄,以二反餘也詩傳云斬而復生曰肄方言云枿餘也秦晉之閒曰肄
協比,毗志反
女齊,音汝
相禮,息亮反注同
司徒侈,昌氏反又尸氏反
力斃,婢世反
專則人實斃之,絶句
將及矣,本或作侈將及矣者非
爲𣏌,于僞反下文爲之歌皆同
三耦,五口反
邵伯,上照反
鄫鼓父,才陵反
黨叔,徐音掌
愠曰,紆運反怒也怨也
虞虢,瓜百反
焦,子消反
滑,乎八反
玩好,呼報反下好善同
瘠魯,在亦反
毋寧,音無
而焉,於䖍反
說之,音恱
壽終,音授
召南,上照反本亦作邵
未盡,津忍反
安樂,音洛下注和樂聲下文樂而不荒同
邶鄘,音容
盡被,皮義反
以思,息嗣反下注憂思同
以爲別,彼列反
隕滅,于敏反
有治,直吏反
泱泱,於良反又於郎反弘大也韋昭於康反
大公,音泰
將復,扶又反下不復譏同
歌豳,彼貧反
樂而不淫,音岳又音洛注同下而又何樂而可以樂放此
爲成王,于僞反
王業,如字又于況反
删定,所姦反
汧隴,苦賢反
去戎,起吕反又如字
渢渢,扶弓反徐敷劒反中庸之聲也韋昭音凡
大而婉,紆阮反約也
險而,依注音儉
易行,以豉反注同
思深,息嗣反注同
自鄶,古外反
至矣哉,一本無矣字
不倨,音據徐音居
倨傲,五報反
屈橈,乃孝反
不偪,彼力反
不厭,於豔反徐於贍反
不匱,其位反
施而,始豉反
不費,芳味反
不底,丁禮反
角徴,張里反
象箾,徐音朔
南籥,羊畧反
有感,戸暗反本亦作憾恨也
大平,音泰
舞韶,上昭反本或作招音同
濩,音護徐又音戸郭反
溝洫,況域反
韶箾,音簫
不幬,徒報反覆也
說晏,音恱下皆同
於難,乃旦反下皆同
未歇,許謁反
縞帶,古老反徐古到反繒也
紵衣,直吕反
蘧,其居反
瑗,于眷反
史朝,如字下文公子朝同
史鰌,音秋
猶爭,爭鬪之爭
于幕,音莫
其萃,在醉反集也
厚施,式豉反
公孫蠆,勑邁反
宥之,音又
好以,呼報反
爲髙氏,于僞反下注爲子產同
髙豎,上主反
曽孫酀,於顯反
髙傒,音兮
城緜,音綿
而寘,之豉反
旃,之然反
子晳,星歷反
言女,音汝
將強,其丈反
禆,婢支反
湛,市林反本亦作諶
其與,如字或音預
幾何,居豈反
屢盟,力住反
用長,丁丈反下同
能紓,直吕反徐音舒解也
紓解,音蟹
將焉,於䖍反下同
喪其,息浪反
驅除,音並如字一讀上丘其反下直據反
經三十年薳罷,音皮
世子般,音班
佞夫,乃定反
以惡王,烏路反下惡宋同一音如字
共姬,音恭注皆同傳亦放此
耆酒,市志反
言復,扶又反
于澶,市然反字林丈仙反澶水在宋
傳三十年問王子圍之爲政,一本無圍字服䖍王肅本同
吾儕,仕皆反
焉與,於䖍反下音預下將與與於食同
匿其,女力反
相鄭,息亮反
方爭,爭鬪之爭下注駟良爭同
而愎,皮力反很也
很也,胡墾反
好在,呼報反
相下,戸嫁反
食,音嗣
輿人之,音餘衆也
年長,丁丈反
夏正,户雅反
使走,如字速疾之意也一曰走使之人也服䖍王肅本作吏云吏不知歷者
于鹹,音咸
僑如,其驕反
及虺,虚鬼反
二畫,音獲下同
併三,歩頂反
復陶,徐音服一音福
魯使,所吏反
以語,魚據反
可媮,他侯反薄也
咨度,待洛反
鄭難,乃旦反
詛盟,側慮反
爲大子,于僞反
娶於,七住反
儋季,丁甘反
子括,古活反
將見,賢遍反注同
單公,音善
愆期,起䖍反下同
諸廷,音庭注王廷同
嗚呼,本又作烏乎音同
此夫,音扶
視躁,早報反
圍蔿,于委反
平畤,音止又音市本或作疇
甘過,音戈
鞏成,九勇反
瑕廖,力彫反一音勑留反
或叫,徐古弔反
于宋大廟,音泰一本無大字
叫呼,火故反
譆譆,許其反
岀出,如字鄭注周禮引此作詘詘劉昌宗亦音出
亳社,歩各反殷社也
待姆,徐音茂字林亡又反一音母女師也
結好,呼報反
繕城,上戰反
弱植,徐直吏反一音時力反
大夫敖,五報反本亦作慠服本作放云淫放也
以介,音界
卿共,音恭
耆酒,市志反
窟室,口忽反地室也
公焉,於䖍反
壑谷,呼洛反
而罷,皮買反徐扶彼反
雍梁,於用反
醒而,星頂反
左相,息亮反
侮之,亡甫反
汏侈,音泰
禍難,乃旦反下及注同
弭難,彌氏反
方爭,爭鬪之爭
附著,直畧反
斂伯有,力豔反下同
不與,音預下文不與同
之瀆,徐音豆
師頡,戸結反
介于,音界下同
禭之,音遂
枕之,之鴆反
股,音古
聞難,乃旦反
與子上用兩珪質于河,質音如字一音致一本作與子上盟絶句用兩珪質于河別爲句
沈珪,音鴆又如字
公孫肸,許乙反
非復,扶又反
子蟜,居表反
公孫揮,許韋反
生莠,羊九反草也
降婁,户江反下及注同
奎婁,苦圭反
娵,子須反
訾,子斯反
東壁,音璧
玄枵,許驕反
爲任,音壬
之比,毗志反
公孫鉏,仕居反
芋尹,于付反
相楚,息亮反下善相之同
去身,起吕反
艾王,魚廢反
爲宋,于僞反
北宫佗,徒何反
不信也夫,音扶一讀以夫爲下句首
而偪,彼力反
偪近,附近之近
在治,直吏反
而要,一遥反下注同
焉往,於䖍反
必大焉先,並如字
復命,扶又反
如是三,息暫反又如字
受筴,初革反
惡其,烏路反注同
分部,扶運反
封洫,況域反溝也
封疆,居良反
大人之忠儉者,本或作大夫者非
踣之,蒲北反
豐卷,眷勉反徐居阮反
芻,初俱反
豢,音患牛羊曰芻犬豕曰豢
而褚,張吕反
褚䙒,勑六反又許六反本又作畜同
並畔,薄杏反又薄頂反
殖之,時力反徐是吏反此協下韻
經三十一年所樂,音洛一音岳又一音五敎反
殺者,申志反
傳三十一年語之,魚據反下吾語諸同
語偷,他侯反
諄諄,徐之閏反或一音之純反
盍與,戸臘反
懦弱,乃亂反
無厭,於鹽反
民生幾何,居豈反本或作民生無幾何
朝不,如字注同
讒慝,他得反
以說,如字
工僂,力侯反
灑,所蟹反舊所綺反
渻竈,生領反徐本作省所幸反一音息并反一音銷
孔虺,許鬼反
之難,乃旦反
好其,呼報反
大誓,音泰本亦作泰
君欲楚也夫,音扶
若不復,扶又反
拱璧,九勇反大璧也
毁瘠,在亦反
之娣,大計反
齊歸,如字注同
公子裯,直由反
立長,丁丈反
非適,丁歷反
鮮不,息淺反
比及葬,必利反一本無及字
三易,如字又息暫反
