source,commentary
昭二第二十一杜氏盡七年經四年大雨,于付反傳大雨雹同
雹,蒲學反
沈子,音審
爲齊,于僞反
取鄫,才陵反
傳四年復田,扶又反注同
與焉,音預
不易,以豉反注同
有難,乃旦反下及注同
結驩,喚端反
請閒,徐音閑一音如字
虞度,待洛反
方侈,昌氏反又尺氏反
欲逞,勑景反
所相,息亮反助也注同
不殆,直改反危也
多簒,初患反
殺,申志反
何郷,許亮反本又作嚮
四嶽,音岳
岱,音代在兖州
華,如字又胡化反在雍州
衡,如字在荆州
恒,如字本或作常在冀州案作恒者是也北岳本名恒山漢爲文帝諱改作常耳
三塗,山名服云大行轘轅崤澠也
陸渾,戸昬反又戸困反
大室,音泰下文大室同大室即中岳嵩髙山也在豫州
沶郷,音市又音示漢書音義音稺或一音肄則當水旁作示恐非本或作渫字誤也
燕代,烏賢反
以亨,許庚反注同通也
其疆,居良反
以喪,息浪反下同
里㔻,普悲反
衞邢,音刑
紂作,直九反
以隕,于敏反
許楚使,所吏反
叔向,許丈反
時見,賢遍反下注朝見昬見同
少安,如字
將焉,於䖍反注同
偪,彼力反
可禦,魚吕反止也下誰能禦之同
謂夏,戸雅反下同
西陸朝,如字注同
覿,徒歷反
在昴,音卯
蟄蟲,直立反下除中反
奎星,苦圭反
冱寒,戸故反閉也
以道,音導
獨其,音恭
黒牡,茂后反黒牡黒牲也
秬黍,音巨黒黍
玄冥,亡丁反
桃弧,音胡以桃爲弓
以禳,如羊反
凶邪,似嗟反
皆與,音預
喪浴,音欲
祭寒而藏之,本或作祭司寒者非
祭韭,音九
傳之,直專反
輿人,音餘
風壯,側亮反
也徧,音遍
無愆,起䖍反過也
淒風,七西反寒也
霖雨,音林
震霆,音亭又音挺又音亭佞反
無菑,音災下同
癘疾,音例
夭札,側八反一音截夭死曰札字林作壯列反云夭死也
而殺,如字又色界反徐色例反
豳風,彼貧反
鑿,在洛反
沖沖,直忠反
凌隂,陵證反一音陵
其蚤,音早
以難,乃旦反
夏啓,戸雅反注放此啓夏禹子
鈞臺,音均
臺陂,彼冝反
景亳,歩各反
鞏縣,九勇反
盟津,音孟
岐陽,其冝反
之蒐,所求反
酆宫,芳弓反
召陵,上照反
向戌,舒亮反下音恤
公孫僑,其驕反
共職,音恭
薦守,手又反
善相,息亮反
屬有,章玉反適也
宗祧,他彫反
言爲,于僞反
將墮,許規反布也服云輸也
後見,如字一音賢遍反
爲仍,而承反
有緡,亡巾反
爲黎,力兮反
汰也,音泰
而愎,皮逼反
很也,胡墾反
時見,賢遍反又如字
費遂,扶味反
大夫從,才用反注同
屈申,居勿反
播扵,波佐反又波可反揚也徐云字或作幡敷袁反
焉用之,於䖍反
斧鉞,音越
以徇,似俊反
崔杼,直吕反
楚共,音恭
麇,九倫反
士袒,音但
輿櫬,初覲反棺也
造於,七報反
所將,子匠反下將帥同
釋其縛,如字舊扶臥反
於鄢,於晚反又於建反
爲許,于僞反
城竟,音境注同
與爭,爭鬪之爭
言易,以豉反
著丘公,直居反徐直據反
去疾,起吕反
潰散,戸對反
將帥,所類反
重發,直用反
蠆尾,勑邁反
渾,侯温反
罕,徐許但反
於涼,音良薄也徐音亮
棘櫟,力狄反徐又失灼反
鄼縣,才河反
沈尹射,食夜反又食亦反一音夜
於夏,戸雅反
汭,如銳反
葴尹,之林反
冝咎,其九反
薳,于委反
啓彊,其良反又居良反
罷賴,皮買反徐甫綺反
之難,乃旦反
娶於,七住反
天壓,於甲反又於輒反
弗勝,音升下同
上僂,力主反
肩傴,紆甫反
而猳,音加豬也
喙,許穢反口也
號之,徐胡到反一音戸刀反下同
從者,才用反
志識,申志反一音式
饋之,求位反餉也
召女,音汝下同
始見,賢遍反下接見同
問其姓,女生曰姓姓謂子也
子長,丁丈反下同
能奉,芳勇反
曰唯,維癸反徐以水反唯應辭猶喏也
爲豎,上注反小臣也
取之,七住反又如字
丘蕕,音由
強與,其丈反下同
爲孟鍾,于僞反又如字
釁鍾,許覲反
使拘,音俱
萊書,音來萊書人姓名
觀於公,古亂反注同又如字
見仲,賢遍反下及注并杜泄見同
杜泄,息列反
不食,音嗣
何去,起吕反注及下同
使寘,之豉反置也本或作奠
于个,古賀反謂廂屋
廂也,本又作箱息羊反
令空,力呈反
而相,息亮反
叔孫婼,勑略反
牛賂,音路
使惡,烏路反
葬焉,於䖍反下將焉用同
介卿,音界次也
左乎,如字注同不便也舊音佐
不便,婢面反
舎路,式夜反置也注同或音捨
而復賜,扶又反
以媚,眉冀反
經五年舎中軍,音捨傳同
牟夷,亡侯反
姑幕,亡博反
蚡泉,扶粉反
傳五年臧氏,子郎反
復以,扶又反
取二分,扶運反或如字
於殯,必刃反
之柩,其又反
僖閎,音宏
詛諸,側慮反
之衢,其俱反
擲地,直亦反
葬鮮,音仙徐息淺反不以壽終爲鮮注同
不以壽,音授
勿與,音預
之虚,起居反
射之,食亦反
中目,丁仲反
使亂大從,如字杜云使從於亂也服云使亂大和順之道也
殺適,丁歷反本又作嫡
又披,普彼反析也
析也,星歷反
其見,賢遍反
塞關,悉代反
死語,魚據反
周任,音壬
德行,下孟反注同
艮下,古恨反
坤上,苦門反
以餒,如罪反餓也
爲皁,才早反
爲輿,音餘
爲僚,力彫反
晡時,布吳反
日昳,由結反
禺中,遇俱反
有應,應對之應
謙下,如字又遐嫁反
避難,乃旦反
敗言,必邁反又如字注同
有攸,音由
牝牛,頻忍反舊扶死反
過鄭,古禾反
勞子蕩,力報反後皆同
于汜,徐扶嚴反
菟氏,大胡反
子産相,息亮反
其使,所吏反
往見,賢遍反
贈賄,呼罪反
