source,commentary
春秋公羊經傳解詁宣公第七何休學元年春王正月公即位繼弑君不言即位此其言即位何其意也,桓公篡成君宣公篡末踰年君嫌其義異故復發傳
〇公子遂如齊逆女,譏喪娶復書不親迎者嫌觸諱不成其文也有母言如者縁内諱無貶公文
三月遂以夫人婦姜至自齊遂何以不稱公子一事而再見者卒名也,卒竟也竟但舉名者省文
夫人何以不稱姜氏,据僑如以夫人婦姜氏至自齊也經有姜不但問不稱氏者嫌据夫人氏欲使去姜
貶曷爲貶,据俱至也
譏喪娶也喪娶者公也則曷爲貶夫人,据師還也
内無貶于公之道也,明下無貶上之義
内無貶于公之道則曷爲貶夫人,据俱有諱義
夫人與公一體也,恥辱與公共之夫人貶則公惡明矣去氏比於去姜差輕可言故不諱貶夫人〇差初賣反
其稱婦何,据桓公夫人至不稱婦
有姑之辭也,有姑當以婦禮至無姑當以夫人禮至故分别言之言以者見行遂意也見繼重在遂因逺别也月者公不親迎危録之例也
〇夏季孫行父如齊○晉放其大夫胥甲父于衛放之者何猶曰無去是云爾,是是衛
然則何言爾近正也此其爲近正奈何古者大夫巳去三年待放,古者刑不上大夫蓋以爲􁆾巢毀卵則鳯皇不翔刳胎焚火則麒麟不至刑之則恐誤刑賢者死者不可復生刑者不可復屬故有罪放之而巳所以尊賢者之類也三年者古者疑獄三年而後斷易曰繫用徽墨寘於叢棘三歳不得凶是也自嫌有罪當誅故三年不敢去〇摘吐狄反刳口孤反屬音蜀叢棘才工反
君放之非也,曰無去是非也
大夫待放正也,聽君不去衛正也
古者臣有大喪則君三年不呼其門,重奪孝子之恩也禮父母之喪三年不從政齊衰大功之喪三月不從政故孔子曰夏后氏三年之喪旣殯而致事殷人旣葬而致事周人卒哭而致事君子不奪人之親亦不可奪親也
巳練可以弁冕,此說時衰正失非謂禮當然弁禮所謂皮弁爵弁也皮弁武冠爵弁文冠夏曰収殷曰哻周曰弁加旒曰冕主所以入宗廟○􁇥況甫反
服金革之事,謂以兵事使之
君使之非也,非古道也
臣行之禮也,臣順君命亦禮也此與君放之非臣待君放正同故引同類相發明
閔子,閔子騫以孝聞
要絰而服事,禮巳練男子除乎首婦人除乎帶○要一遙反
旣而曰若此乎古之道不即人心,旣事畢言古者不敢斥君即近也
退而致仕,退退身也致仕還䘵位于君
孔子蓋善之也,善其服事外得事君之義致仕内不失親親之恩言古者又孫順不訕其君也不言君子者時賢者多以爲非唯孔子以爲是○孫音遜
○公㑹齊侯于平州〇公子遂如齊〇六月齊人取濟西田外取邑不書此何以書,据曹取之不書〇濟子禮反
所以賂齊也,魯所以賂遺齊故稱人共國辭○遺唯季反
曷爲賂齊,据上無戰伐無所謝
爲弑子赤之賂也,子赤齊外孫宣公篡弑之恐爲齊所誅爲是賂之故諱使若齊自取之者亦因惡齊取篡者賂當坐取邑未之齊坐者由律行言許受賂也月者惡内甚于邾婁子益
