source,commentary
春秋公羊經傳解詁哀公第十二何休學元年春王正月公即位楚子陳侯隨侯許男圍蔡,隨微國稱侯者本爵俱侯土地見侵削故微爾許男者戌也前許男斯見滅以歸今戍復見者自復斯不死位自復無惡文者滅以歸可知〇復見扶又反下賢徧反
〇鼷䑕食郊牛,災不敬故
改卜牛〇夏四月辛巳郊秋齊侯衛侯伐晉○冬仲孫何忌帥師伐邾婁,邾婁子新來奔喪伐之不諱者期外恩殺惡輕明當與根牟有差○殺所戒反
二年春王二月季孫斯叔孫州仇仲孫何忌帥師伐邾婁取漷東田及沂西田,漷沂皆水名邾婁子來奔喪取其地不諱者義與上同○郭火虢反徐音郭沂魚依反
癸巳叔孫州仇仲孫何忌及邾婁子盟于句繹,所以再出大夫名氏者季孫斯不與盟〇句繹古侯反下音亦與音預
〇夏四月丙子衛侯元卒滕子來朝晉趙鞅帥師納衛丗子蒯聵于戚戚者何衛之邑也曷爲不言入于衛,据弗克納未入國文言納于邾婁納者入辭故傳言曷爲不言入于衛
父有子子不得有父也,明父得有子而廢之子不得有父之所有故奪其國文正其義也不貶蒯聵者下曼姑圍戚無惡文嫌曼姑可爲輙誅其父故明不得也不去國見挈者不言入于衛不可醇無國文輙出奔不書者不責拒父也主書者與頓子同○爲于僞反去起吕反見挈賢徧反下去結反
秋八月甲戍晉趙鞅帥師及鄭軒逹帥師戰于栗鄭師敗績,〇栗一本作秩二傳作纎
○冬十月葬衛靈公○十有一月蔡遷于州來,畏楚也州來呉所㓕
蔡殺其大夫公子駟,稱國以殺者君殺大夫之辭稱公子者惡失親也○惡烏路反
三年春齊國夏衛石曼姑帥師圍戚齊國夏曷爲與衛石曼姑帥師圍戚,据晉趙鞅以地正國加叛文今此無加文故問之
伯討也,方伯所當討故使國夏首兵
此其爲伯討奈何曼姑受命乎靈公而立輙,靈公者蒯聵之父
以曼姑之義爲固可以距之也,曼姑無惡文者起曼姑得拒之曼姑臣也拒之者上爲靈公命下爲輙故義不可以子誅父故但得拒之而已傳所以曼姑解伯討者推曼姑得拒之則國夏得討之明矣不言圍衛者順上文辟圍輙○上爲于僞反下爲輙爲衛不爲同
輙者曷爲者也蒯聵之子也然則曷爲不立蒯聵而立輙,据春秋有父死子繼
蒯聵爲無道,行不中善道〇中丁仲反
靈公逐蒯聵而立輙然則輙之義可以立乎,輙之義不可以拒父故但問可立與不
曰可其可奈何不以父命辭王父命,不以蒯聵命辭靈公命
以王父命辭父命,辭猶不從
是父之行乎子也,是靈公命行乎蒯聵重本尊統之義
不以家事辭王事,以父見廢故辭讓不立是家私事
以王事辭家事,聽靈公命立者是王事公法也
是上之行乎下也,是王法行於諸侯雖得正非義之髙者也故冉有曰夫子爲衛君乎子貢曰諾吾將問之入曰伯夷叔齊何人也曰古之賢人也曰怨乎求仁而得仁又何怨出曰夫子不爲也主書者善伯討
夏四月甲午地震,此象季氏專政蒯聵犯父命是後蔡大夫專相放盗殺蔡侯申辟伯晉而京師楚黄池之㑹呉大爲主
○五月辛卯桓宫僖宫災此皆毀廟也其言災何,据禮親過髙祖則毀其廟
復立也曷爲不言其復立,据立武宫言立〇復立扶又反下及注同
春秋見者不復見也,謂内所改作也哀自立之善惡獨在哀故得省文〇見者賢徧反下同
何以不言及,据雉門及兩觀〇觀工喚反
敵也,親過髙祖親䟽適等
何以書,上巳問此皆毀廟其言災何故不復連桓宫僖宫
記災也,災不宜立
季孫斯叔孫州仇帥師城開陽,〇開陽左氏作啓陽開者爲漢景帝諱也
○宋樂髠帥師伐曹,〇髠苦昆反
秋七月丙子季孫斯卒蔡人放其大夫公孫獵于呉,稱人者惡大夫驕蹇作威相放當誅故貶○惡烏路反
○冬十月癸卯秦伯卒,哀公著治大平之終小國卒葬極於哀公者皆卒日葬月○治直吏反大音泰
