source,commentary
雜記下第二十一鄭氏註有父之䘮如未没䘮而母死其除父之䘮也服其除服卒事反䘮服,没猶竟也除服謂祥祭之服也卒事旣祭反䘮服服後死者之服
○雖諸父昆弟之䘮如當父母之䘮其除諸父昆弟之䘮也皆服其除䘮之服卒事反䘮服,雖有親之大䘮猶爲輕服者除骨肉之恩也唯君之䘮不除私服言當者期大功之䘮或終始皆在三年之中小功緦麻則不除殤長中乃除○爲于僞反下乃爲同期音基長丁丈反下長子同
如三年之䘮則旣顈其練祥皆行,言今之䘮旣服顈乃爲前三年者変除而練祥祭也此主謂先有父母之服今又䘮長子者其先有長子之服今又䘮父母其礼亦然然則言未伇䘮者巳練祥矣顈草名无葛之郷去麻則用穎○顈口逈反徐孔頴反沈苦項反草也注同又䘮如字又息浪反下又䘮同去起吕反
王父死未練祥而孫又死猶是附於王父也,未練祥嫌未洽祭序於昭穆尓王父旣附則孫可祔焉猶當爲由由用也附皆當作祔○附義作祔出注祫音洽
○有殯聞外䘮哭之他室,明所哭者異也哭之爲位
入奠卒奠出改服即位如始即位之禮,謂後日之哭朝入奠於其殯旣乃更即位就他室如始哭之時
○大夫士將與祭於公旣視濯而父母死則猶是與祭也次於異宫旣祭釋服出公門外哭而歸其它如奔䘮之禮如未視濯則使人告告者反而后哭,猶亦當爲由次於異宫不可以吉与凶同処也使者反而后哭不敢專巳於君命也○与音預下同濯太角反它音也処昌慮反下之處同使色吏反
如諸父昆弟姑姊妹之䘮則旣宿則與祭卒事出公門釋服而后歸其它如奔䘮之禮如同宫則次于異宫,宿則与祭出門乃解祭服皆爲差緩也○差𥘉賣反又𥘉佳反
○曽子問曰卿大夫將爲尸於公受宿矣而有齊衰内䘮則如之何孔子曰出舎乎公宫以待事禮也,尸重受宿則不得哭内䘮同宫也
孔子曰尸弁冕而出卿大夫士皆下之尸必式必有前驅,冕兼言弁者君之尸或服士大夫之服也諸臣見尸而下車敬也尸式以礼重言尸必式三曲礼上一曽子問一
○父母之䘮將祭而昆弟死旣殯而祭如同宫則雖臣妾葬而后祭祭主人之升降散等執事者亦散等雖虞附亦然,將祭謂練祥也言若同宫則是昆弟異宫也古者昆弟異居同財有東宫有西宫有南宫有北宫有父母之䘮當在殯宮而在異宫者疾病或帰者主人適子散等衆階爲新䘮畧威儀○適丁歴反爲于僞反下爲人說同
○自諸侯逹諸士小祥之祭主人之酢也嚌之衆賔兄弟則皆啐之大祥主人啐之衆賔兄弟皆飲之可也,嚌啐皆嘗也嚌至齒啐入口○酢音昨斉才細反啐七内反徐蒼快反
○凡侍祭䘮者告賔祭薦而不食,薦脯醢也吉祭告賔祭薦賔旣祭而食之䘮祭賔不食
子貢問䘮子曰敬爲上哀次之瘠爲下顔色稱其情戚容稱其服,問䘮問居父母之䘮也䘮尚哀言敬爲上者疾時尚不能敬也容威儀也孝經曰容止可觀○瘠徐在益反称尺證反下同重言敬爲主祭義敬爲難
請問兄弟之䘮子曰兄弟之䘮則存乎書䇿矣,言䟽者如礼行之未有加也斉斬之䘮哀容之躰經不能載矣
君子不奪人之䘮,重䘮禮也
亦不可奪䘮也,不可以輕之於巳也
重言,君子不奪人之䘮亦不奪䘮也二一見服問三十六又曽子問君子不奪人之親亦不可奪親也文王丗子不奪人親也
孔子曰之連大連善居䘮三日不怠三月不解期悲哀三年憂東夷之子也,言其生於夷狄而知礼也怠惰也解倦也○少詩召反解佳買反注同期音基惰徒卧反倦其眷反重言三日不怠三月不解期悲哀三年憂二一見䘮服四制四十九
○三年之䘮言而不語對而不問廬聖室之中不與人坐焉在堊室之中非時見乎母也不入門,言言巳事也爲人說爲語在堊室之中以時事見乎母乃後入門則居廬時不入門○堊烏各反字亦作惡同見賢遍反重意䘮服四制斬衰之䘮唯而不對齊衰之䘮對而不言大功之䘮言而不議
䟽衰皆居堊室不廬廬嚴者也,言廬哀敬之処非有其實則不居
○妻視叔父母姑姉妹視兄弟長中下殤視成人,視猶比也所比者哀容居処也○長丁丈反
○親䘮外除,日月巳竟而哀未忘
兄弟之䘮内除,日月未竟而衰巳殺○巳殺巳或作以下色界反徐所例反
○視君之母與妻比之兄弟發諸顔色者亦不飲食也,言小君服輕亦内除也發於顔色謂醲美酒食使人醉􁏶○醲女龍反
○免䘮之外行於道路見似目瞿聞名心瞿弔死而問疾顔色戚容必有以異於人也如此而后可以服三年之䘮其餘則直道而行之是也,惻隱之心能如是則其餘斉衰以下直道而行尽自得也似謂容貌似其父母也名与親同○瞿九遇反下同
○祥主人之除也於夕爲期朝服祥因其故服,爲期爲祭期也朝服以期至明日而祥祭亦朝服始即吉正祭服也䘮服小記曰除成䘮者其祭也朝服縞冠是也祭猶縞冠未純吉也旣祭乃服大祥素縞麻衣釋禫之礼云玄衣黄裳則是禫祭玄冠矣黄裳者未大吉也旣祭乃服禫服朝服綅冠踰月吉祭乃玄冠朝服旣祭玄端而居復平常也○朝直遥反及下武叔朝皆同禫大感反綅息廉反黒經白緯曰綅
子游曰旣祥雖不當縞者必縞然後反服,謂有以䘮事贈賵來者雖不及時猶変服服祥祭之服以受之重其礼也其於此時始弔者則衛將軍文子之爲之是矣反服反素縞麻衣也
當袒大夫至雖當踊絶踊而拜之反改成踊乃襲,尊大夫來至則拜之不待事巳也更成踊者新其事也○袒音但
於士旣事成踊襲而后拜之不改成踊,於士士至也事謂大小歛之属
上大夫之虞也少牢卒哭成事附皆大牢下大夫之虞也犆牲卒哭成事附皆少牢,卒哭成事附言皆則卒哭成事附与虞異矣下大夫虞以犆牲與士虞禮同與○犆音特同與音餘
○祝稱卜葬虞子孫曰哀夫曰乃兄弟曰某卜葬其兄弟曰伯子某,祝称卜葬虞者卜葬卜虞祝称主人之辝也孫謂爲祖後者称曰哀孫某卜葬其祖某甫夫曰乃某卜葬其妻某氏兄弟相爲卜称名而巳○祝之六反徐之又反注同称昌升反徐尺證反注祝称同爲于僞反下賔爲飯爲其同
