source,commentary
玉藻第十三,〇陸曰鄭云以其記服冕之事也冕之旒以藻紃貫玉爲飾因以名之
禮記鄭氏註天子玉藻十有二旒前後邃延龍卷以祭,祭先王之服也雜采曰藻天子以五采藻爲旒旒十有二前後邃延者言皆出冕前後而垂也天子齊肩延冕上覆也玄表纁裏龍卷畫龍於衣字或作衮○藻本又作璪音早旒力求反邃雖醉反深也注同延如字徐餘戰反字林作綖弋善反卷音衮古本反注同重意郊特牲禮器篇藻十有二旒
玄端而朝日於東門之外聽朔於南門之外閏月則闔門左扉立于其中,端當爲冕字之誤也玄衣而冕冕服之下朝日春分之時也東門南門皆謂囯門也天子廟及路寢皆如明堂制明堂在囯之陽毎月就其時之堂而聽朔焉卒事反宿路寢亦如之閏月非常月也聽其朔於明堂門中還處路寢門終月凡聽朔必以特牲告其帝及神配以文王武王○端音冕出注下諸侯玄端同朝直遥反篇内除下注朝之餘皆同闔胡獵反扉音非一本作則闔門左扉
皮弁以日視朝遂以食日中而餕奏而食日少牢朔月大牢,餕食朝之餘也奏奏樂也○餕音俊
五飲上水漿酒醴酏,上水水爲上餘其次之○酏以支反
卒食玄端而居,天子服玄端燕居也
動則左史書之言則右史書之,其書春秋尚書其存者
御瞽幾聲之上下,瞽樂人也幾猶察也察其哀樂○瞽音古上時掌反哀樂音洛
年不順成則天子素服乗素車食無樂,自貶損也
諸侯玄端以祭,祭先君也端亦當爲冕字之誤也諸侯祭宗廟之服唯魯與天子同
禆冕以朝,朝天子也禆冕公衮侯伯鷩子男毳也○禆婢支反鷩必列反毳昌銳反
皮弁以聽朔於大廟,皮弁下天子也○大音㤗後大庿同下戸嫁反
朝服以日視朝於内朝,朝服冠玄端素裳也此内朝路寢門外之正朝也天子諸侯皆三朝
朝辨色始入,羣臣也入入應門也辨猶正也别也○辨如字徐扶免反别彼列反
君日出而視之退適路寢聽政使人視大夫大夫退然後適小寢釋服,小寢燕寢也釋服服玄端
又朝服以食特牲三爼祭肺,食必寢朝服所以敬養身也三爼豕魚腊○復扶又反
夕深衣祭牢肉,祭牢肉異於始殺也天子言日中諸侯言夕天子言餕諸侯言祭牢肉互相挾○挾戸頰反
朔月少牢五爼四簋,五爼加羊與其腸胃也朔月四簋則日食粱稻各一簋而巳○簠音甫本或作簋􁉼也音胃
子夘稷食菜羹,忌日貶也○食音嗣
夫人與君同庖,不特殺也○庖歩交反徐扶交反下同
君無故不殺牛大夫無故不殺羊士無故不殺犬豕,故謂祭祀之属重言二一見王制第五篇君作諸侯
君子逺庖厨凡有血氣之類弗身踐也,踐當爲翦声之誤也翦猶殺也○逺于万反踐音翦子淺反出注
至于八月不雨君不舉,爲旱変也此謂建子之月不雨尽建未月也春秋之義周之春夏無雨未能成災至其秋秀實之時而無雨則雩雩而得之則書雩喜祀有益也雩而不得則書旱明災成也○爲于僞反下皆爲猶爲明爲爲失皆同夏戸嫁反重意王制篇王三日不舉
年不順成君衣布搢本関梁不租山澤列而不賦土功不興大夫不得造車馬,皆爲凶年变也君衣布者謂若衞文公大布之衣大帛之冠是也搢本去珽荼飾土笏也士以竹爲笏飾本以象関梁不租此周禮也殷則関恒譏而不征列之言遮列也雖不賦猶爲之禁不得非時取也造謂作新也〇衣於旣反注君衣布同搢徐音箭又如字去丘吕反下刷去同珽他頂反荼音舒笏音忽遮支奢反
〇卜人定龜,謂靈射之属所當用者○射音亦周礼作繹尓雅作謝
史定墨,視兆坼也坼勑白反
〇君定體,視兆所得也周公曰躰王其無害
〇君羔幦虎犆,幦覆苓也犆讀皆如直道而行之直直謂縁也此君斉車之飾○幦音覔徐苦狄反犆依注音直下同苓本又作軨音零縁尹絹反後文注皆放此齊側皆反下文注皆同
大夫齊車豹幦豹犆朝車士齊車鹿幦豹犆,臣之朝車與齊車同飾
○君子之居恒當户,郷明○郷許亮反
寢恒東首,首生氣也○首手又反注同
若有疾風迅雷甚雨則必變雖夜必興衣服冠而坐,敬天之怒○迅音峻又音信衣於旣反下衣布同又如字
日五盥沐稷而靧梁櫛用樿櫛髪晞用象櫛進機進羞工乃升歌,晞乾也沐􁏲必進機作樂盈氣也更言進羞明爲羞籩豆之實○盥音𬋩靧音悔櫛側乙反樿章善反機其旣反
浴用二巾上絺下綌,刷去垢也絺丑疑反綌去逆反刷色劣反垢古口反
出杅履蒯席連用湯,杅浴器也蒯席澀便於洗足也連猶釋也○杅音雩蒯苦恠反連力旦反澀也注同澁所戢反便婢靣反
履蒲席衣布晞身乃屨進飲,進飲亦盈氣也○屨九具反本又作履
將適公所宿齊戒居外寢沐浴史進象笏書思對命,思所思念將以告君者也對所以對君者也命所受君命者也書之於笏爲失忘也
旣服習容觀玉聲,玉佩
乃出揖私朝煇如也登車則有光矣,私朝自大夫家之朝也揖其臣乃行○煇音暉
