source,commentary
昬義第四十四,陸曰鄭云昬義者以其記娶妻之義内教之所由成也
鄭氏註昬禮者將合二姓之好上以事宗廟而下以繼後丗也故君子重之是以昬禮納采問名納吉納徴請期皆主人筵几於廟而拜迎於門外入揖讓而升聽命於廟所以敬愼重正昬禮也,聽命謂主人聽使者所傳壻家之命〇昬者一本作昬礼者㛰礼用昬故經典多止作昬字合如字徐音閣好呼報反采十在反采擇也請徐音情又如字筵音延使色吏反傳直專反重意將合二姓之好上以事宗廟而下以継後丗也哀公問合二姓之好以継先聖之後以爲天地宗廟社稷之主
父親醮子而命之迎男先於女也子承命以迎主人筵几於廟而拜迎于門外壻執鴈入揖讓升堂再拜奠鴈蓋親受之於父母也降出御婦車而壻授綏御輪三周先俟于門外婦至壻揖婦以入共牢而食合巹而酳所以合體同尊卑以親之也,酌而无酬酢曰醮醮之礼如冠醮与其異者於寢耳壻御婦車輪三周御者代之壻自乗其車先道之帰也共牢而食合卺而酳成婦之義〇醮子妙反迎魚敬反下以迎同先悉薦反子承命本或作子承父命誤壻本又作智悉計反女之夫也依字從士從胥俗從知下作耳奠大見反綏音虽合徐音閤又如字卺徐音謹破瓢爲巵也說文作云蠡也字林几敏反以此卺爲警身有所承說文云讀若赤舄几酳徐音㣧又仕覲反酢音昨如冠古亂反下文始於冠同与音餘道音導重意御婦車而壻授綏郊特牲胥親御授綏重言共牢而食同尊卑二一見郊特牲
敬慎重正而后親之禮之大體而所以成男女之别而立夫婦之義也男女有别而后夫婦有義夫婦有義而后父子有親父子有親而后君臣有正故曰昬禮者禮之本也,言子受氣性純則孝孝則忠也〇别彼列反下同重意所以成男女之别經解二十六篇所以明男女之别也重言男女有别四郊特牲䘮小記大傳各一〇礼之本也二礼器一冠義礼之始也
夫禮始於冠本於昬重於喪祭尊於朝聘和於射郷此禮之大體也,始猶根也本猶幹也郷郷飲酒〇朝聘直遥反下匹政反重意夫礼始於冠冠義冠者礼之始也
夙興婦沐浴以俟見質明􁆒見婦於舅姑執笲棗栗段脩以見􁆒醴婦婦祭脯醢祭醴成婦禮也,成其爲婦之礼也􁆒體婦當作礼声之誤也〇沐音木浴音欲見賢遍反下及生同笲音煩一音皮彦反器名以葦若竹爲之其形如筥衣之以青繒以盛棗栗腵脩之屬棗音早尔雅云棘實謂之棗俗作誤段脩丁乱反本又作腶或作鍛同脩脯也加薑桂曰腶脩何休云婦執服脩者取其断断自脩飾也􁆒醴依注作礼醢音海重意賛婦見舅姑内則篇婦事舅姑
舅姑入室婦以特豚饋明婦順也,以饋明婦順者供養之礼主於孝順〇婦以特豚饋其位反一本无婦字供俱用反養羊尚反
厥明舅姑共饗婦以一獻之禮奠酬舅姑先降自西階婦降自阼階以著代也,言旣献也而授之以室事也降者各還其燕寢婦見及饋饗於適寢昬礼不言厥明此言之者容大夫以上礼多或異日○適丁歴反上時掌反重言舅姑先降自西階婦降自阼階二郊特牲一无先字〇以著代也三郊特牲一冠義一
成婦禮明婦順又申之以著代所以重責婦順焉也婦順者順於舅姑和於室人而后當於夫以成絲麻布帛之事以審守委積蓋藏,室人謂女妐女叔諸婦也當猶称也後言称夫者不順舅姑不和室人虽有善者猶不爲称夫也○當丁浪反一音丁郎反下注同下注和當亦同委於僞反積子賜反藏才浪反猶稱尺證反下同
是故婦順備而后内和理内和理而后家可長乆也故聖王重之,順備者行和當事成審也〇行下孟反重意故聖王重之冠義故聖王重礼
是以古者婦人先嫁三月祖廟未毁教于公宫祖廟旣毁教于宗室教以婦德婦言婦容婦功教成祭之牲用魚芼之以蘋藻所以成婦順也,謂与天子諸侯同姓者也嫁女者必就尊者教成之教成之者女師也祖廟女所岀之祖也公君也宗室宗子之家也婦德貞順也婦言辝令也婦容婉娩也婦功絲麻也祭之祭其所出之祖也魚蘋藻皆水物隂類也魚爲爼實蘋藻爲羹莱祭无牲牢告事耳非正祭也其齊盛用黍云君使有司告之宗子之家若其祖廟巳毁則爲壇而告焉〇先悉薦反芼莫報反蘋音頻藻音早毛詩傳云蘋大萍藻聚藻詩箋云蘋之言賔藻之言早婉紆免反娩音晚詩箋云婉娩貞順貌又音挽斉音咨壇徒丹反
古者天子后立六宫三夫人九嬪二十七丗婦八十一御妻以聽天下之内治以明章婦順故天下内和而家理天子立六官三公九卿二十七大夫八十一元士以聽天下之外治以明章天下之男教故外和而國治故曰天子聽男教后聽女順天子理陽道后治隂德天子聽外治后聽内職教順成俗外内和順國家理治此之謂盛德,天子六寢而六宫在後六官在前所以承副施外内之政也三夫人以下百二十人周制也三公以下百二十人以夏時也合而言之取其相應有象天数也内治婦斈之法也隂徳謂主隂事隂令也〇嬪毗人反治直吏反下及注除后治隂德皆同應如字音應對之應重言此之謂盛德二一見聘義四十八
是故男教不脩陽事不得適見於天日爲之食婦順不脩隂事不得適見於天月爲之食是故日食則天子素服而脩六官之職蕩天下之陽事月食則后素服而脩六宫之職蕩天下之隂事故天子之與后猶日之與月隂之與陽相須而后成者也,適之言責也食者見道有虧傷也蕩蕩滌去穢惡也〇適直革反下注同見賢遍反下及注同日爲于僞反下文皆同蕩徒浪反滌直歷反又杜亦反去起吕反穢紆廢反
天子脩男教父道也后脩女順母道也故曰天子之與后猶父之與母也故爲天王服斬衰服父之義也爲后服資衰服母之義也,父母者施教令於婦子者也故其服同資當爲斉声之誤也〇衰七雷反下同資依注作斉音咨注又作斉音同
