source,commentary
投壷第四十,陸曰鄭云投壷者主人与客燕飲講論才兿之礼也别錄屬吉禮亦實曲禮之正篇也皇云與射爲類冝屬嘉禮或云冝屬賔禮也
禮記鄭氏註投壷之禮主人奉矢司射奉中使人執壷,矢所以投者也中士則鹿中也射人奉之者投壷射之類也其奉之西階上北面〇投壷壷器名以矢投其中射之類奉音捧芳勇反下及注皆同徐音如字下奉中同
主人請曰某有枉矢哨壷請以樂賔賔曰子有旨酒嘉肴某旣賜矣又重以樂敢辭,燕飲酒旣脫屨升坐主人乃請投壷也否則或射所謂燕射也枉哨不正貌爲謙辝〇枉紆往反哨七笑反徐又以救反枉哨不正貌王粛云枉不直哨不正也樂賔音洛下同一讀下以樂音岳言投壷以樂肴户交反重直用反下及注同稅本亦作脫吐活反請七井反下文同
主人曰枉矢哨壷不足辭也敢固以請賔曰某旣賜矣又重以樂敢固辭,固之言如故也言如故辝者重辝也
主人曰枉矢哨壷不足辭也敢固以請賔曰某固辭不得命敢不敬從,不得命不以命見許〇重意某固辝不得命敢不敬從雜記一干固辝不獲命敢不敬從
賔再拜受主人般還曰辟,賔再拜受拜受矢也主人旣辟進授矢两楹之間也○般歩干反下同還音旋下同辟音避徐扶亦反注及下同
主人阼階上拜送賔般還曰辟,拜送送矢也辟亦於其階上
巳拜受矢進即兩楹間退反位揖賔就筵,主人旣拜送矢又自受矢進即两楹間者言將有事於此也退乃揖賔即席欲与階進明爲偶也賔席主人席皆南郷間相去如射物○郷許亮反
司射進度壷間以二矢半反位設中東面執八筭興,度壷度其所設之処也壷去坐二矢半則堂上去賔席主人席邪行各七尺也反位西階上位也設中東靣旣設中亦實八筭於中横委其餘於中西執筭而立以請賔俟投○度徒洛反注同以二矢半一本无此四字依注則有筭悉乱反下皆同処昌慮反坐才卧反又如字下同邪似嗟反
請賔曰順投爲入比投不釋勝飲不勝者正爵旣行請爲勝者立馬一馬從二馬三馬旣立請慶多馬請主人亦如之,請猶告也順投矢本入也比投不拾也勝飲不勝言以能養不能也正爵所以正礼之爵也或以罰或以慶馬勝筭也謂之馬者若云技兿如此任爲將帥乗馬也射投壷皆所以習武因爲樂〇比毗志反頻也徐扶質反注同勝飲上乃證反下於鴆反注及下同爲于僞反勝者立馬俗本或此句下有馬從二馬五字誤拾其劫反下文及注皆同技其綺反任而林反將子匠反帥色類反樂音洛
命弦者曰請奏貍首間若一大師曰諾,弦鼔瑟者也貍首詩篇名也今逸射義所云詩曰曾孫侯氏是也間若一者投壷當以爲志取節焉〇貍吏持反間間厠之間注同大音泰
左右告矢具請拾投有入者則司射坐而釋一筭焉賔黨於右主黨於左,拾更也告矢具請更投者司射也司射東靣立釋筭則坐以南爲右北爲左也巳投者退各反其位〇更古衡反下同
卒投司射執筭曰左右卒投請數二筭爲純一純以取一筭爲竒遂以竒筭吿曰某賢於某若干純竒則曰竒鈞則曰左右鈞,卒巳也賔主之黨畢巳投司射又謂数其所釋左右筭如数射筭一純以取實於左手十純則縮而委之每委異之有餘則横諸純下一筭爲竒竒則縮諸純下兼歛左筭實於左手一純以委十則異之其他如右獲畢則司射执竒筭以告於賔与主人也若告云某賢於某者未斥主黨勝与賔黨勝与以勝爲賢尚技藝也鈞猶等也等則左右手各執一筭以告〇数色主反注同爲純音全下及注同鄭注儀礼如字云純全也竒紀冝反下同遂以竒筭告一本此句上更有勝者同射五字誤鈞居旬反縮色六反直也其它音他􁏪与音餘下勝与同技其綺反
命酌曰請行觴酌者曰諾,司射又請於賔与主人以行正爵酌者勝黨之弟子○觴失羊反字或作勝同
當飲者皆跪奉觴曰賜灌勝者跪曰敬養,酌者亦酌奠於豊上不勝者坐取乃退而跪飲之灌猶飲也言賜灌者服而爲尊敬辝也周礼曰以灌賔客賜灌敬養各与其偶於西階上如飲射爵○跪其委反奉芳勇反下注奉觴同灌古乱反養羊尚反注同飲於鴆反下飲不勝同
