source,commentary
䷣,離下坤上
明夷利艱貞彖曰明入地中明夷内文明而外柔順以蒙大難文王以之利艱貞晦其明也内難而能正其志箕子以之象曰明入地中明夷君子以莅衆,莅衆顯明蔽僞百姓者也故以蒙養正以明夷莅衆
用晦而明,藏明於内乃得明也顯明於外乃所辟也
初九明夷于飛垂其翼君子于行三日不食有攸往主人有言,明夷之主在於上六上六爲至闇者也初處卦之始最逺於難也逺難過甚明夷逺遯絶跡匿形不由軌路故曰明夷于飛懷懼而行行不敢顯故曰垂其翼也尚義而行故曰君子于行也志急於行飢不遑食故曰三日不食也殊類過甚以斯適人人必疑之故曰有攸往主人有言
象曰君子于行義不食也六二明夷夷于左股用拯馬壯吉,夷于左股示行不能壯也以柔居中用夷其明進不殊類退不近難不見疑憚順以則也故可用拯馬而壯吉也不垂其翼然後乃免也
象曰六二之吉順以則也,順之以則故不見疑
九三明夷于南狩得其大首不可疾貞,處下體之上居文明之極上爲至晦入地之物也故夷其明以獲南狩得大首也南狩者發其明也旣誅其主將正其民民之迷也其日固巳乆矣化冝以漸不可速正故曰不可疾貞
象曰南狩之志乃大得也,去闇主也
六四入于左腹獲明夷之心于岀門庭,左者取其順也入于左腹得其心意故雖近不危雖時辟難門庭而巳能不逆忤也
象曰入于左腹獲心意也六五箕子之明夷利貞,最近於晦與難爲比險莫如兹而在斯中猶闇不能没明不可息正不憂危故利貞也
象曰箕子之貞明不可息也上六不明晦初登于天後入于地,處明夷之極是至晦者也本其初也在乎光照轉至於晦遂入于地
象曰初登于天照四國也後入于地失則也,
