source,commentary
䷔,震下離上
噬嗑亨利用獄,噬齧也嗑合也凡物之不親由有閒也物之不齊由有過也有閒與過齧而合之所以通也刑克以通獄之利也
彖曰頥中有物曰噬嗑,頥中有物齧而合之噬嗑之義也
噬嗑而亨,有物有閒不齧不合无由亨也
剛柔分動而明雷電合而章,剛柔分動不溷乃明雷電並合不亂乃章皆利用獄之義
柔得中而上行雖不當位利用獄也,謂五也能爲齧合而通必有其主五則是也上行謂所之在進也凡言上行皆所之在貴也雖不當位不害用獄也
象曰雷電噬嗑先王以明罰勑法初九屨校滅趾无咎,居无位之地以處刑初受刑而非治刑者也凡過之所始必始於微而後至於著罰之所始必始於薄而後至於誅過輕戮薄故屨校滅趾桎其行也足懲而巳故不重也過而不改乃謂之過小懲大誠乃得其福故无咎也校者以木絞校者也即械也校者取其通名也
象曰屨校滅趾不行也,過止於此
六二噬膚滅鼻无咎,噬齧也齧者刑克之謂也處中得位所刑者當故曰噬膚也乗剛而刑未盡順道噬過其分故滅鼻也刑得所疾故雖滅鼻而无咎也膚者柔脆之物也
象曰噬膚滅鼻乗剛也六三噬腊肉遇毒小吝无咎,處下體之極而履非其位以斯食物其物必堅豈唯堅乎將遇其毒噬以喻刑人腊以喻不服毒以喻怨生然承於四而不乗剛雖失其正刑不侵順故雖遇毒小吝无咎
象曰遇毒位不當也九四噬乾胏得金矢利艱貞吉,雖體陽爻爲隂之主履不獲中而居非其位以斯噬物物亦不服故曰噬乾肺也金剛也矢直也噬乾胏而得剛直可以利於艱貞之吉未足以盡通理之道也
象曰利艱貞吉未光也六五噬乾肉得黃金貞厲无咎,乾肉堅也黃中也金剛也以隂處陽以柔乗剛以噬於物物亦不服故曰噬乾肉也然處得尊位以柔乗剛而居於中能行其戮者也履不正而能行其戮剛勝者也噬雖不服得中而勝故曰噬乾肉得黃金也己雖不正而刑戮得當故雖貞厲而无咎也
象曰貞厲无咎得當也上九何校滅耳凶,處罰之極惡積不改者也罪非所懲故刑及其首至于滅耳及首非誡滅耳非懲凶莫甚焉
象曰何校滅耳聦不明也,聦不明故不慮惡積至于不可解也
