source,commentary
䷪,乾下兊上
夬揚于王庭孚號有厲告自邑不利即戎利有攸往,夬與剥反者也剥以柔變剛至於剛幾盡夬以剛決柔如剥之消剛剛隕則君子道消柔消則小人道隕君子道消則剛正之德不可得直道而用刑罰之威不可得坦然而行揚于王庭其道公也
彖曰夬決也剛決柔也健而說決而和,健而說則決而和矣
揚于王庭柔乗五剛也,剛德齊長一柔爲逆衆所同誅而无忌者也故可揚于王庭
孚號有厲其危乃光也,剛正明信以宣其令則柔邪者危故曰其危乃光也
告自邑不利即戎所尚乃窮也,以剛斷制告令可也告自邑謂行令於邑也用剛即戎尚力取勝也尚力取勝物所同疾也
利有攸往剛長乃終也,剛德愈長柔邪愈消故利有攸往道乃成也
象曰澤上於天夬君子以施禄及下居德則忌,澤上於天夬之象也澤上於天必來下潤施禄及下之義也夬者明法而決斷之象也忌禁也法明斷嚴不可以慢故居德以明禁也施而能嚴嚴而能施健而能說決而能和美之道也
初九壯于前趾往不勝爲咎,居健之初爲決之始冝審其䇿以行其事壯其前趾往而不勝冝其咎也
象曰不勝而往咎也,不勝之理在往前也
九二惕號莫夜有戎勿恤,居健履中以斯決事能審已度而不疑者也故雖有惕懼號呼莫夜有戎不憂不惑故勿恤也
象曰有戎勿恤得中道也九三壯于頄有凶君子夬夬獨行遇雨若濡有愠无咎,頄面權也謂上六也最處體上故曰權也剥之六三以應陽爲善夫剛長則君子道興隂盛則小人道長然則處隂長而助陽則善處剛長而助柔則凶矣夬爲剛長而三獨應上六助於小人是以凶也君子處之必能弃夫情累決之不疑故曰夬夬也若不與衆陽爲羣而獨行殊志應於小人則受其困焉遇雨若濡有恨而无所咎也
象曰君子夬夬終无咎也九四臀无膚其行次且牽羊悔亡聞言不信,下剛而進非己所據必見侵食失其所安故臀无膚其行次且也羊者抵很難移之物謂五也五爲夬主非下所侵若牽於五則可得悔亡而己剛亢不能納言自任所處聞言不信以斯而行凶可知矣
象曰其行次且位不當也聞言不信聦不明也,同於噬嗑滅耳之凶
九五莧陸夬夬中行无咎,莧陸草之柔脆者也決之至易故曰夬夬也夬之爲義以剛決柔以君子除小人者也而五處尊位最比小人躬自決者也以至尊而敵至賤雖其克勝未足多也處中而行足以免咎而巳未足光也
象曰中行无咎中未光也上六无號終有凶,處夬之極小人在上君子道長衆所共棄故非號咷所能延也
象曰无號之凶終不可長也,
