source,commentary
論語衛靈公第十五何晏集解,凢卅章
衛靈公問陳於孔子,孔安國曰軍陳行列之法也
孔子對曰爼豆之事則甞聞之矣,孔安國曰爼豆禮器也
軍旅之事未之學也,鄭玄曰万二千五百人為軍五百人為旅軍旅未事本未立則不可敎以末事也
明日遂行在陳絶粮從者病莫能興,孔安國曰從者弟子也興起也孔子去衛如曹曹不容又之宋遭匡人之難又之陳㑹吴伐陳陳亂故乏食也
子路愠見曰君子亦窮乎子曰君子固窮小人窮斯濫矣,濫溢也君子固亦有窮時伹不如小人窮濫溢為非也
子曰賜也汝以予為多學而識之者與對曰然,孔安國曰然謂多學而識之也
非與,孔安國曰問今不然邪也
曰非也予一以貫之,善有元事有㑹天下殊塗而同歸百慮而一致知其元則衆善舉矣故不待多學一以知之也
子曰由知德者鲜矣,王肅曰君子固窮而子路愠見故謂之少於知徳者也
子曰無為而治者其舜也與夫何為哉恭巳正南面而已矣,言任官得其人故無爲而治也
子張問行子曰言忠信行䔍敬雖蠻㹮之邦行矣言不忠信行不䔍敬雖州里行乎哉,鄭玄曰万二千五百家爲州五家爲隣五隣爲里行乎哉言不可行也
立則見其參然於前也在輿則見其倚於衡也夫然後行也,苞氏曰衡扼也言思念忠信立則常想見參然在前在輿則若倚衡扼也
子張書諸紳,孔安國曰紳大帶也
子曰直哉史魚,孔安國曰衛大夫史鰌也
邦有道如矢邦無道如矢,孔安國曰有道無道行直如矢不曲也
君子哉蘧伯玉邦有道則仕邦無道則可卷而懷也,苞氏曰卷而懷謂不與時政柔順不忤於人也
子曰可與言而不與言失人不可與言而與言之失言知者不失人亦不失言子曰志士仁人無求生以害仁有殺身以成仁,孔安國曰無求生而害仁死而後成仁則志士仁人不愛其身也
子貢問為仁子曰工欲善其事必先利其器居是邦也事其大夫之賢者友其士之仁者也,孔安國曰言二以利器為用人以賢友為助也
顔淵問為邦子曰行夏之時,據見万物之生以為四時之始取其昜知也
乗殷之輅,馬融曰殷車曰大輅左傳曰大輅越席也昭其儉也
服周之冕,苞氏曰冕禮冠也周之禮文而備也取其黈纊塞耳不任視聴也
樂則韶舞,韶舜樂也盡善盡羙故取之
放鄭聲逺佞人鄭聲滛佞人殆,孔安國曰鄭聲佞人亦俱能感人心與雅樂賢人同而使人滛乱危殆故當放逺也
子曰人而無逺慮必有近憂子曰巳矣乎吾未見好徳如好色者也子曰臧文仲其竊位者與知柳下惠之賢而不與立也,孔安國曰柳下惠展禽也知其賢而不舉為竊位也
子曰躬自厚而薄責於人則逺怨矣,孔安國曰自責巳厚責人薄所以逺怨咎也
子曰不曰如之何,孔安國曰不曰如之何者猶不曰奈是何也
如之何者吾末如之何也巳矣,孔安國曰如之何者言禍難巳成吾亦無如之何也
子曰群居終日言不及義好行小慧難矣哉,鄭玄曰小慧謂小小才知也難矣哉言終無成也
子曰君子義以為質禮以行之遜以出之信以成之君子哉子曰君子病無能焉不病人之不巳知也子曰君子疾沒丗而名不稱焉,疾猶病也
子曰君子求諸己小人求諸人,君子責己小人責人也
子曰君子矜而不爭,苞氏曰矜矜莊也
群而不黨,孔安國曰黨助也君子雖衆不相私助義之與比之也
子曰君子不以言舉人,苞氏曰有言者不必有徳故不可必言舉人也
不以人廢言子貢問曰有一言而可以終身行者乎子曰其恕乎已所不欲勿施於人也子曰吾之於人也誰毀誰譽如有可譽者其有所試矣,苞氏曰所譽輙試以事不空譽而巳矣
斯民也三代之所以直道而行也,馬融曰三代夏殷周也用民如此無所阿私所以云直道而行也
子曰吾猶及史之闕文也,苞氏曰古之史於書字有疑則闕之以待知者也
有馬者借人乗之今則亡矣夫,苞氏曰有馬不能調良則借人使習之孔子自謂及見其人如此至今無有矣言此者以俗多穿鑿也
子曰巧言亂徳小不忍亂大謀,孔安國曰巧言利口則亂徳義小不忍則亂大謀也
子曰衆悪之必察焉衆好之必察焉,王肅曰或衆阿黨比周或其人特立不群故好悪不可不寮也
子曰人能弘道非道弘人也,材大者道随大材小者道随小故不能弘人也
子曰過而不改是謂過矣子曰吾甞終日不食終夜不寢以思無益不如學也子曰君子謀道不謀食耕也餒在其中矣學也禄在其中矣君子憂道不憂貧也,鄭玄曰餒餓也言人雖念耕而不學故飢餓學則得禄雖不耕而不飢勸人學也
子曰知及之仁不能守之雖得之必失之,苞氏曰知能及治其官而仁不能守雖得之必失之也
知及之仁能守之不荘以蒞之則民不敬,苞氏曰不嚴以臨之則民不敬從上也
知及之仁能守之荘以蒞之動之不以禮未善也,王肅曰動必以禮然後善也
子曰君子不可小知而可大受也小人不可大受也而可小知也,君子之道深逺不可以小了知而可大受也小人之道淺近可以小了知而不可大受也
子曰民之於仁也甚於水火,馬融曰水火與仁皆民所仰而生者也仁最爲甚也
水火吾見蹈而死者矣未見蹈仁而死者也,馬融曰蹈水火或時殺人蹈仁未甞殺人也
子曰當仁不讓於師,孔安國曰當行仁之事不𣸪讓於師行仁急也
子曰君子貞而不諒,孔安國曰貞正也諒信也君子之人正其道耳言不必信也
子曰事君敬其事而後其食,孔安國曰先盡力然後食禄也
子曰有教無類,馬融曰言人在見教無有種類也
子曰道不同不相為謀子曰辭達而巳矣,九事莫過於實足也辭達則足矣不煩文艶之辭也
師冕見,孔安國曰師樂人盲者也名冕也
及階子曰階也及席也子曰席也皆坐子告之曰某在斯某在斯,孔安國曰歴告以坐中人姓字及所在處也
師冕出子張問曰與師言之道與子曰然固相師之道也,馬融曰相導也
