source,commentary
論語季氏第十六何晏集解,九十四章
季氏將伐顓臾冉有季路見於孔子曰季氏將有事於顓臾,孔安國曰顓臾宓義之後風姓之國本鲁之附庸當時臣属鲁季氏貪其地欲滅而有之冉有與季路為季氏臣来告孔子也
孔子曰求無乃爾是過與,孔安國曰冉求為季氏宰相其室為之聚斂故孔子獨疑求教也
夫顓臾昔者先王以為東䝉主,孔安國曰使主祭䝉山也
且在邦域之中矣,孔安國曰鲁七百里之邦顓臾為附庸在其域中也
是社稷之臣也何以為伐也,孔安國曰巳属鲁為社稷之臣何用滅之為也
冉有曰夫子欲之吾二臣者皆不欲也,孔安國曰歸咎於李氏也
孔子曰求周任有言曰陳力就列不能者止,馬融曰周任古之良吏也言當陳才事度巳所任以就其位不能則當止也
危而不持顛而不扶則將焉用彼相矣,苞氏曰言輔相人者當持危扶顛若不能何用相為也
且爾言過矣虎兕出於柙龜玉毀櫝中是誰之過與,馬融曰柙檻也櫝樻也非典守者之過邪也
冉有曰今夫顓臾固而近於費,馬融曰固謂城郭完堅兵甲利也費季氏之邑也
今不取後丗必為子孫憂孔子曰求君子疾夫,孔安國曰疾如汝之言也
舎曰欲之而必更爲之辞,孔安國曰舎其貪利之説更作佗辭是所疾也
丘也聞有國有家者不患寡而患不均,孔安國曰國者諸侯家者卿大夫也不患圡地人民之寡少患政治之不均平
不患貧而患不安,孔安國曰憂不能安民耳民安則國冨也
盖均無貪和無寡安無傾,苞氏曰政教均平則不患貪矣上下和同不患寡矣小大安寧不傾危也矣
夫如是故逺人不服則修文徳以来之既来之則安之今由與求也相夫子逺人不服而不能来也邦分崩離折而不能守也,孔安國曰民有異心曰分欲去曰崩不可㑹聚曰離折也
而謀動干戈於邦内,孔安國曰干楯也戈㦸也
吾恐季孫之憂不在於顓臾而在蕭牆之内也,鄭玄曰蕭之言肅也蕭牆謂屏也君臣相見之禮至屏而加肅敬焉是以謂之蕭牆後季氏之家臣陽虎果囚季桓子也
孔子曰天下有道則禮樂征伐自天子出天下無道則禮樂征伐自諸侯出自諸侯出盖十丗希不失矣,孔安國曰希少也周幽王為犬戎所殺平王東遷周始微弱諸侯自作禮樂專彺伐始於隱公至照公十丗矢政死於乾侯也
自大夫出五丗希不失矣,孔安國曰季文子初得政至桓子五世爲家臣陽虎所囚也
陪臣執國命三丗希不失矣,馬融曰陪重也謂家臣也陽氏爲季氏家臣至虎三丗而出奔齊也
天下有道則政不在大夫,孔安國曰制之由君也
天下有道則庶人不議,孔安國曰無所非議也
孔子曰禄之去公室五丗矣,鄭玄曰言此之時魯定公之初也魯自東門襄仲殺文公之子赤而立宣公於是政在大夫爵禄不從君出至定公為五丗也
政逮大夫四丗矣,鄭玄曰文子武子悼子平子也
故夫三桓之子孫微矣,孔安國曰三桓者謂仲孫叔孫季孫也三卿皆出桓公也故曰三桓也仲孫氏改其氏稱孟氏至哀公皆衰也
孔子曰益者三友損者三友友直友諒友多聞益矣友便僻,馬融曰便巧辟人所忌以求容媚也
友善柔,馬融曰面柔也
友便佞損矣,鄭玄曰便辨也謂佞而辨也
孔子曰益者三樂損者三樂樂節禮樂,動得禮樂之節也
樂噵人之善樂多賢友益矣樂驕樂,孔安國曰恃尊貴以郎恣也
樂佚遊,王肅曰佚遊出入不知節也
樂宴樂損矣,孔安國曰宴樂沉荒淫瀆也三者自損之道也
孔子曰侍於君子有三愆,孔安國曰愆過也
言未及之而言謂之躁,鄭玄曰躁不安静也
言及之不言謂之隱,孔安國曰隱匿不盡情實也
未見顔色而言謂之瞽,周生烈曰未見君子顔色所趣向而便逆先意語者猶瞽者也
孔子曰君子有三戒少之時血氣未定戒之在色及其壯也血氣方剛戒之在闘及其老也血氣既衰戒之在得,孔安國曰得貪得也
孔子曰君子有三畏畏天命,順吉逆凶天之命也
畏大人,大人即聖人與天地合其德者也
畏聖人之言,深逺不可易知則聖人之言也
小人不知天命而不畏也,恢䟽故不知畏也
狎大人,直而不肆故狎之也
侮聖人之言,不可小知故侮之也
孔子曰生而知之者上也學而知之者次也困而學之又其次也,孔安國曰困謂有所不通之也
困而不學民斯爲下矣孔子曰君子有九思視思明聽思聦色思温貌思恭言思忠事思敬疑思問忿思難見得思義孔子曰見善如不及見不善如探湯吾見其人矣吾聞其語,孔安國曰探湯喻去悪􁀣也
隱居以求其志行義以達其道吾聞其語矣未見其人也齊景公有馬千駟死之日民無得而稱焉,孔安國曰千駟四千匹也
伯夷升齊餓于首陽之下,馬融曰首陽山在河東蒲坂華山之北河曲之中也
民到干今稱之其斯謂與,王肅曰此所謂以德爲稱者也
陳亢問於伯魚曰子亦有異聞乎,馬融曰以為伯魚孔子之子所聞當有異也
對曰未也甞獨立,孔安國曰獨立謂孔子也
鯉趨而過庭曰學詩乎對曰未也曰不學詩無以言也鯉退而學詩他日又獨立鯉趨而過庭曰學禮乎對曰未也不學禮無以立也鯉退而學禮聞斯二矣陳亢退喜曰問一得三聞詩聞禮又聞君子之逺其子也邦君之妻君稱之曰夫人夫人自稱曰小童邦人稱之曰君夫人稱諸異邦曰寡小君異邦人稱之亦曰君夫人也,孔安國曰小君君天人之稱也對異邦謙故曰寡小君當此時諸侯嫡妾不正稱號不審故孔子正言其禮也
