source,commentary
論語雍也第六何晏集解,凢卅章
子曰雍也可使南面也,苞氏曰可使南面者言任諸侯可使治國也
仲弓問子桒伯子,王肅曰伯子書傳無見焉
子曰可也簡,以其能簡故曰可也
仲弓曰居敬而行簡以臨其民不亦可乎,孔安國曰居身敬肅臨下寛畧則可也
居簡而行簡無乃太簡乎,苞氏曰伯子之簡大簡也
子曰雍之言然哀公問曰弟子孰爲好學孔子對曰有顔回者好學不遷怒不貳過不幸短命死矣今也則亡未聞好學者也,凡人任情喜怒違理顔淵任道怒不過分遷者移也怒當其理不移易也不貳過者有不善未甞復行也
子華使於齊冉子爲其母請粟子曰與之釡,馬融曰子華弟子公西華赤字也六斗四升曰釡也
請益曰與之庾,苞氏曰十六斗爲庾也
冉子與之粟五秉,馬融曰十六斛曰秉五秉合八十斛也
子曰赤之適齊也乗肥馬衣輕裘吾聞之也君子周急不継冨,鄭玄曰非冉有與之太多也
原思爲之宰,苞氏曰弟子原憲也思字也孔子爲魯司冦以原憲爲家邑宰也
與之粟九百辤,孔安國曰九百九百斗也辤讓不受也
子曰母,孔安國曰禄法所當受母以讓也
以與爾隣里郷黨乎,鄭玄曰五家為鄰五鄰爲里万二千五百家為郷五百家為黨也
子謂仲弓曰犂牛之子騂且角雖欲勿用山川其舎諸,犂雜文也騂赤色角者角周正中犧牲也雖欲以其所生犂而不用山川寜肯舎之乎言父雖不善不害於其子之羙也
子曰回也其心三月不違仁其餘則日月至焉而巳矣,言餘人暫有至仁時唯囬移時而不變也
季康子問仲由可使從政也與子曰由也果,苞氏曰果謂果敢决断也
於從政乎何有曰賜也可使從政也與子曰賜也達,孔安國曰達謂通於物理也
於從政乎何有曰求也可使從政也與子曰求也藝,孔安國曰藝曰多才能也
於從政乎何有季氏使閔子騫爲費宰,孔安國曰費季氏邑也季氏不臣而其邑宰叛聞閔子騫賢故欲用之也
閔子騫曰善爲我辤焉,孔安國曰不欲爲季氏宰語使者曰善爲我作辤說令不復召我之也
如有復我者,孔安國曰復我者重来召我也
則吾必在汶上矣,孔安國曰去之汶水上欲北如齊也
伯牛有􁀣,馬融曰伯牛弟子冉耕也
子問之自牖執其手,苞氏曰有悪􁀣不欲見人故孔子從牗執其手也
曰亡之,孔安國曰亡䘮也疾甚故持其手曰䘮之也
命矣夫斯人也而有斯􁀣也斯人也而有斯􁀣也,苞氏曰再言之者痛惜之甚也
子曰賢哉回也一簞食一瓢飲,孔安國曰簞笥瓢瓠也
在陋巷人不堪其憂囬也不改其樂賢哉囬也,孔安國曰顔淵樂道雖簞食在陋巷不改其所樂也
冉有曰非不說子之道也力不足也子曰力不足者中道而廢今女畫,孔安國曰畫止也力不足者當中道而廢今女自止耳非力極之也
子謂子夏曰爲君子儒母爲小人儒,君子爲儒將以明道小人爲儒則矝其名也
子㳺爲武城宰,苞氏曰武城鲁下邑也
子曰女得人焉耳乎哉,孔安國曰焉耳乎哉皆辞也
曰有澹䑓滅明者行不由徑非公事未甞至於偃之室也,苞氏曰澹䑓姓滅明名也字子羽言其公且方也
子曰孟之反不伐,孔安國曰鲁大夫孟之側也與齊戰軍大敗不伐者不自伐其功也
奔而殿將入門筞其馬曰非敢後也馬不進也,馬融曰殿在軍後者也前曰啓後曰殿孟之反賢而有勇軍大奔猶爲殿人迎功之不欲獨有其名故曰我非敢在後距敵也馬不能進也
子曰不有祝鮀之佞而有宋朝之羙難乎免於今之丗矣,孔安國曰佞口才也祝鮀衛大夫名子魚也時丗貴之宋朝宋國之羙人也而善淫言當如祝鮀佞而反如宋朝之美難矣免於今丗之害也
子曰誰能出不由户者何莫由斯道也,言人立身成功當由道譬猶人出入要當從户也
子曰質勝文則野,苞氏曰野如野人言鄙略也
文勝質則史,苞氏曰史者文多而質少也
