source,commentary
鹿鳴之什第十六,音十什者若五等之君有詩各繫其國舉周南即題關睢至於王者施敎統有四海歌詩之作非止一人篇數旣多故以十篇編爲一卷名之爲什
小雅,從鹿鳴至菁菁者莪凡二十二篇皆正小雅六篇亡今唯十六篇從此至魚麗十篇是文武之小雅先其文王以治内後其武王以治外宴勞嘉賔親睦九族事非隆重故爲小雅皆聖人之迹故謂之正
鹿鳴旣飲,於鴆反注同
食之,音嗣注同
筐,丘房反
篚,音匪
侑幣,音又
呦呦,音幽
苹,音平毛云蓱也鄭藾蕭也
蓱,本又作萍薄丁反江東謂之薸薸音扶遥反
懇誠,苦佷反
嘉樂,音岳又音洛
藾,音賴
鼓簧,音黃
好我,呼報反注同
示我,毛如字鄭作寘之豉反置也
周行,毛如字道也鄭胡郎反列位也
之蒿,呼毛反菣也
蒿菣,去刃反字又作同本或作牡菣牡衍字耳
視民,音示
不恌,他彫反愉也
是傚,胡敎反
愉也,他侯反又音踰
芩,其今反草也說文云蒿也又其炎反
和樂,音洛注下皆同
且湛,都南反字又作耽
夫不,音扶
四牡,茂后反
勞,力報反篇末注同
使臣,所吏反注皆同
則說,音恱
歌樂,音洛
騑騑,芳非反行不止之貌
倭,本又作委於危反
遟,倭遟歷逺之貌韓詩作倭夷
而朝,直遥反
靡盬,音古不堅固也
情思,息嗣反
嘽嘽,他丹反喘息也
駱,音洛白馬黒鬛曰駱
喘息,川兖反
黒鬣,本又作力輒反本亦作髦音毛
啓跪,求毁反郭巨几反沈堪彼反
舎幣,舎音釋
于禰,乃禮反
翩翩,音篇
鵻,音隹夫不也本又作隹
苞栩,況甫反
夫,方于反字又作鴂同
不,方浮反又如字字又作鴀同草木䟽云夫不一名浮鳩
慤謹,起角反
將養也,以尚反下注同一音如字
𣏌,音起枸檵也
枸,音苟本亦作苟同
檵,音計
載驟,助救反又仕救反
駸駸,楚金反驟貌字林云馬行疾也七林反
來諗,音審毛念也鄭告也
皇皇者華使臣,所吏反注下並同
不辱命也,一本作不辱君命
煌煌,音皇又音晃
駪駪,所巾反衆多貌
維駒,音俱本亦作驕
如濡,如朱反鮮澤也
咨,本亦作諮
諏,子須反咨事爲諏爾雅云謀也說文云聚謀也
維騏,音其
調忍,音刃
難易,夷豉反
沃若,烏毒反沈又於縛反
咨度,待洛反注同咨禮爲度
維駰,音因馬隂白雜毛也
咨詢,音荀諮親爲詢謂親戚之謀
常棣,大計反字林大内反
召公,上照反
爲作,于僞反
鄂,五各反毛云華外發鄂鄂然也鄭云承華曰鄂
不,毛如字鄭改作拊方于反拊鄂足也
韡韡,韋鬼反光明也
常棣棣也,本或作常棣栘音以支反又是兮反案爾雅云唐棣栘常棣棣作栘者非
不拊同,不音如字又芳浮反二聲相近也拊亦作跗前注同一云不亦方于反
畏怖,普故反
裒矣,薄侯反聚也
脊,井益反亦作即又作皆同
令,音零本亦作鴒同雝渠也
急難,如字又乃旦反注同
則摇,音遥又餘照反
其常處,昌慮反
況也,或作兄非也
永歎,吐丹反又吐旦反以協上韻
䦧,許歷反很也
于牆,本或作廧在良反
外禦,魚吕反
其務,如字爾雅云侮也讀者又音侮此從左傳及外傳之文
很也,戸墾反
烝也,之承反
烝塡,依字音田與窴同又依古聲音塵塵久也故箋申之云古聲塡窴塵同
戎相,如字又息亮反下同
切切然,定本作切切偲偲然
相琢,陟角反
儐爾,賔胤反陳也
之飫,於慮反私也
聽朝,直遥反
和樂,音洛下皆同
且孺,本亦作􁅈如具反屬也
好合,呼報反
相應,應對之應
和也,胡臥反
旣翕,許急反合也
且湛,啓南反又作耽韓詩云樂之甚也
妻帑,依字吐蕩反經典通爲妻帑字今讀音奴子也
亶其,都但反信也
伐木丁丁,陟耕反伐木聲也
嚶嚶,於耕反毛云驚懼也鄭云兩鳥聲
喬,其驕反喬髙也
郷時,本又作曏同許亮反
則復,扶又反
相彼,息亮反視也注同
矧,尸忍反况也
許許,沈呼古反􁇖貌
釃,徐所冝反又所餘反葛洪所寄反謂以篚􁇕酒􁇕音鹿
有藇,音敘又羊汝反美也
􁇖貌,孚廢反又側几反
以藪,素口反
曰湑,思敘反
肥羜,直吕反未成羊也
於,如字舊音烏
粲,采旦反鮮明也
洒,所懈反徐所寄反
埽,素報反
陳饋,其位反
八簋,居偉反
巳灑,所蟹反又所懈反
􁇗,本又作㭓甫問反
食,音嗣
乾餱,音侯食也爾雅云餥餱食也
以愆,起䖍反
訕也,所諫反
之饌,士戀反
逺之,于萬反亦如字
湑我,本又作醑思敘反莤之也
酤我,毛音戸一宿酒也說文同鄭音顧又音沽買也
莤之,所六反與左傳縮酒同義謂以茅泲之而去其糟也字從艸
則泲,子禮反
坎坎,如字說文作竷音同云舞曲也
蹲蹲,七旬反本或作墫同舞貌也爾雅云喜也說文云士舞也從土尊
爲我,于僞反下同
以樂樂已,上音岳下音洛
迨我,音待及也
今閒,音閑
天保下下,俱戸嫁反注下下及下臣同
俾,必以反使也
單厚,毛都但反云信也厚也鄭音丹盡也
不除,治慮反注同開也
戩,子淺反福也
汲汲,巳及反
縱,足用反
長,張丈反
吉蠲,古玄反舊音圭絜也
爲饎,尺志反酒食也
孝享,許丈反獻也
禴,本又作礿餘若反夏祭名
祠,嗣絲反春祭名
烝,之丞反冬祭名
嘗,秋祭名
諸盩,直留反周大王父名
無疆,居良反
尸嘏,古雅反
傳神,直專反
弔矣,都歷反至也
詒爾,以之反遺也
遺也,唯季反
相燕樂,音洛
徧爲,音遍
之恒,本亦作縆同古鄧反沈古桓反弦也
不騫,起䖍反
采薇,音微菜也
昆夷,本又作混古門反昆夷西戎也
玁,本或作獫音險
狁,音允本亦作允玁狁北狄也
之難,乃旦反注皆同
命將率,子亮反下所類反本亦作帥同注及後篇將率皆同
以勞,力報反後篇勞還皆同
杕杜,大計反
重言,直用反下重敘同
莫止,音暮本或作暮協韻武博反
脃,七歳反
脕,音問或作早晚字非也
靡使,如字本又作靡所
少而,詩照反
堅忍,音刃
時坤,本亦作巛困魂反
孔疚,久又反病也
彼爾,乃禮反注同華盛貌說文作
業業,如字又魚及反或五盍反壯也
三捷,息暫反又如字
騤騤,求龜反彊也
所腓,符非反毛云避也鄭作芘必寐反倚也
芘倚,其綺反舊於蟻反
象弭,彌氏反弭弓反末彆也以象爲之
解紒,音計又音結本又作紛芳云反
彆,說文方血反又邊之入聲埤倉云弓末反戾也
日戒,音越又人栗反
警勑,音景
昔我,韓詩昔始也
雨雪,于付反
霏霏,芳菲反甚也
以說,音恱
出車,如字沈尺遂反
勞,力報反
還,音旋
彼牧,音目
多難,乃旦反注及下皆同
使裝,側良反本又作莊
此旐,音兆
彼旄,音毛
屬之,音燭致也
彼旟,音餘
旆旆,蒲貝反
鳥隼,息允反
旒垂,音留
悄悄,七小反
況瘁,似醉反本亦作萃依注作悴音同
憔悴,慈遥反
憂其馬之不正,一本作之不正也一本作馬之政
央央,本亦作英同於京反又於良反
近玁,附近之近下近西戎同
軍壘,力軌反
