source,commentary
至樂,音洛
第十八,以義名篇
至樂,音洛篇內不出者皆同至極也樂歡也
奚惡,烏路反
惽惽,音昬又音門
蹲,七旬反郭音存又趣允反
循,音旬又音脣
勿爭,爭鬭之爭下同
誙誙,戸耕反徐苦耕反又胡挺反李云趣死貌崔云以是為非以非為是為誙誙本又作脛脛
鏗,苦耕反
鎗,七羊反
近乎,附近之近
芑乎,李音荒又呼晃反下同
芴乎,音忽下同
萬物職職,司馬云職職猶祝柷也李云繁淔貌案爾雅職主也謂各有主而區別
箕踞,音據
盆,謂瓦缶也
長子,丁丈反
无槩,古代反司馬云感也又音骨哀亂貌
巨室,巨大也司馬云以天地爲室也
噭噭,古弔反又古堯反
將令,力呈反
支離叔與滑,音骨崔本作潏
介,音界
叔,李云支離忘形滑介忘智言二子乃識化也
冥伯之丘,李云丘名喻杳冥也
崐崘,力門反
之虚,音墟
所休,休息也
左肘,竹九反司馬本作胕音趺云胕足上也
蹷蹷,紀衞反動也
惡之,烏路反後皆同
垢也,音茍
之境,音境
髑,音獨
髏,音樓
髐,苦堯反徐又許堯反李呼交反司馬李云白骨貌有枯形也
撽,苦弔反又古的反說文作􁑞云旁擊也
馬捶,拙蘂反又之睡反馬杖也
愧遺,唯季反
凍,丁貢反
餒,奴罪反
援,音袁
枕而,針鴆反
見夢,賢遍反
從然,七容反從容也李徐子用反縱逸也
復生,音服又扶又反
深矉,音頻
蹙,夲又作顣又作䠞同子六反
頞,於葛反李云矉顣者愁貌
而復,扶又反
褚小,豬許反
綆,格猛反汲索也
汲,居及反
所適,適或作通
皇帝,謂三皇五帝也司馬本作黃帝
而重,直用反
舎内,音捨
且女,音汝後同
海鳥,司馬云國語曰爰居也止魯東門之外三日臧文仲使國人祭之不云魯侯也爰居一名雜縣舉頭髙八尺樊光注爾雅云形似鳳皇
御而,音訝
觴,音傷
于廟,司馬云飲之於廟中也
九韶,常遥反舜樂名
眩,玄遍反司馬本作玄音眩
視,如字徐市至反
臠,里轉反
壇,大丹反司馬本作澶音但云水沙澶也
食之,音嗣
䱔,音條又音攸李徒由反一音由
隨行,戸剛反
委,於危反
蛇,以支反又如字
譊譊,乃交反
咸池,堯樂名
之樂,如字
人卒,寸忽反司馬音子忽反云衆也
還而,音患又旋面反
其好,呼報反
道從,如字司馬云從道旁也本或作徒
攓,居輦反徐紀偃反又起䖍反司馬云拔也或音厥
蓬,歩東反徐扶公反
若果,一本作汝果元嘉本作汝過
養,司馬本作暮云死也
予果,元嘉本作子過
歡乎,司馬本作嚾云呼聲謂生也
種,章勇反注同
有幾,居豈反
可勝,音升
得水則爲㡭,此古絶字徐音絶今讀音繼司馬本作繼云萬物雖有兆朕得水土氣乃相繼而生也本或作斷又作續斷
得水土之際則為鼃,户媧反
蠙,步田反徐扶賢反郭父因反又音賔李婢軫反
之衣,司馬云言物根在水土際布在水中就水上視不見按之可得如張緜在水中楚人謂之鼃蠙之衣
生於陵屯,司馬音徒門反云阜也郭音純
則為陵舄,音昔司馬云言物因水成而陸産生於陵屯化作車前改名陵舄也一名澤舄隨燥溼變也然不知其祖言物化無常形也人之死也亦或化為草木草木之精或化為人也
陵舄得鬱栖則為烏足,司馬云鬱栖蟲名烏足草名生水邊也言鬱栖在陵舄之中則化為烏足也李云鬱栖糞壤也言陵舄在糞化為烏足也
烏足之根為蠐,音齊
螬,音曹司馬本作螬蠐云蝎也
其葉為胡蝶,音牒司馬云胡蝶蛺蝶也草化為蟲蟲化為草未始有極
胡蝶胥也,一名胥
化而為蟲生於竈下,司馬云得熱氣而生也
其狀若脫,它括反司馬音恱云新出皮恱好也
其名為鴝,其俱反
掇,丁活反
鴝掇千日為鳥其名為乾餘骨,乾音干
乾餘骨之沫,音末李云口中汁也
爲斯彌,李云蟲也
斯彌爲食,如字司馬本作蝕
醯,許兮反李音海司馬云蝕醯若酒上蠛蠓也蠛音眠結反蠓音無孔反
頤,以之反
輅生乎食醯,輅音路一音洛
黃軦,音況徐李休往反司馬云頤輅黃軦皆蟲名
生乎九猷,音由李云九冝爲久久老也猷蟲名也
瞀,莫豆反又莫住反又亡角反
芮,如銳反徐如恱反
生乎腐,音輔
蠸,音權郭音歡司馬云亦蟲名也爾雅云一名守瓜一云蚡鼠也
羊奚比,毗志反
乎不箰,息尹反司馬云羊奚草名根似蕪菁與久竹比合而爲物皆生於非類也
久竹生靑寧,司馬云蟲名
靑寧生程,李云未聞
程生馬馬生人,俗本多誤故具録之
