source,commentary
齊物論,力頓反李如字
第二而惡,烏路反
南郭子綦,音其司馬云居南郭因為號
隱,於靳反馮也
机,音紀李本作几
而嘘,音虚吐氣為嘘向云息也
荅焉,本又作嗒同吐荅反又都納反注同解體貌
似喪,息浪反下同
其耦,本又作偶五口反匹也對也司馬云耦身也身與神爲耦
顏成子游,李云子綦弟子也姓顏名偃諡成字子游
何居,如字又音姬司馬云猶故也
槁木,古老反注同
家,音寂本亦作寂
莫,本亦作漠
女聞,音汝下皆同本亦作汝
人籟,力帶反簫也
籟夫,音扶
參,初林反
差,初冝反
所錯,七故反
見矣,賢徧反
大塊,苦怪反李苦對反說文同云俗凷字也徐口回反徐李又胡罪反郭又苦猥反司馬云大朴之貌衆家或作大槐班固同淮南子作大昧解者或以爲無或以爲元氣或以爲混成或以爲天謬也
噫,乙戒反注同一音䕃
萬竅,苦弔反
怒呺,胡刀反徐又許口反又胡到反
翏翏,良救反又六收反長風聲也李本作飂音同又力竹反
畏,於鬼反郭烏罪反崔本作㟪
佳,醉癸反徐子唯反郭祖罪反李諸鬼反李頤云畏佳山阜貌
之竅,崔本作窾
似鼻似口,司馬云言風吹竅穴動作或似人鼻或似人口
似枅,音雞又音肩字林云柱上方木也簡文云欂櫨也
似圈,起權反郭音權杯圈也徐其阮反言如羊豕之䦨圈也
似臼,其九反
似洼者,烏㰎反李於花反又烏乖反郭烏蛙反司馬云若洼曲
汚者,音烏司馬云若汚下
激者,經歷反如水激也李古弔反司馬云聲若激喚也李又驅弔反
謞者,音考李虚交反簡文云若箭去之聲司馬云若讙謞聲
叱者,昌實反徐音七司馬云若叱咄聲
吸者,許及反司馬云若嘘吸聲也
呌者,古弔反郭古幼反李居曜反司馬云若呌呼聲也
譹,音豪郭又戸報反司馬云若譹哭聲
宎者,徐於堯反一音杳又於弔反司馬云深者也若深宎宎然
咬者,於交反或音狡司馬云聲哀切咬咬然又許拜反
唱于,如字
唱喁,五恭反徐又音愚又五斗反李云于喁聲之相和也
泠風,音零李云泠泠小風也
小和,胡臥反下及注皆同
