source,commentary
莊子外篇駢拇第八,舉事以名篇
駢,歩田反廣雅云並也李云併也
拇,音母足大指也司馬云駢拇謂足拇指連第二指也崔云諸指連大指也
枝指,如字三蒼云枝指手有六指也崔云音歧謂指有歧也
而侈,昌是反徐處豉反郭云多貌司馬云溢也崔云過也
於德,崔云德猶容也
附贅,章銳反廣雅云疣也釋名云橫生一肉屬著體也一云瘤結也
縣,音玄
疣,音尤
而侈於性,司馬云性人之本體也駢拇枝指附贅縣疣此四者各出於形性而非形性之正於衆人爲侈耳於形爲侈於性爲多故在手爲莫用之肉於足爲無施之指也王云性者受生之質德者全生之本駢枝受生而有不可多於德贅疣形後而生不可多於性此四者以況才智德行
夫,音符發句之端放此
至治,直吏反
之分,符問反後可以意求
物皆有之,之或作定
五藏,才浪反後皆同黃帝素問云肝心脾肺腎爲五藏
淫僻,本又作辟匹亦反徐敷赤反注及篇末同
於仁義之行,下孟反崔云駢枝贅疣雖非性之正亦出於形不可去也五藏之情雖非道德之正亦列於性不可治也今設仁義之敎以治五藏之情猶削駢枝贅疣也旣傷自然之理更益其疾也
橫復,扶又反徐篇末注皆同
至當,丁浪反後皆放此
黼黻,音甫下音弗周禮云白與黒謂之黼黒與靑謂之黻
煌煌,音皇廣雅云光光也向崔本作䪄向云馬氏音煌毛詩傳云皇皇猶煌煌也煌又音晃
非乎,向云非乎言是也
離朱,司馬云黃帝時人百歩見秋豪之末一云見千里針鋒孟子作離婁
是巳,向云猶是也
五聲,本亦作五音
師曠,司馬云晉賢大夫也善音律能致鬼神史記云兾州南和人生而無目
擢德,音濯司馬云拔也
簧鼓,音黃謂笙簧也鼓動也
曽史,曽參史鰌也曽參行仁史鰌行義
跖,之石反
纍,劣彼反
瓦,危委反向同崔如字一云瓦當作丸
結繩,李云言小辯危辭若結繩之纍瓦也崔云聚無用之語如瓦之纍繩之結也
竄,七亂反爾雅云微也一云藏也
句,紀具反司馬云竄句謂邪說微隱穿鑿文句也一音鉤
敝,本亦作蹩徐音婢郭父結反李歩計反司馬云罷也
跬,徐丘婢反郭音屑向崔本作䞨向丘氏反云近也司馬同李却垂反一云敝跬分外用力之貌
譽,音餘
楊墨,崔李云楊朱墨翟也
容思,息嗣反
檮杌,上徒刀反下音兀
此數,色主反下文此數音同
不爲跂,其知反崔本作枝音同或渠支反
鳧,音符
脛,形定反釋名云莖也直而長如物莖也本又作踁
鶴,戸各反
斷之,丁管反下及注同
去憂,起吕反注去憂去甚同
意,如字下同亦作醫
齕,李音紇恨發反齒斷也徐胡勿反郭又胡突反
啼,音提崔本作諦
蒿目,好羔反司馬云亂也李云蒿目快性之貌
蒿令,力呈反下同
於難,乃旦反
後拯,拯救之拯
饕,吐刀反杜預注左傳云貪財曰饕
嚻嚻,許橋反又五羔反字林云聲也崔云憂世之貌
屈,崔本作詘
折,之熱反謂屈折支體爲禮樂也
呴,況於反李況付反本又作傴於禹反
俞,音臾李音喻本又作呴音詡謂呴喻顔色爲仁義之貌
纆,音墨廣雅云索也
索,悉各反下同
連連,司馬云謂連續仁義遊道德閒也
祇足,音支
使喪,息浪反下已喪同
以撓,而小反郭呼堯反又許羔反廣雅云亂也又奴爪反
功見,賢遍反
性與,音餘此可以意消息後皆放此
三代,夏殷周也
以上,時掌反
槃夷,並如字謂創傷也依字應作瘢痍
殉,辭俊反徐辭倫反司馬云營也崔云殺身從之曰殉
鶉,音純又音敦
鷇,口豆反
秃,吐木反
揮斥,上音輝下音赤
臧,作郎反崔云好書曰臧方言云齊之北鄙燕之北郊凡民男而壻婢謂之臧女而婦奴謂之獲張揖云壻婢之子謂之臧婦奴之子謂之獲
與榖,如字爾雅云善也崔本作榖云孺子曰榖
牧羊,牧養之牧
挾,音協
筴,字又作䇿初革反李云竹簡也古以寫書長二尺四寸
博塞,悉代反塞博之類也漢書云吾丘壽王以善格五待詔謂博塞也
首陽,山名在河東蒲坂縣死謂餓而死
東陵,李云謂泰山也一云陵名今名東平陵屬濟南郡
又惡,音烏
取君子小人於其閒哉,崔本無小人於三字
屬其,郭時欲反謂係屬也徐音燭謂屬著也下皆同
雖通如楊墨,一本無此句
俞兒,音榆李式榆反司馬云古之善識味人也崔云尸子曰膳俞兒和之以薑桂爲人主上食淮南云俞兒狄牙嘗淄澠之水而別之一云俞兒黃帝時人狄牙則易牙齊桓公時識味人也一云俞兒亦齊人淮南子一本作申兒疑申當爲臾
不累,劣僞反後皆放此
舎己,音捨
愧乎,崔本作䁛云䁛愧同
之行,下孟反注同
冥復,音服
從容,七容反
吹,如字又昌僞反字亦作炊
