source,commentary
春秋榖梁傳定公第十一,○定公名宋昭公庻弟敬王十一年即位
范寗集解元年春王不言正月定無正也定之無正何也昭公之終非正終也,死在外故
定之始非正始也昭無正終故定無正始不言即位䘮在外也○三月晉人執宋仲幾于京師,晉執人於尊者之側而不以歸京師故但言其執不書所歸徐邈曰案傳定元年不書正月言定無正也然則改元即位在于此年故不可以不書王書正必有月以承之故因其執月以表年首爾不以謹仲幾也
此大夫其曰人何也微之也何爲微之不正其執人於尊者之所也不與大夫之伯討也○夏六月癸亥公之䘮至自乾侯○戊辰公即位殯然後即位也,周人殯于西皆之上
定無正見無以正也踰年不言即位是有故公也,謂昭公在外故○見賢徧反
言即位是無故公也即位授受之道也,先君見授後君乃受故須棺在殯乃言即位
先君無正終則後君無正始也先君有正終則後君有正始也戊辰公即位謹之也定之即位不可不察也公即位何以日也,據未有日者
戊辰之日然後即位也癸亥公之䘮至自乾侯何爲戊辰之日然後即位也,癸亥去戊辰六日怪不即位
正君乎國然後即位也,諸侯五日而殯今以君始死之禮治之故須殯而後言即位
沈子曰正棺乎兩楹之間然後即位也,兩楹之間南面之君聽治之處〇之處昌慮反
内之大事日即位君之大事也其不日何也以年決者不以日決也此則其日何也著之也,欲有所見
何著焉踰年即位厲也,厲危也公䘮在外踰年六月乃得即位危故日之
於厲之中又有義也,先君未殯則後君不得即位
未殯雖有天子之命猶不敢况臨諸臣乎,以輕喻重也雖爲天子所召不敢背殯而往况君䘮未殯而行即位之禮以臨諸臣乎
周人有䘮魯人有䘮周人弔魯人不弔周人曰固吾臣也使人可也魯人曰吾君也親之者也使大夫則不可也故周人弔魯人不弔以其下成康爲未乆也,周道尚明無愧于不往
君至尊也去父之殯而往弔猶不敢况未殯而臨諸臣乎○秋七月癸巳葬我君昭公○九月大雩雩月雩之正也秋大雩非正也秋大雩之爲非正何也,各禾稼旣成猶雩則非禮可知秋禾稼始苗嫌當湏雨故問也
毛澤未盡人力未竭未可以雩也,邵曰凡地之所生謂之毛公羊傳曰錫之不毛之地是也言秋百穀之潤澤未盡也人力未盡謂耕耘之功未畢○耘本又作芸音云
雩月雩之正也月之爲雩之正何也其時窮人力盡然後雩雩之正也何謂其時窮人力盡是月不雨則無及矣是年不艾則無食矣是謂其時窮人力盡也雩之必待其時窮人力盡何也雩者爲旱求者也求者請也古之人重請何重乎請人之所以爲人者讓也請道去讓也則是舎其所以爲人也是以重之焉請哉請乎應上公古之神人有應上公者通乎隂陽君親帥諸大夫道之而以請焉,道之謂君必爲先也其禱辭曰方今大旱野無生稼寡人當死百姓何謗不敢煩民請命願撫萬民以身塞無狀禱亦請也此即請辭也〇艾魚廢反爲旱于僞反去讓羗吕反是舎音捨焉請於䖍反應上時掌反道之音導
夫請者非可詒託而往也必親之者也是以重之,詒託猶假寄○詒以之反
○立煬宮,煬宫伯禽子廟毀巳乆〇煬宫餘亮反煬公之廟也煬公伯禽子
立者不宜立者也○冬十月隕霜殺菽,建酉之月隕霜殺菽非常之災
未可以殺而殺舉重,舉殺豆則殺草可知
可殺而不殺舉輕,不殺草則不殺菽亦顯僖三十三年隕霜不殺草是也
其曰菽舉重也二年春王正月○夏五月壬辰雉門及兩觀災,雉門公宫之南門兩觀闕也〇兩觀工喚反注及下文同
其不曰雉門災及兩觀何也,據先書雉門則應言雉門災及兩觀鄭嗣曰據災實從雉門起應言雉門災及兩觀
災自兩觀始也不以尊者親災也,始災者兩觀也鄭嗣曰今以災在兩觀下使若兩觀始災者不以雉門親災
先言雉門尊尊也,欲言兩觀災及雉門則卑不可以及尊災不從雉門起故不得言雉門災及兩觀兩觀始災故災在兩觀下也鄭嗣曰欲以兩觀親災則經冝言兩觀災及雉門雉門尊兩觀卑卑不可以及尊故不得不先言雉門而後言兩觀欲令兩觀始災故災在兩觀下爾○令力呈反
○秋楚人伐呉○冬十月新作雉門及兩觀言新有舊也作爲也有加其度也此不正其以志於後㑹也後志疑也,公畏楚強疑於侵之故復㑹更謀也不日者後楚伐蔡不能救故○復㑹扶又反
𣏌伯成卒于㑹○六月葬陳惠公〇許遷于容城○秋七月公至自㑹○劉卷卒,劉采地○劉卷音權采七代反
此不卒而卒者賢之也寰内諸侯也非列土諸侯此何以卒也,天子畿内大夫有采地者謂一寰内諸侯非列士之諸侯雖賢猶不當卒〇寰内音環
天王崩爲諸侯主也,昭二十二年景王崩甞以賔主之禮相接能爲諸侯主所以爲賢
○葬𣏌悼公○楚人圍蔡○晉士鞅衞孔圉帥師伐鮮虞○葬劉文公○冬十有一月庚午蔡侯以呉子及楚人戰于伯舉楚師敗績呉其稱子何也以蔡侯之以之舉其貴者也,貴謂子也
蔡侯之以之則其舉貴者何也呉信中國而攘夷狄呉進矣其信中國而攘夷狄奈何子胥父誅于楚也,子胥父伍奢也爲楚平王所殺〇信音申攘如羊反却也
挾弓持矢而干闔廬,見不以禮曰干欲因闔廬復父之讎〇挾戸牒反又子恊反闔户臘反廬力居反見賢徧及
闔廬曰大之甚勇之甚,子胥匹夫乃欲復讎於國君其孝甚大其心甚勇
爲是欲興師而伐楚子胥諌曰臣聞之君不爲匹夫興師且事君猶事父也虧君之義復父之讎臣弗爲也於是止蔡昭公朝於楚有美裘正是日囊瓦求之,正是日謂昭公始朝楚之日○爲是于僞反不爲及下爲是皆同朝於直遥反注同囊乃郎反
昭公不與爲是拘昭公於南郢,南郢楚都○郢以井反又以正反
數年然後得歸乃用事乎漢,用事者禱漢水神〇數所主反
曰苟諸侯有欲伐楚者寡人請爲前列焉楚人聞之而怒爲是興師而伐蔡蔡請救于呉子胥曰蔡非有罪楚無道也君若有憂中國之心則若此時可矣爲是興師而伐楚何以不言救也,據實救蔡
救大也,夷狄漸進未同於中國
楚囊瓦出奔鄭,知見伐由己故懼而岀奔
庚辰呉入楚日入易無楚也易無楚者壞宗廟徙陳器撻平王之墓,鄭嗣曰陳器樂縣也禮諸侯軒縣言吴人壞楚宗廟徙其樂器鞭其君之尸楚無能亢御之者若曰無人也○易以䜴反壞音怪撻土逹反縣音玄元苦浪反
何以不言滅也,據宗廟旣毀樂器巳徙則是滅也
欲存楚也其欲存楚奈何昭王之軍敗而逃父老送之曰寡人不肖亡先君之邑父老反矣何憂無君寡人且用此入海矣父老曰有君如此其賢也以衆不如吴以必死不如楚,雍曰呉勝而驕楚敗而奮○肖音笑奮方問反
相與擊之一夜而三敗呉人復立,楚復立也○敗必邁反復扶又反
何以謂之呉也,據戰稱子
狄之也何謂狄之也君居其君之寢而妻其君之妻大夫居其大夫之寢而妻其大夫之妻蓋有欲妻楚王之母者不正乘敗人之績而深爲利居人之國故反其狄道也五年春王三月辛亥朔日有食之○夏歸粟于蔡,蔡侯比年在楚又爲楚所伐飢故諸侯歸之粟
諸侯無粟諸侯相歸粟正也孰歸之諸侯也不言歸之者專辭也,不言歸之者主名若獨是魯也
義邇也,言此是邇近之事故不足具列諸侯
○於越入呉,舊說於越夷言也春秋即其所以自稱者書之見其不能慕中國故以本俗名自通〇見其賢徧反
○六月丙申季孫意如卒,傳例曰大夫不日卒惡也意如逐昭公而日卒者明定之得立由于意如春秋因定之不惡而書日以示譏亦猶公子翬非桓之罪人故於桓不貶○惡烏路反翬許韋反
