source,commentary
春秋榖梁傳隱公第一,○隱公名息姑惠公之子周文王八丗孫平王四十尢年即位
范寗集解元年春王正月,隱公之始年周王之正月也杜預曰凡人君即位欲其體元以居正故不言一年一月也○正音征又如字後皆放此
雖無事必舉正月謹始也,謹君即位之始
公何以不言即位,據文公言即位
成公志也,成隱讓桓之志
焉成之言君之不取爲公也,言隱意不取爲魯君也公君也上言君下言公互辭○焉於䖍反
君之不取爲公何也將以讓桓也讓桓正乎曰不正,隱長桓㓜○長丁丈反又作丈音同
春秋成人之美不成人之惡隱不正而成之何也將以惡桓也,不明讓者之善則取者之惡不顯○之惡烏各反下注之惡同惡桓烏路反下其惡桓同
其惡桓何也隱將讓而桓弑之則桓惡矣桓弑而隱讓則隱善矣善則其不正焉何也,據善無不正○弑申志反又作殺如字後皆同
春秋貴義而不貴惠,惠謂私惠
信道而不信邪,信申字古今所共用○信音申邪似嗟反下及注皆同
孝子揚父之美不揚父之惡先君之欲與桓非正也邪也雖然旣勝其邪心以與隱矣,終歸之於隱是以正道制邪心
巳探先君之邪志而遂以與桓則是成父之惡也兄弟天倫也,兄先弟後天之倫次○探吐南反
爲子受之父爲諸侯受之君,隱爲丗子親受命於惠公爲魯君巳受之於天王矣
巳廢天倫而忘君父以行小惠曰小道也,弟先於兄是廢天倫私以國讓是忘君父
若隱者可謂輕千乗之國蹈道則未也,未履居正之道○乗繩證反公侯之國賦千乗蹈道上徒報反履行之名也下如字
○三月公及邾儀父盟于眛,邾附庸之國眛魯地○邾音誅國名儀父凡人名字皆音甫後放此更不重音眛音蔑地名左氏作蔑注下皆同
及者何内爲志焉爾,内謂魯也
儀字也父猶傅也男子之美稱也,傅師傅附庸之君未王命例稱名善其結信於魯故以字配之○美稱尺證反
其不言邾子何也,據莊十六年邾子卒稱邾子
邾之上古微未爵命於周也,邾自此以上是附庸國○上時掌反
不日其盟渝也,日者所以謹信盟變故不日七年公伐邾是也○不日人實反不日謂不書日也榖梁皆以日月爲例他皆放此渝羊朱反變也
眛地名也○夏五月鄭伯克段于鄢,段有徒衆攻之爲害必深故謹而月之鄢鄭地○鄢音偃地名
克者何能也何能也能殺也何以不言殺見段之有徒衆也,言鄭伯能殺則邦人不能殺矣知段衆力彊盛唯國君能殺之○見賢徧反
