source,commentary
春秋榖梁傳莊公第三,○名同莊王四年即位
范寗集解元年春王正月繼弑君不言即位正也繼弑君不言即位之爲正何也,據君不絶
曰先君不以其道終則子不忍即位也○三月夫人孫于齊,桓公夫人文姜也哀姜有殺子之罪輕故僖元年曰夫人氏之䘮至自齊去姜以貶之文姜有殺夫之罪重故去姜氏以貶之此輕重之差○孫音遜本亦作遜去起吕反下去姜同
孫之爲言猶孫也,孫孫遁而去○遁徒困反
諱奔也接練時録母之變始人之也,夫人𥘉與桓俱如齊今又書者於練時感夫人不與祭故始以人道録之○與祭音豫
不言氏姓貶之也人之於天也以道受命於人也以言受命,臣子則受君父之命婦受夫之命
不若於道者天絶之也,若順
不若於言者人絶之也臣子大受命,言義得貶夫人
○夏單伯逆王姬,單姓也伯字○單音善單姓伯字左氏以爲王卿士逆王姬左氏作送王姬
單伯者何吾大夫之命乎天子者也命大夫故不名也,諸侯歳貢士于天子天子親命之使還其國爲大夫者不名天子就其國命之者以名氏通也
其不言如何也,據僖二十九年公子遂如京師言如
其義不可受於京師也其義不可受於京師何也曰躬君殺於齊使之主㛰姻與齊爲禮其義固不可受也,禮尊卑不敵天子嫁女于諸侯必使同姓諸侯主之魯桓親見殺于齊若天子命使爲主則非禮大矣春秋爲尊者諱故不可受之于京師○弑又作殺爲尊于僞反下爲之築同
○秋築王姬之館于外築禮也于外非禮也,外城外也
築之爲禮何也主王姬者必自公門出,公門朝之外門主王姬者當設几筵于宗廟以俟迎者故在公門之内築王姬之館○朝之直遥反下於朝同迎魚敬反下同
於廟則巳尊於寢則巳卑爲之築節矣築之外變之正也築之外變之爲正何也仇讎之人非所以接㛰姻也衰麻非所以接弁冕也,親迎服祭服者重㛰姻也公時有桓之䘮○衰七冋反弁皮彦反
其不言齊侯之來逆何也不使齊侯得與吾爲禮也○冬十月乙亥陳侯林卒諸侯日卒正也○王使榮叔來錫桓公命,榮氏叔字天子之上大夫也禮有九錫一曰輿馬二曰衣服三曰樂則四曰朱户五曰納陛六曰虎賁七曰弓矢八曰鈇鉞九曰秬鬯皆所以襃德賞功也德有厚薄功有輕重故命有多少何休曰桓弑逆之人王法所冝誅絶而反錫命悖亂天道故不言天王也文五年王使榮叔歸含且賵則曰含者臣子之職也以至尊行卑事故不言天王也三月王使毛伯來㑹葬又曰刺比失禮故亦不言天王也寗案僖二十四年天王出居于鄭不可最大矣禮天子旣有賵含之制傳但譏二事共一使耳言且所以示譏一事無再貶之道也以天王之尊㑹人妾祖母之葬誠失禮矣孰若使任叔之子來聘使家父來求車之不可乎此三者皆言天王明非義之所存舊史有詳略夫子因而弗革故知曲說雖巧致逺則滯矣○錫星歷反賁音奔鈇方胡反鉞音越秬音巨黒黍鬯勑亮皮香酒也悖𥙷對反含胡暗反賵芳鳯反刺七賜反一使所吏反任音壬滯乃計反一本作泥
禮有受命無來錫命錫命非正也,賞人於朝與士共之當召而錫也周禮大宗伯職曰王命諸侯則儐之是來受命○朝直遥反儐必刃反
生服之死行之禮也生不服死追錫之不正甚矣○王姬歸于齊爲之中者歸之也○齊師遷紀郱鄑郚紀國也郱鄑郚國也,此國以三言爲名○邢歩丁反鄑子移反郚音吾
