source,commentary
僖公,名申惠王十八年即位
第五范甯集解元年繼弑,音試
于聶,女輒反
齊侯與,音餘
見其,賢徧反下復見及注同
君將,子匠反下同
以其不足乎揚,絶句稱揚也
狄難,乃旦反
邢復,扶又反注下注並同
是郷,許亮反本又作向注同
㫖見,賢徧反
于檉,勑貞反一本作朾音同
公敗,必邁反下皆同
于偃,于晚反一本作堰音同
于麗,力池反
莒挐,女居反又女加反
惡公子,烏路反
之紿,徒乃反欺詐也
相說,音恱
士卒,子忽反
相搏,音博手搏也
孟勞,如字孟勞寶刀名
王赫,呼白反
當舎,音捨
佻身,他堯反又徒堯反
爲齊桓,于僞反
二年通令,力呈反
夏陽,戸雅反左氏作下陽
先晉,蘇薦反下文及注同
之塞,蘇代反注同
屈産,其勿反又君勿反地名也
之乗,繩證反
駿馬,音俊
不借,子夜反及下不借而借皆同
中廏,音救
之竒,其冝反
而懦,乃亂反又乃臥反
又少,詩召反下同
長於,丁丈反
言提,徒兮反本又作題音同
能彊,其良反又其丈反
玩好,呼報反
中知,音智下同
以上,時掌反
臣料,力彫反又力弔反
之使,所吏反
不便,婢面反
謂與,音餘
諺言,音彦
挈其,去結反
操璧,七刀反
加長,丁丈反
于貫,古亂反
勤雨,如字麋氏音覲後年同
三年搢,音進又音箭
笏,音忽
而朝,直遥反
插也,楚洽反
莅盟,音利又音類
四年蔡潰,户内反
蓋爲,于僞反下爲退同
于陘,音刑
惡之,烏路反下同
黒臀,徒門反
召陵,上照反
欲令,力呈反下同
得與,音預又如字
爲僅,其靳反
菁茅,子丁反下亡交反菁茅香草也尚書傳云菁以爲菹茅以縮酒
縮,所六反
袁濤,徒刀反
哆然,昌者反又昌氏反
鄭詹,之廉反
惡之,烏路反下同
五年惡晉,烏路反
朝其子,直遥反下皆同
爲志,于僞反下同
參譏,七南反又音三
首戴,左氏作首上
敢令,力呈反
而復,扶又反下同
塊然,苦對反又苦怪反
控大,苦貢反
背衆,音佩
之稱,尺證反下齊稱同
舎其,音捨
舛而,昌兖反
緼於,紆粉反
包裹,上音苞下音果
其處,昌慮反
相爲,于僞反又如字
六年著鄭,張慮反注同
辟義,音避
七年來朝,直遥反
