source,commentary
莊子雜篇讓王第二十八,音義曰以事名篇
尭以天下讓許由許由不受又讓於子州支父子州支父曰以我爲天子猶之可也雖然我適有幽憂之病方且治之未暇治天下也,〇支父音甫李云支父字也即支伯也幽憂之病王云謂其病深固也
夫天下至重也而不以害其生又况他物乎唯無以天下爲者可以託天下也舜讓天下於子州支伯子州支伯曰予適有幽憂之病方且治之未暇治天下也故天下大器也而不以易生此有道者之所以異乎俗者也舜以天下讓善卷善卷曰余立於宇宙之中冬日衣皮毛夏日衣葛絺春耕種形足以勞動秋收歛身足以休食日出而作日入而息逍遙於天地之間而心意自得吾何以天下爲哉,〇善卷眷勉反居阮反又音眷李云姓善名卷衣於旣反下同
悲夫子之不知余也遂不受於是去而入深山莫知其處,○處昌慮反
舜以天下讓其友石戸之農石戸之農曰捲捲乎后之爲人葆力之士也,〇石戸本亦作后農李云石戸地名農農人也捲捲音權郭音眷用力貌葆音保字亦作保
以舜之德爲未至也於是夫⬤妻戴攜子以入於海終身不反也,〇以入於海司馬云凡言入者皆居於州島之上與其曲隈中也
大王亶父居邠狄人攻之,○大音泰下同亶丁但反父音甫下同邠筆貧反徐甫巾反
事之以皮帛而不受事之以犬馬而不受事之以珠玉而不受狄人之所求者土地也大王亶父曰與人之兄居而殺其弟與人之父居而殺其子吾不忍也子皆勉居矣爲吾臣與爲狄人臣奚以異且吾聞之不以所用養害所養因杖筴而去之民相連而從之遂成國於岐山之下,〇不以所用養害所養而所以養人也今爭以殺人是以地害人也人爲地養故不以地故害人也杖直亮反筴初革反連力展反司馬云連讀曰輦岐其冝反或作而支反
夫大王亶父可謂能尊生矣能尊生者雖貴冨不以養傷身雖貧賤不以利累形今世之人居高官尊爵者皆重失之見利輕亡其身豈不惑哉,〇不以養傷身不以利累形王云冨貴有養而不以昧養傷身貧賤無利而不以求利累形也
越人三世弑其君王子捜患之逃乎丹穴而越國無君求王子捜不得從之丹穴王子捜不肯出越人薫之以艾乗以王輿,〇弑音試王子捜素羔反又悉遘反又邀構反李云王子名淮南子作翳丹穴爾雅云南戴日爲丹穴艾古盖反王輿一本作玉輿
