source,commentary
莊子外篇田子方第二十一,音義曰以人名篇
田子方侍坐於魏文侯數稱谿工文侯曰谿工子之師邪子方曰非也無擇之里人也稱道數當故無擇稱之文侯曰然則子無師邪子方曰有曰子之師誰邪子方曰東郭順子文侯曰然則夫子何故未嘗稱之子方曰其爲人也眞,無假也〇田子方李云魏文侯師也名無擇數稱⬤角反又所主反下同谿音溪又音⬤司馬本作雞工李云谿工賢人也
人貌而天,雖貌與人同而獨任自然
虚縁而葆真,虚而順物故真不失〇葆音保本亦作保
清而容物,夫清者患於大潔今清而容物與天同也〇大音泰
物無道正容以悟之使人之意也消,曠然清虚正巳而巳而物邪自消〇邪似嗟反
無擇何足以稱之子方出文侯儻然終日不言召前立臣而語之曰遠矣全德之君子始吾以聖知之言仁義之行爲至矣吾聞子方之師吾形解而不欲動口鉗而不欲言,自覺其近〇儻然敕蕩反司馬云失志貌語魚據反知音智行下孟反解戸買反鉗其炎反徐其嚴反
吾所學者真土梗耳,非眞物也○直如字本亦作真下句同元嘉本此作眞下句作直土梗更猛反司馬云土梗土人也遭雨則壞
夫魏眞爲我累耳,知至貴者以人爵爲累也
温伯雪子適齊舎於魯魯人有請見之者温伯雪子曰不可吾聞中國之君子明乎禮義而陋於知人心吾不欲見也至於齊反舎於魯是人也又請見温伯雪子曰徃也蘄見我今也又蘄見我是必有以振我也出而見客入而歎明曰見客又入而歎其僕曰毎見之客也必入而歎何邪曰吾固告子矣中國之民明乎禮義而陋乎知人心昔之見我者進退一成規一成矩從容一若龍一若虎,槃辟其歩逶蛇其迹○温伯雪子李云南國賢人也蘄音祈從七容反辟婢亦反遺如字本又作逶於危反蛇以支反
其諫我也似子其道我也似父,禮義之弊有斯飾也〇道音導
是以歎也仲尼見之而不言,巳知其心矣
子路曰吾子欲見温伯雪子乆矣見之而不言何邪仲尼曰若夫人者目擊而道存矣亦不可以容聲矣,目裁徃意巳逹無所容其德音也〇夫音符目擊而道存矣司馬云見其目動而神實巳著也擊動也
顔淵問於仲尼曰夫子歩亦歩夫子趨亦趨夫子馳亦馳夫子奔逸絶塵而回瞠若乎後矣夫子曰回何謂邪曰夫子歩亦歩也夫子言亦言也夫子趨亦趨也夫子辯亦辯也夫子馳亦馳也夫子言道回亦言道也及奔逸絶塵而回瞠⬤乎後者夫子不言而信不比而周無器而民滔乎前而不知所以然而巳矣仲尼曰惡可不察與夫哀莫大於心死而人死亦次之,夫心以死爲死乃更速其死其死之速由哀以自䘮也無哀則巳有哀則心死者乃哀之大也〇奔逸司馬本逸作敵瞠敕庚反又丑郎反字林云直視貌一音斜視又行下孟反器剛志反滔乎前吐刀反謂無人君之器滔聚其前也〇馳直而反惡音烏與音餘下哀與同䘮息浪反下章同
日出東方而入於西極萬物莫不比方,皆可見也
有目有趾者待是而後成功,目成見功足成行功也
是出則存是入則亡,直以不見爲亡耳竟不亡
萬物亦然有待也而死有待也而生,待隱謂之死待顯謂之生竟無死生也
吾一受其成形而不化以待盡,夫有不得變而爲無故一受成形則化盡無期也
效物而動,自無心也
日夜無⬤,恒化新也
而不知其所終,不以死爲死也
薫然其成形,薫然自成又奚爲哉○薰許云反
知命不能規乎其前丘以是日徂,不係於前與變俱徃故曰徂〇徂如字司馬本作疽云病也
吾終身與女交一臂而失之可不哀與,夫變化不可執而留也故雖執臂相守而不能令停若哀死者則此亦可哀也今人未甞以此爲哀奚獨哀死邪〇令力呈反下章注同女音汝
女殆著乎吾所以著也彼巳盡矣而女求之以爲有是求馬於唐肆也,唐肆非停馬處也言求向者之有不可復得也人之生⬤馬之過肆耳恒無駐湏⬤新故之相續不舎晝夜也著見也言女殆見吾所以見者耳吾所以見者日新也故巳盡矣女安得有之〇殆著乎吾所以著也郭著音張慮反注同又一音張略反司馬云吾所以著者外化也女殆庻於此耳吾一不化者則非女所及也是求馬於唐肆也郭云唐肆非停馬處也李同又云唐亭也司馬本作廣肆云廣庭也求馬於市肆廣庭非其所也處昌慮反復扶又反舎音捨
吾服女也甚忘,服者思存之謂也甚忘謂過去之速也言女去忽然思之恒欲不及
女服吾也亦甚忘,俱爾耳不問賢之與聖未有得停者
雖然女奚患焉雖忘乎故吾吾有不忘者存,不忘者存謂繼之以日新也雖忘故吾而新吾巳至未始非吾吾何患焉故能離俗絶塵而與物無不㝠也〇離力智反下章又同
孔子見老聃老聃新沐方將⬤髪而乾慹然似非人,寂泊之至〇⬤皮⬤反乾本或作干慹乃牒反又丁立反司馬云不動貌說文云怖也泊歩各反
孔子便而待之少焉見曰丘也眩與其信然與向者先生形體掘⬤槁木似遺物離人而立於獨也,無其心身而後外物去也〇待或作侍見賢遍反眩玄遍反與音餘下同掘徐音屈槁苦老反
老聃曰吾遊於物之初,初未有而歘有故遊於物初然後明有物之不爲而自有也〇欵訓弗反
孔子曰何謂邪曰心困焉而不能知口辟焉而不能言,欲令仲尼必求之於言意之表也○辟必亦反司馬云辟卷不開也又婢亦反徐敷赤反
嘗爲女議乎其將,試議隂陽以擬向之無形耳未之敢必○爲于僞反
至隂肅肅至陽赫赫肅肅出乎天赫赫發乎地,言其交也
兩者交通成和而物生焉或爲之紀而莫見其形,莫見爲紀之形明其自爾
消息滿虚一晦一明日改月化日有所爲,未甞守故
而莫見其功,自爾故無功
生有所乎萌,萌於未聚也
死有所乎歸,歸於散也
始終相反乎無端而莫知乎其所窮,所謂迎之不見其首隨之不見其後
非是也且孰爲之宗孔子曰請問遊是老聃曰夫得是至美至樂也得至美而遊乎至樂謂之至人,至美無美至樂無樂故也〇且如字舊子餘反樂音洛下及注同
孔子曰願聞其方曰草食之獸不疾易藪水生之蟲不疾易水行小變而不失其大常也,死生亦小變也〇行下孟反又如字
喜怒哀樂不入於胷次,知其小變而不失大常故次李中也
夫天下也者萬物之所一也得其所一而同焉則四支百體將爲塵垢而死生終始將爲晝夜而莫之能滑而况得䘮禍福之所介乎,愈不足患〇滑古没反介音界
棄隷者⬤棄泥塗知身貴於⬤也,知身之貴於⬤故弃之⬤遺土耳茍知死生之變所在皆我則貴者常在也
貴在於我而不失於變,所貴者我也而我與變俱故無失也
且萬化而未始有極也夫孰足以患心巳爲道者解乎此,所謂縣解〇解戸買反注同
孔子曰夫子德配天地而猶偃至言以脩心古之君子孰能脫焉老聃曰不然夫水之於汋也無爲而才自然矣至人之於德也不脩而物不能離焉若天之自高地之自厚日月之自明夫何脩焉,不脩不爲而自得也〇汋音灼又上⬤反李以略反李云取也
孔子出以告顔回曰丘之於道也其猶醯雞與,醯雞者甕中之蠛蠓〇醯雞許西反司馬云⬤酒上蠛蠓也甕烏弄反蠛亡結反蠓元孔反
