source,commentary
莊子外篇天道第十三,音義曰以義名篇
天道運而無所積故萬物成帝道運而無所積故天下歸聖道運而無所積故海內服,此三者皆恣物之性而無所牽滯也○積謂滯積不通
明於天通於聖六通四辟於帝王之德者其自爲也昧然無不靜者矣,任其自爲故雖六通四辟而無傷於静也○六通謂六氣隂陽風⬤晦明四辟毗赤反謂四方開也昧音妹
聖人之靜也非曰靜也善故靜也,善之乃静則有時而動也
萬物無足以鐃心者故靜也,斯乃自得也○鐃乃孝反又女交反一音而小反
水靜則明燭鬚眉平中准大匠取法焉水靜猶明而況精神聖人之心靜乎天地之鑒也萬物之鏡也,夫有其具而任其自爲故所照無不洞明○中丁仲反大匠或云天子也
夫虚靜恬淡寂漠無爲者天地之平而道德之至,凡不平不至者生於有爲○淡徒暫反
故帝王聖人休焉,未甞動也
休則虚虚則實實者倫矣,倫理也
虚則靜靜則動動則得矣,不失其所以動
靜則無爲無爲也則任事者責矣,夫無爲也則羣才萬品各任其事而自當其責矣故曰巍巍乎舜禹之有天下而不與焉此之謂也○巍魚歸反與音預
無爲則俞俞俞俞者憂患不能處年壽長矣,俞俞然從容自得之貌○俞俞羊朱反廣雅云喜也又音喻從七容反
夫虚靜恬淡寂漠無爲者萬物之本也,尋其本皆在不爲中來
明此以南鄕堯之爲君也明此以北靣舜之爲臣也以此處上帝王天子之德也以此處下玄聖素王之道也,此皆無爲之至也有其道爲天下所歸而無其爵者所謂素王自貴也○鄕許亮反本亦作嚮王于况反注同
以此退居而間游江海山林之士服以此進爲而撫世則功大名顯而天下一也,此又其次也故退則巢許之流進則伊望之倫也夫無爲之體大矣天下何所不爲哉故主上不爲⬤宰之任則伊吕静而司尹矣⬤宰不爲百官之所執則百官静而御事
#SB1_0536-047.png#pagemissing#SB1_0536-048.png#pagemissing者無天怨無人非無物累無⬤責故曰其動也天其靜也地,動静雖殊無心一也
一心定而王天下其⬤不祟其魂不疲,常無心故王天下而不疲病○王往况反注及下王天同祟雖遂反徐息⬤反李云禍也
一心定而萬物服言以虚靜推於天地通於萬物此之謂天樂,我心常静則萬物之心通矣通則服不通則叛
天樂者聖人之心以畜天下也,聖人之心所以畜天下者奚爲哉天樂而巳○畜許六反注同
夫帝王之德以天下爲宗以道德爲主以無爲爲常無爲也則用天下而有餘,有餘者閑暇之謂也
有爲也則爲天下用而不足,不足者汲汲然欲爲物用也欲爲物用故可得而臣也及其爲臣亦有餘也
故古之人貴夫無爲也上無爲也下亦無爲也是下與上同德下與上同德則不臣下有爲也上亦有爲也是上與下同道上與下同道則不主,夫工人無爲於刻木而有爲於用斧主上無爲於親事而有爲於用臣臣能親事主能用臣斧能刻木而工能用斧各當其能則天理自然非有爲也若乃主代臣事則非主矣臣秉主用則非臣矣故各司其任則上下咸得而無爲之理至矣
上必無爲而用天下下必有爲爲天下用此不易之道也,無爲之言不可不察也夫用天下者亦有用之爲耳然自得此爲率性而動故謂之無爲也今之爲天下用者亦自得耳但居下者親事故雖舜禹爲臣猶稱有爲故對上下則君静而臣動比古今則堯舜無爲而湯武有事然各用其性而天機玄發則古今上下無爲誰有爲也
故古之王天下者知雖落天地不自慮也辯雖彫萬物不自⬤也能雖窮海內不自爲也,夫在上者患於不能無爲而代人臣之所司使咎繇不得行其明斷后稷不得施其播殖則羣才失其任而主上困於役矣故冕旒垂目而付之天下天下皆得其自爲斯乃無爲而無不爲者也故上下皆無爲矣但上之無爲則用下下之無爲則自用也○知音智下愚知同⬤音恱咎音羔繇音遥斷丁亂反
