source,commentary
覲禮第十儀禮鄭氏注覲禮至于郊王使人皮弁用璧勞侯氏亦皮弁迎于帷門之外再拜,郊謂近郊去王城五十里小行人職曰凡諸侯入王則迎勞于畿則郊勞者大行人也皮弁者天子之朝朝服也璧無束帛者天子之玉尊也不言諸侯言侯氏者明國殊舎異禮不凡之也郊舎狹寡爲帷宫以受勞掌舎職曰爲帷官設旌門
使者不荅拜遂執玉三揖至于階使者不讓先升侯氏升聽命降再拜稽首遂升受玉,不荅拜者爲人使不當其禮也不讓先升奉王命尊也升者升壇使者東靣致命侯氏東階上西面聽之
使者左還而立侯氏還璧使者受侯氏降再拜稽首使者乃出,左還還南面示將去也立者見侯氏將有事於巳俟之也還玉重禮
侯氏乃止使者使者乃入侯氏與之讓升侯氏先升授几侯氏拜送几使者設几荅拜,侯氏先升賔禮綂焉几者安賔所以崇優厚也上介出止使者則巳布席也
侯氏用束帛乗馬儐使者使者再拜受侯氏再拜送幣,儐使者所以致尊敬也拜者各於其階
使者降以左驂出侯氏送于門外再拜侯氏遂從之,騑馬曰驂左驂設在西者其餘二馬侯氏之士遂以出授使者之從者于外從之者遂隨使者以至朝
天子賜舎,以其新至道路勞苦未受其禮且使即安也賜舎猶致館也所使者司空與小行人爲承擯今文賜作錫
曰伯父女順命于王所賜伯父舎,此使者致館辭
侯氏再拜稽首,受館
儐之束帛乗馬,王使人以命致館無禮猶擯之者尊王使也侯氏受館於外旣則儐使者於内
天子使大夫戒曰某日伯父帥乃初事,大夫者卿爲訝者也掌訝職曰凡訝者賔客至而徃詔相其事戒猶告也其爲告使順循其事也𥘉猶故也今文帥作率
侯氏再拜稽首,受覲日也
諸侯前朝皆受舎于朝同姓西面北上異姓東面北上,言諸侯者明來朝者衆矣顧其入覲不得並耳受舎於朝受次於文王廟門之外聘禮記曰宗人授次次以帷少退于君之次則是次也言舎者尊舎也天子使掌次爲之諸侯上介先朝受焉此覲也言朝者覲遇之禮雖簡其來之心猶若朝也分别同姓異姓受之將有先後也春秋傳曰寡人若朝于薛不敢與諸任齒則周禮先同姓
侯氏禆冕釋幣于禰,將覲質明時也禪冕者衣禆衣而冠冕也禆之爲言埤也天子六服大裘爲上其餘爲禆以事尊卑服之而諸侯亦服焉上公衮無升龍侯伯鷩子男毳孤絺卿大夫玄此差司服所掌也禰謂行主遷主矣而云禰親之也釋幣者告將覲也其釋幣如聘大夫將受命釋幣于禰之禮旣則祝藏其幣歸乃埋之於祧西階之東
乗墨車載龍旂弧韣乃朝以瑞玉有繅,墨車大夫制也乗之者入天子之國車服不可盡同也交龍爲旂諸侯之所建弧所以張縿之弓也弓衣曰韣瑞玉謂公桓圭侯信圭伯躬圭子榖璧男蒲璧繅所以藉玉以韋衣木廣袤各如其玉之大小以朱白蒼爲六色今文玉爲璧繅或爲璪
天子設斧依於戸牖之間左右几,依如今綈素屏風也有屏斧文所以示威也斧謂之黼几玉几也左右者優至尊也其席莞席紛純加繅席畫純加次席黼純
天子衮冕負斧依,衮衣者禆之上也繢之繡之爲九章其龍天子有升龍有降龍衣此衣而冠冕南郷而立以俟諸侯見
嗇夫承命告于天子,嗇夫蓋司空之屬也爲末擯承命於侯氏下介傳而上上擯以告天子天子見公擯者五人見侯伯擯者四人見子男擯者三人皆宗伯爲上擯春秋傳曰嗇夫馳
天子曰非他伯父實來予一人嘉之伯父其入予一人將受之,言非他者親之辭嘉之者美之辭也上擯又傅此而下至嗇夫侯氏之下介受之傳而上上介以告其君君乃許入今文實作寔嘉作賀
侯氏入門右坐奠圭再拜稽首,入門右執臣道不敢由賔客位也卑者見尊奠摯而不授
擯者謁,謁猶告也上擯告以天子前辭欲親受之如賔客也其辭所易者曰伯父其升
侯氏坐取圭升致命王受之玉侯氏降階東北面再拜稽首擯者延之曰升升成拜乃出,擯者請之侯氏坐取圭則遂左降拜稽首送玉也從後詔禮曰延延進也
