source,commentary
聘禮第八儀禮鄭氏注聘禮君與卿圖事,圖謀也謀聘故及可使者謀事者必因朝其位君南面卿西面大夫北面士東面
遂命使者,遂猶因也旣謀其人因命之也聘使卿
使者再拜稽首辭,辭以不敏
君不許乃退,退反位也受命者必進
旣圖事戒上介亦如之,旣巳也戒猶命也巳謀事乃命上介難於使者易於介
宰命司馬戒衆介衆介皆逆命不辭,宰上卿貳君事者也諸侯謂司徒爲宰衆介者士也士屬司馬周禮司馬之屬司士堂作士適四方使爲介逆猶受也
宰書幣,書聘所用幣多少也宰又掌制國之用
命宰夫官具,宰夫宰之屬也命之使衆官具幣及所宜齎
及期夕幣,及猶至也夕幣先行之日夕陳幣而視之重聘也
使者朝服帥衆介夕,視其事也古文帥皆作率
管人布幕于寢門外,管猶館也舘人謂掌次舎帷幕者也布幕以承幣寢門外朝也古文管作官今文布作敷
官陳幣皮北首西上加其奉於左皮上馬則北面奠幣于其前,奉所奉以致命謂束帛及玄纁也馬言則者此享主用皮或時用馬馬入則在幕南皮馬皆乗古文奉爲卷今文無則
使者北面衆介立于其左東上,旣受行同位也位在幕南
卿大夫在幕東西面北上,大夫西面辟使者
宰入告具于君君朝服出門左南郷,入告入路門而告
史讀書展幣,展猶校録也史幕東西面讀書賈人坐撫其幣毎者曰在必西面者欲君與使者俱見之也
宰執書告備具于君授使者使者受書授上介,史展幣畢以書還授宰宰旣告備以授使者其受授皆北面
公揖入,揖禮羣臣
官載其幣舎于朝,待旦行也
上介視載者,監其安處之畢乃出
所受書以行,爲當復展
厥明賔朝服釋幣于禰,告爲君使也賔使者謂之賔尊之也天子諸侯將出告羣廟大夫告禰而已凡釋幣設洗盥如祭
有司筵几于室中祝先入主人從入主人在右再拜祝告又再拜,更云主人者廟中之稱也祝告告以主人將行也
釋幣制玄纁束奠于几下出,祝釋之也凡物十曰束玄纁之率玄居三纁居二朝貢禮云純四只制丈八尺
主人立于戶東祝立于牖西,少頃之間示有俟於神
又入取幣降卷幣實于笲埋于西階東,又入者祝也埋幣必盛以器若藏之然
又釋幣于行,告將行也行者之先其古人之名未聞天子諸侯有常祀在冬大夫三祀曰門曰行曰厲喪禮有毀宗躐行出于大門則行神之位在廟門外西方不言埋幣可知也今時民春秋祭祀有行神古之遺禮乎
遂受命,賔須介來乃受命也言遂者明自是出不復入
上介釋幣亦如之,如其於禰與行
上介及衆介俟于使者之門外,俟待也待於門外東面北上
