source,commentary
君奭第十八卷之十爲保,太保也
爲師,太師也馬云保氏師氏皆大夫官
相,息亮反
左右,馬云分陜爲二伯東爲左西爲右
不說,音恱
奭,始亦反召公名
弔,音的
棐,音匪又芳鬼反
忱,市林反
其終,終馬本作崇云充也
君巳,音以
遏,於葛反徐音謁絶反
佚,音逸
不易,以豉反注同
諶,氏壬反
我道,馬本作我迪
去之,上如字又起吕反
尹摰,音至
隕,于敏反
傅說,音恱
安治,直吏反下同
屏,賔領反
辟,必亦反
重勸,上直用反
虢,寡白反徐公伯反
閎,音宏
夭,於表反徐於驕反
散宜,上素但反
顛,丁田反又音田
南宮括,土活反南宮氏括名也馬本作南君
胥附,毛詩作疏附傳曰率下親上曰疏附鄭箋云疏附使疏者親也
奔走,奔又作本走又作奏音同詩傳云喻徳宣譽曰奔奏鄭箋云奔走使人歸趨
先後,上悉薦反下户豆反毛詩傳云相導前後曰先後
御侮,詩傳云武臣折衝曰禦侮
蔑,徐亡結反
迪見,賢遍反注同
冒,莫報反下同馬作朂勉也
聞于,上音問或如字
輔相,息亮反
造,才老反一音七到反
鳴鳥,馬云鳴鳥謂鳯皇也本或作鳴鳯者非
以朝,直遙反
之易,以豉反
為汝民,上于偽反
亶,丁但反
喪,息浪反
否,方九反
戡,音堪
不勝,音升
俾,必耳反
懈,佳賣反
鮮,息淺反
