source,commentary
大禹謨第三卷之二,徐云本虞書緫爲一卷凡十二卷今依七志七録爲十三卷
皐,音髙
陶,音遥
矢,本又作
謨,字又作謩
申重,直用反下同
文命,孔云文德敎命也先儒云文命禹名
易,以豉反
治,直吏反
俞,羊朱反
攸,音由徐以帚反
寧,安也說文安寧如此願辭也
舎,音捨
告,故毒反
矜,居陵反
眷,俱倦反
奄,於簡反
迪,徒歷反
響,許丈反
應,應對之應下應風同
吁,況俱反
度,徒布反注守度同
虞度,下徒洛反後億度同
樂,音洛
去,起吕反
熙,火其反
咈,扶弗反
戾,連弟反
怠,音待
惰,徒卧反
曰於,音烏
歌樂,下音洛
俾,必爾反
壞,乎怪反
治,直吏反
格,庚白反
朕,直錦反
耄,莫報反
倦,其眷反
期頤,以之反期要頤養也
厭,於豔反
懈,于賣反
種,章用反
降,江巷反
治,直吏反注下同
當,丁浪反又如字
懋,音茂
愆,起䖍反
宥,音又
辜,音孤
好生,上呼報反
儆,居領反
重,直用反
假,工雅反
盡,津忍反
爲民,于僞反
丕,普悲反大也徐甫眉反
聽,徐天定反
出,如字徐尺遂反
好,如字徐許到反
枚,音梅
蔽,必世反徐甫世反
斷,丁亂反
僉,七潛反
禁,今鴆反又音金
正月,音政徐音征
數,音朔
濟濟,子禮反
蠢,春允反
侮,亡甫反
慢,亡諫反
咎,其九反
誥,古報反
憚,徒旦反一音丹末反
脅,許業反
弗届,下音戒
田,本或作畋
號,亡髙反
旻,武巾反
慝,他側反
載見,賢遍反
瞽,音古
瞍,素后反
夔夔,求龜反
齊,側皆反
諴,音咸
矧,失忍反
易,以豉反
當,丁浪反下同
還,經典皆音旋
誕,音但
階,徐音皆
楯,食允反
翳,於計反
闡,尺善反
洞,徒弄反
蠡,音禮
