夏官司馬第四鄭氏註惟王建國辨方正位體國經野設官分職以爲民極乃立夏官司馬使帥其屬而掌邦政以佐王平邦國	政正也所以正不正者也孝經說曰政者正也正德名以行道
政官之屬大司馬卿一人小司馬中大夫二人軍司馬下大夫四人輿司馬上士八人行司馬中士十有六人旅下士三十有二人府六人史十有六人胥三十有二人徒三百有二十人	輿衆也行謂軍行列晉作六軍而有三行取名於此
凡制軍萬有二千五百人爲軍王六軍大國三軍次國二軍小國一軍軍將皆命卿二千有五百人爲師師帥皆中大夫五百人爲旅旅帥皆下大夫百人爲卒卒長皆上士二十五人爲兩兩司馬皆中士五人爲伍伍皆有長	軍師旅卒兩伍皆衆名也伍一比兩一閭卒一族旅一黨師一州軍一郷家所出一人將帥長司馬者其師吏也言軍將皆命卿則凡軍帥不特置選於六官六郷之吏自郷以下德任者使兼官焉鄭司農云王六軍大國三軍次國二軍小國一軍故春秋傳有大國次國小國又曰成國不過半天子之軍周爲六軍諸侯之大者三軍可也詩大雅常武曰赫赫明明王命卿士南仲大祖大師皇父整我六師以脩我戎旣儆旣戒惠此南國大雅文王曰周王于邁六師及之此周爲六軍之見于經也春秋傳曰王使虢公命曲沃伯以一軍爲晉侯此小國一軍之見千傳也百人爲卒二十五人爲兩故春秋傳曰廣有一卒卒偏之兩○將子匠反凡軍將將帥之類放此帥所類反下皆同卒子忽反後皆同長丁丈反卷內不出者放此比毗志反大祖音泰下大師大僕同儆京領反廣光浪反
一軍則二府六史胥十人徒百人司勲上士二人下士四人府二人史四人胥二人徒二十人	故書勲作勛鄭司農云勛讀爲勲勲功也此官主功賞故曰掌六郷賞地之法以等其功○勛香云反又音訓
馬質中士二人府一人史二人賈四人徒八人	質平也主買馬平其大小之賈直○賈音嫁注及下同
量人下士二人府一人史四人徒八人	量猶度也謂以丈尺度地○量音亮或音良下同度待洛反下同
小子下士二人史一人徒八人	小子主祭祀之小事
羊人下士二人史一人賈二人徒八人司爟下士二人徒六人	故書爟爲燋杜子春云燋當爲爟書亦或爲爟爟爲私火玄謂爟讀如予若觀火之觀今燕俗名湯熱爲觀則爟火謂熱火與〇爟古喚反燋哉約反又音灼觀古喚反下同與音餘
掌固上士二人下士八人府二人史四人胥四人徒四十人	固國所依阻者也國曰固野曰險易曰王公設險以守其國
司險中士二人下士四人史二人徒四十人掌疆中士八人史四人胥十有六人徒百有六十人	疆界也
候人上士六人下士十有二人史六人徒百有二十人	候候迎賔客之來者
環人下士六人史二人徒十有二人	環猶郤也以勇力卻敵〇環戸關反又戸串反
挈壷氏下士六人史二人徒十有二人	挈讀如絜髮之絜壷盛水器也世主挈壷水以爲漏○挈苦結反一音結又戶結反
射人下大夫二人上士四人下士八人府二人史四人胥二人徒二十人服不氏下士一人徒四人	服不服不服之獸者
射鳥氏下士一人徒四人	○射食亦反
羅氏下士一人徒八人	能以羅罔搏鳥者郊特牲曰大羅氏天子之掌鳥獸者
掌畜下士二人史二人胥二人徒二十人	畜謂斂而養之○畜許六反又許又反
司士下大夫二人中士六人下士十有二人府二人史四人胥四人徒四十人諸子下大夫二人中士四人府二人史二人胥二人徒二十人	諸子主公卿大夫士之子者或曰庶子
司右上士二人下士四人府四人史四人胥八人徒八十人	右謂有勇力之士充王車右
虎賁氏下大夫二人中士十有二人府二人史八人胥八十人虎士八百人	不言徒曰虎士則虎士徒之選有勇力者○賁音奔下同
旅賁氏中士二人下士十有六人史二人徒八人節服氏下士八人徒四人	世爲王節所衣服○爲于僞反
方相氏狂夫四人	方相猶言放想可畏怖之貌○放方丈反
大僕下大夫二人小臣上士四人祭僕中士六人御僕下士十有二人府二人史四人胥二人徒二十人	僕侍御於尊者之名大僕其長也
隷僕下士二人府一人史二人胥四人徒四十人	此吏而曰隷以其事褻
弁師下士二人工四人史二人徒四人	弁者古冠之大稱委貌緇布曰冠○弁皮彦反稱尺證反
司甲下大夫二人中士八人府四人史八人胥八人徒八十人	甲今之鎧也司甲兵戈盾官之長○鎧苦愛反盾常允反
司兵中士四人府二人史四人胥二人徒二十人司戈盾下士二人府一人史二人徒四人	戈今時句孑㦸○句古侯反
司弓矢下大夫二人中士八人府四人史八人胥八人徒八十人	司弓矢弓弩矢箙官之長○箙音服
繕人上士二人下士四人府一人史二人胥二人徒二十人	繕之言勁也善也
槀人中士四人府二人史四人胥二人徒二十人	鄭司農云槀讀爲芻槀之槀箭幹謂之槀此官主弓弩箭矢故謂之槀人○稾古老反幹如字又古旱反
戎右中大夫二人上士二人	右者參乘此充戎路之右田獵亦爲之右焉○乘繩證反
齊右下大夫二人	充玉路金路之右○齊側皆反下同
道右上士二人	充象路之右
大馭中大夫二人	馭之最尊○馭音御
戎僕中大夫二人	馭言僕者此亦侍御於車
齊僕下大夫二人	古者王將朝覲會同必齊所以敬宗廟及神明也
道僕上士十有二人	王朝朝莫夕主御王以與諸臣行先王之道○朝朝上如字下直遥反莫音暮
田僕上士十有二人馭夫中士二十人下士四十人校人中大夫二人上士四人下士十有六人府四人史八人胥八人徒八十人	校之爲言校也主馬者必仍校視之校人馬官之長〇校戶敎反
趣馬下士皁一人徒四人	趣馬趣養馬者也鄭司農說以詩曰蹶維趣馬〇趣七口反又淸須反皁才早反趣養淸須反又七口反七句反蹶居衞反
巫馬下士二人醫四人府一人史二人賈二人徒二十人	巫馬知馬祖先牧馬社馬步之神者馬疾若有犯焉則知之是以使與醫同職
牧師下士四人胥四人徒四十人	主牧放馬而養之
廋人下士閑二人史二人徒二十人	廋之言數○廋所求反數色主反
圉師乘一人徒二人圉人良馬匹二人駑馬麗一人	養馬曰圉四馬爲乘良善也麗耦也○圉魚呂反乘繩證反
職方氏中大夫四人下大夫八人中士十有六人府四人史十有六人胥十有六人徒百有六十人	職主也主四方之職貢者職方氏主四方官之長
土方氏上士五人下士十人府二人史五人胥五人徒五十人	土方氏主四方邦國之土地
懷方氏中士八人府四人史四人胥四人徒四十人	懷來也主來四方之民及其物
合方氏中士八人府四人史四人胥四人徒四十人	合方氏主合同四方之事
訓方氏中士四人府四人史四人胥四人徒四十人	訓道也主敎道四方之民
形方氏中士四人府四人史四人胥四人徒四十人	形方氏主制四方邦國之形體
山師中士二人下士四人府二人史四人胥四人徒四十人川師中士二人下士四人府二人史四人胥四人徒四十人邍師中士四人下士八人府四人史八人胥八人徒八十人	邍地之廣平者〇邍音原
匡人中士四人史四人徒八人	匡正也主正諸侯以法則
撢人中士四人史四人徒八人	撢人主撢序王意以語天下〇撢他南反與探同語魚據反
都司馬每都上士二人中士四人下士八人府二人史八人胥八人徒八十人	都王子弟所封及三公采地也司馬主其軍賦
家司馬各使其臣以正於公司馬	家卿大夫采地正猶聽也公司馬國司馬也卿大夫之采地王不特置司馬各自使其家臣爲司馬主其地之軍賦往聽政於王之司馬王之司馬其以王命來有事則曰國司馬
大司馬之職掌建邦國之九灋以佐王平邦國	平成也正也
制畿封國以正邦國	封謂立封於疆爲界
設儀辨位以等邦國	儀謂諸侯及諸臣之儀辨别也别尊卑之位
進賢興功以作邦國	興猶舉也作起也起其勸善樂業之心使不惰廢
建牧立監以維邦國	牧州牧也監監一國謂君也維猶聮結也○監一古銜反
制軍詰禁以糾邦國	詰猶窮治也糾猶正也○詰去吉反
施貢分職以任邦國	職謂賦稅也任猶事也事以其力之所堪
簡稽郷民以用邦國	簡謂比數之稽猶計也○郷許亮反
均守平則以安邦國	諸侯有土地者均之尊者守大卑者守小則法也
比小事大以和邦國	比猶親使大國親小國小國事大國相合和也易比象曰先王以建萬國親諸侯○比毗志反
以九伐之灋正邦國	諸侯有違王命則出兵以征伐之所以正之也諸侯之于國如樹木之有根夲是以言伐云
馮弱犯寡則眚之	馮猶乘陵也言不字小而侵侮之眚猶人眚瘦也王霸記曰四面削其地○馮皮冰反眚所景反瘦所又反
賊賢害民則伐之	春秋傳曰粗者曰侵精者曰伐又曰有鍾鼓曰伐則伐者兵入其竟鳴鍾鼓以往所以聲其罪
暴內陵外則壇之	內謂其國外謂諸侯壇讀如同墠之墠王霸記曰置之空墠之地鄭司農云壇讀從憚之以威之憚書亦或爲墠玄謂置之空墠以出其君更立其次賢者○壇音善
野荒民散則削之	荒蕪也田不治民不附削其地明其不能有
負固不服則侵之	負猶恃也固險可依以固者也不服不事大也侵之者兵加其竟而巳用兵淺者詩曰密人不恭敢距大邦
賊殺其親則正之	正之者執而治其罪王霸記曰正殺之也春秋僖二十八年冬晉人執衞侯歸之于京師坐殺其弟叔武
放弑其君則殘之	放逐也殘殺也王霸記曰殘滅其爲惡
犯令陵政則杜之	令猶命也王霸記曰犯令者違命也陵政者輕政法不循也杜之者杜塞使不得與鄰國交通
外內亂鳥獸行則滅之	王霸記曰悖人倫外內無以異于禽獸不可親百姓則誅滅去之也曲禮曰夫唯禽獸無禮故父子聚麀〇行下孟反悖必內反去起呂反
正月之吉始和布政于邦國都鄙乃縣政象之灋于象魏使萬民觀政象挾日而斂之	以正月朔日布王政於天下至正歲又縣政法之書挾日十日也〇縣音玄挾子協反
乃以九畿之籍施邦國之政職方千里曰國畿其外方五百里曰侯畿又其外方五百里曰甸畿又其外方五百里曰男畿又其外方五百里曰采畿又其外方五百里曰衞畿又其外方五百里曰蠻畿又其外方五百里曰夷畿又其外方五百里曰鎭畿又其外方五百里曰蕃畿	畿猶限也自王城以外五千里爲界有分限者九籍其禮差之書也政職所共王政之職謂賦稅也故書畿爲近鄭司農云近當言畿春秋傳曰天子一畿列國一同詩殷頌曰邦畿千里維民所止○共音恭凡供字皆作共後放此
凡令賦以地與民制之上地食者參之二其民可用者家三人中地食者半其民可用者二家五人下地食者參之一其民可用者家二人	賦給軍用者也令邦國之賦亦以地之美惡民之衆寡爲制如六遂矣鄭司農云上地謂肥美田也食者參之二假令一家有三頃歲種二頃休其一頃下地食者參之一田薄惡者所休多○令平聲
中春敎振旅司馬以旗致民平列陳如戰之陳	以旗者立旗期民於其下也兵者守國之備孔子曰以不敎民戰是謂棄之兵者凶事不可空設因蒐狩而習之凡師出曰治兵入曰振旅皆習戰也四時各敎民以其一焉春習振旅兵入收衆專於農平猶正也○中音仲下放此陳直覲反下皆同餘以意求之
辨鼓鐸鐲鐃之用王執路鼓諸侯執賁鼓軍將執晉鼓師帥執提旅帥執鼙卒長執鐃兩司馬執鐸公司馬執鐲	鼓人職曰以路鼓鼓鬼享以賁鼓鼓軍事以晉鼓鼓金奏以金鐃止鼓以金鐸通鼓以金鐲節鼓鄭司農云辨鼓鐸鐲鐃之用謂鉦鐸之屬鐲讀如濁其源之濁鐃讀如讙嘵之嘵提讀如攝提之提謂馬上鼓有曲木提持鼓立馬髦上者故謂之提杜子春云公司馬謂五人爲伍伍之司馬也玄謂王不執賁鼓尙之於諸侯也伍長謂之公司馬者雖卑同其號○辨如字又方免反鐲直角反鐃女交反賁扶云反鼙薄兮反讙火官反
以敎坐作進退疾徐䟽數之節	習戰法○數音朔
遂以蒐田有司表貉誓民鼓遂圍禁火弊獻禽以祭社	春田爲蒐有司大司徒也掌大田役治徒庶之政令表貉立表而貉祭也誓民誓以犯田法之罰也誓曰無干車無自後射立旌遂圍禁旌弊爭禽而不審者罰以假馬禁者虞衡守禽之厲禁也旣誓令鼓而圍之遂蒐田火弊火止也春田主用火因焚萊除陳草皆殺而火止獻猶致也屬也田止虞人植旌衆皆獻其所獲禽焉詩云言私其豵獻肩于公春田主祭社者土方施生也鄭司農云貉讀爲禡禡謂師祭也書亦或爲禡○貉莫駕反弊婢世反射食亦反施式豉反
中夏敎茇舍如振旅之陳羣吏撰車徒讀書契辨號名之用帥以門名縣鄙各以其名家以號名郷以州名野以邑名百官各象其事以辨軍之夜事其他皆如振旅	茇讀如萊沛之沛茇舍草止之也軍有草止之法撰讀曰算算車徒謂數擇之也讀書契以簿書校録軍實之凡要號名者徽識所以相别也郷遂之屬謂之名家之屬謂之號百官之屬謂之事在國以表朝位在軍又象其制而爲之被之以備死事帥謂軍將及師帥旅帥至伍長也以門名者所被徽識如其在門所樹者也凡此言以也象也皆謂其制同耳軍將皆命卿古者軍將蓋爲營治於國門魯有東門襄仲宋有桐門右師皆上卿爲軍將者也縣鄙謂縣正鄙師至鄰長也家謂食采地者之臣也郷以州名亦謂州長至比長也野謂公邑大夫百官以其職從王者此六者皆書其官與名氏焉門則襄仲右師明矣郷則南郷甀東郷爲人是也其他象此云某某之名某某之號某某之事而巳未盡聞也郷遂大夫文錯不見以其素信于民不爲軍將或爲諸帥是以闕焉夜事戒夜守之事草止者愼於夜於是主别其部職○茇蒲末反撰息轉反又仕轉反又音算沛步未反一音貝又普貝反數色主反簿步古反後放此識音志一音試甀直僞反
遂以苗田如蒐之灋車弊獻禽以享礿	夏田爲苗擇取不孕任者若治苗去不秀實者云車弊驅獸之車止也夏田主用車示所取物希皆殺而車止王制曰天子殺則下大綏諸侯殺則下小綏大夫殺則止佐車佐車止則百姓田獵礿宗廟之夏祭也冬夏田主于祭宗廟者隂陽始起象神之在內○礿餘若反綏而誰反
中秋敎治兵如振旅之陳辨旗物之用王載大常諸侯載旂軍吏載旗師都載旜郷遂載物郊野載旐百官載旟各書其事與其號焉其他皆如振旅	軍吏諸軍帥也師都遂大夫也郷遂郷大夫也或載旜或載物衆屬軍吏無所將也郊謂郷遂之州長縣正以下也野謂公邑大夫載旐者以其將羡卒也百官卿大夫也載旟者以其屬衞王也凡旌旗有軍衆者畫異物無者帛而巳書當爲畫事也號也皆畫以雲氣○書音畫
遂以獮田如蒐田之灋羅弊致禽以祀祊	秋田爲獮獮殺也羅弊罔止也秋田主用罔中殺者多也皆殺而罔止祊當爲方聲之誤也秋田主祭四方報成萬物詩曰以社以方○獮息淺反祊音方
中冬敎大閱	春辨鼓鐸夏辨號名秋辨旗物至冬大閱簡軍實凡頒旗物以出軍之旗則如秋以尊卑之常則如冬司常佐司馬時也大閱備軍禮而旌旗不如出軍之時空辟實○閱音恱辟音避
前期羣吏戒衆庶脩戰灋	羣吏郷師以下
虞人萊所田之野爲表百步則一爲三表又五十步爲一表田之日司馬建旗于後表之中羣吏以旗物鼓鐸鐲鐃各帥其民而致質明弊旗誅後至者乃陳車徒如戰之陳皆坐	鄭司農云虞人萊所田之野芟除其草萊今車得驅馳詩曰田卒汚萊玄謂萊芟除可陳之處後表之中五十歩表之中央表所以識正行列也四表積二百五十歩左右之廣當容三軍步數未聞致致之司馬質正也弊什也皆坐當聽誓○芟所銜反
羣吏聽誓于陳前斬牲以左右徇陳曰不用命者斬之	羣吏諸軍帥也陳前南面郷表也月令季秋天子敎于田獵以習五戎司徒搢扑北面以誓之此大閱禮實正歲之中冬而說季秋之政於周爲中冬爲月令者失之矣斬牲者小子也凡誓之大略甘誓湯誓之屬是也○扑普卜反
中軍以鼙令鼓鼓人皆三鼓司馬振鐸羣吏作旗車徒皆作鼓行鳴鐲車徒皆行及表乃止三鼓摝鐸羣吏弊旗車徒皆坐	中軍中軍之將也天子六軍三三而居一偏羣吏旣聽誓各復其部曲中軍之將令鼓鼓以作其士衆之氣也鼓人者中軍之將師帥旅帥也司馬兩司馬也振鐸以作衆作起也旣起鼓人擊鼓以行之伍長嗚鐲以節之伍長一曰公司馬及表自後表前至第二表也三鼓者鼓人也鄭司農云摝讀如弄玄謂如涿鹿之鹿掩上振之爲摝摝者止行息氣也司馬法曰鼓聲不過閶鼙聲不過闒鐸聲不過琅○摝音鹿閶吐剛反闒吐獵反又湯荅反
又三鼓振鐸作旗車徒皆作鼓進鳴鐲車驟徒趨及表乃止坐作如初	趨者赴敵尙疾之漸也春秋傳曰先人有奪人之心及表自第二前至第三○驟仕救反又才遘反
乃鼓車馳徒走及表乃止	及表自第三前至前表
鼓戒三闋車三發徒三刺	鼓戒戒攻敵鼓壹闋車壹轉徒壹刺三而止象服敵〇闋苦穴反
乃鼓退鳴鐃且郤及表乃止坐作如初	鐃所以止鼓軍退卒長鳴鐃以和衆鼓人爲止之也退自前表至後表鼓鐸則同習戰之禮出入一也異者廢鐲而鳴鐃〇和胡卧反爲于僞反
遂以狩田以旌爲左右和之門羣吏各帥其車徒以敘和出左右陳車徒有司平之旗居卒閒以分地前後有屯百步有司巡其前後險野人爲主易野車爲主	冬田爲狩言守取之無所擇也軍門曰和今謂之壘門立兩旌以爲之敘和出用次第出和門也左右或出而左或出而右有司平之郷師居門正其出入之行列也旗軍吏所載分地調其部曲䟽數前後有屯百步車徒異羣相去之數也車徒畢出和門郷師又巡其行陳鄭司農云險野人爲主人居前易野車爲主車居前○分扶問反又如字易以豉反
旣陳乃設驅逆之車有司表貉于陳前	驅驅出禽獸使趨田者也逆逆要不得令走設此車者田僕也○驅起具反又如字要於遥反
中軍以鼙令鼓鼓人皆三鼓羣司馬振鐸車徒皆作遂鼓行徒銜枚而進大獸公之小禽私之獲者取左耳	羣司馬謂兩司馬也枚如箸銜之有繣結項中軍法止語爲相疑惑也進行也鄭司農云大獸公之輸之於公小禽私之以自卑也詩云言私其豵獻肩于公一歲爲豵二歲爲豝三歲爲特四歲爲肩五歲爲愼此明其獻大者於公自取其小者玄謂愼讀爲麎爾雅曰豕生三曰豵豕牝曰豝麋牡曰麎獲得也得禽獸者取左耳當以計功〇箸直慮反繣戶卦反又胡麥反麎音辰麋牝也
及所弊鼓皆駴車徒皆譟	鄭司農云及所弊至所弊之處玄謂至所弊之處田所當於止也天子諸侯蒐狩有常至其常處吏士鼓譟象攻敵剋勝而喜也疾雷擊鼓曰駴譟讙也書曰前師乃鼓䵾譟亦謂喜也○駴胡楷反譟素報反䵾音符又芳甫反
徒乃弊致禽饁獸于郊入獻禽以享烝	徒乃弊徒止也冬田主用衆物多衆得取也致禽饁獸于郊聚所獲禽因以祭四方神於郊月令季秋天子旣田命主祠祭禽四方是也入又以禽祭宗廟○饁于輒反
及師大合軍以行禁令以救無辜伐有罪	師所謂王巡守若會同司馬起師合軍以從所以威天下行其政也不言大者未有敵不尙武○從才用反下同
若大師則掌其戒令涖大卜帥執事涖釁主及軍器	大師王出征伐也涖臨也臨大卜卜出兵吉凶也司馬法曰上卜下謀是謂參之主謂遷廟之主及社主在軍者也軍器鼓鐸之屬凡師卽受甲迎主于廟及社主祝奉以從殺牲以血塗主及軍器皆神之
及致建大常比軍衆誅後至者	比或作庀鄭司農云致謂聚衆也庀具也玄謂致郷師致民於司馬比校次之也○比必履反或毗志反
及戰巡陳眡事而賞罰	事謂戰功也○眡音視
若師有功則左執律右秉鉞以先愷樂獻于社	功勝也律所以聽軍聲鉞所以爲將威也先猶道也兵樂曰愷獻于社獻功于社也司馬法曰得意則愷樂愷歌示喜也鄭司農云故城濮之戰春秋傳曰振旅愷以入于晉〇鉞音越
若師不功則厭而奉主車	鄭司農云厭謂厭冠喪服也軍敗則以喪禮故秦伯之敗於殽也春秋傳曰秦伯素服郊次郷師而哭玄謂厭伏冠也奉猶送也送主歸於廟與社○厭於渉反一於入反
王弔勞士庶子則相	師敗王親弔士庶子之死者勞其傷者則相王之禮庶子卿大夫之子從軍者或謂之庶士○勞老報反相息亮反
大役與慮事屬其植受其要以待攷而賞誅	大役築城邑也鄭司農云國有大役大司馬與謀慮其事也植謂部曲將吏故宋城春秋傳曰華元爲植巡功屬謂聚會之也要者簿書也考謂考校其功玄謂慮事者封人也於有役司馬與之植築城楨也屬賦丈尺與其用人數○與音預又如字注與謀同屬音燭植直吏反
大會同則帥士庶子而掌其政令	帥帥以從王
若大射則合諸侯之六耦	大射王將祭射于射宮以選賢也王射三侯以諸侯爲六耦
大祭祀饗食羞牲魚授其祭	牲魚魚牲也祭謂尸賔所以祭也鄭司農云大司馬主進魚牲○食音嗣
大喪平士大夫	鄭司農云平一其服也玄謂平者正其職與其位
喪祭奉詔馬牲	王喪之以馬祭者蓋遣奠也奉猶送也送之至墓告而藏之○遣棄戰反後皆同
