source,commentary
爲政第二,先學而後從政故爲政次學而也
凡二十四章衆星共,求用反鄭作拱俱勇反拱手也
猶北辰之不移,本或作譬猶北辰之不移
蔽,必世反包云當也鄭云塞也
猶當,丁浪反又如字
無邪,似嗟反
道之,音導下同
以德,包云道德也鄭云六德謂智仁聖義中和
格,加百反正也鄭云來也
孫彘,直例反
不妄,亡尚反
能養,羊尚反下及注養人同
以別,彼列反注同
食,音嗣
先生饌,上眷反馬云飲食也鄭作餕音俊食餘曰餕
曽,音増馬云則皇侃云嘗也
女,音汝
人焉,於䖍反下同
廋,所留反匿也
匿也,女力反
温故,烏門反尋也
繹,音亦
不比,毗志反下同
則罔,本又作冈
則殆,音待依義當作怠
誨女,音汝後可以意求之
知也,如字又音智
姓顓,音專
寡尤,下求反
行,下孟反注同
錯,七路反注同置也鄭本作措投也
枉,紆枉反
邪枉,似嗟反
孝于,如字一本作孝乎
奚其爲爲政也,一本無一爲字
車,音居
無輗,五兮反轅端橫木以縛軛字林五支反
無軏,五忽反又音月轅端上曲勾衡
枙,音厄又作軛
十世可知也,一本作可知乎鄭本作可知
於夏,户雅反餘以意求之
三綱,謂父子夫婦君臣是也
五常,謂仁義禮智信
三統,謂天地人三正
諂也,勑檢反
