source,commentary
陽貨第十七凡二十四章歸孔子,如字鄭本作饋魯讀爲歸今從古
豚,徒門反
故遺,唯季反
塗,字當作途音徒
不治,直吏反
好從,呼報反注同
而亟,去冀反
謂知,音智注同
數,色角反
彊賢,其丈反
莧爾,華版反本今作莞
焉用,於䖍反
易使,以豉反注同
從行,才用反
弗擾,而小反
以費,悲位反
不說,音恱
夫召,音符
佛,音弼
肸,許密反
磨而,末多反
不磷,力刃反薄也
湼而,乃結反說文云謂黒土在木中者也
不緇,側其反
皁,才早反
能汚,汚辱之汚一音烏又烏故反
匏瓜,上薄交反下古花反
焉能,於䖍反
瓠,户故反
一處,昌慮反下同
六蔽,必世反
知,音智
吾語,魚據反
好仁,呼報反下同
所適,丁歷反
相爲,于僞反
也絞,交卯反
妄抵,丁禮反
夫詩,音符
以興,許應反注同
以觀,如字注同
切磋,七何反
怨刺,七賜反
邇之,音爾
召南,上實照反下及注同
也與,音餘
淑女,受六反下如字
如郷,許亮反又作向同
内荏,而審反柔也
穿踰,音瑜本又作窬音同說文作穿窬本戸郭璞云門邊小竇音臾一音豆
與,音餘
郷原,如字又許亮反
是敗亂,敗或作賊字
趣郷,許亮反本今作向
則傳,直專反
說之,音恱
與哉,音餘本或作無哉
邪媚,上似嗟反下武冀反
廉,魯讀廉爲貶今從古
忿戾,力計反
惡紫,烏路反下同
閒色,閒厠之間
其邪,似嗟反
覆,芳服反注同
能說,音恱本今作恱
天何言哉,魯讀天爲夫今從古
孺悲,而樹反字亦作􁅈
爲其,于僞反
令將,力呈反
期巳久矣,音基下同一本作其
鑚,子官反
燧,音遂
期可,居冝反
更火,古衡反一音古孟反
柘,章夜反
柞楢,上子各反下羊久反又音由
槐,音懷
食夫,上音嗣下音符下同
衣,於旣反
不樂,音洛
昊天,胡老反
博弈,音亦
爲其,于僞反
據樂,五敎反又音樂
淫慾,音欲又羊住反本今作欲
有惡,烏路反除稱人之惡注爲惡三字餘同音
好稱,呼報反
而訕,所諫反
而窒,珍栗反魯讀窒爲室今從古
徼以,古堯反鄭本作絞古卯反
爲知,音智
抄也,初交反
不孫,音遜下同
訏以,居謁反攻人隂私說文云面相斥字林紀列反
近,附近之近
逺之,于萬反
見惡,烏故反注同
善行,下孟反
