source,commentary
昭公第十何休學元年國酌,二傳作國弱
子招,上遥反
軒虎,軒依字許言反舊音罕二傳作罕虎
于漷,音郭又音虢左氏作虢榖梁作郭
爲殺,于僞反下注爲内爲仕皆同
難八,乃旦反二年注同
故令,力呈反
見者,賢徧反下同
復貶,扶又反
弟鍼,其廉反
千乗,繩證反注同
大原,音泰下同
大鹵,力古反
曰隰,音習
分別,彼列反
去疾,起吕反
疆運,居良反下同
子卷,音權左氏作麋
二年乃難,奴旦反下有難同
三年大雨,于付反
雹,歩角反
爲季,于僞反
著治,直吏反
大平,音泰
四年大雨雪,于付反左氏作大雨雹
爲季,于僞反下文及注爲齊誅並同
不復,扶又反下同
去吳,起吕反
滅厲,如字又音賴左氏作賴
五年舎中,音捨下及注同
爲難,乃旦反下同
爲其,于僞反
將復,扶又反
濆泉,扶粉反濆泉涌泉也左氏作蚡泉穀梁作賁泉
戰處,昌慮反
報應,應對之應
嫡之,丁歷反注及下同
六年復卒,扶又反
内行,下孟反下同
可勝,音升
見其,賢徧反
合比,如字又毗志反
賦斂,力驗反或無此字
七年曁齊,其器反
叔孫舎,二傳作婼
當時,丁浪反又如字
鮮不,息淺反
八年故重,直用反年末同
侯溺,乃狄反
廋,所留反本亦作蒐
公子過,音戈
費多,芳味反
詐諼,況元反
復見,扶又反下同
列見,賢徧反
九年復見,扶又反下同下賢徧反
陳火,左氏作災
悕矣,音希悲也
辟門,婢亦反開也
本爲,于僞反
孫貜,俱縛反又居碧反
郎囿,音又
十年晉欒施,左氏作齊欒施
季孫隱如,左氏作意如
侯彪,彼虬反
宋戌,讀左傳者音成何云向成與君同名則冝音恤
去冬,起吕反
十一年戎曼,音蠻
爲其,于僞反
文譎,古穴反
以好,呼報反
比蒲,音毗
侵羊,二傳作祲祥
宫佗,大河反
屈銀,並如字二傳作厥憖
嫡夫,丁歷反
惡乎,音烏
惡不,烏路反
十二年斷三,丁管反又丁亂反
生刊,苦干反
奈女,音汝
可彊,其丈反
欲令,力呈反下令楚同
妄億,於力反
錯也,七故反或七各反字或作措
惡納,烏路反
成然,左氏作成熊
公子整,之領反或作憖魚覲反
十三年圍費,音秘
乾谿,苦兮反
衆罷,音皮
惡靈,烏路反
子朝,如字
不與,音預注二不肯與及下文不與焉注公不與不冝與皆同
不復,扶又反
爲公,于僞反
侯廬,力吳反
十四年去疾,起吕反
意恢,苦回反
十五年夷昧,音末本亦作末
籥入,羊畧反
去樂,起吕反注去籥及下文去樂同
爲卒,于僞反
昭吴,左氏作朝吴
