source,commentary
定公第十一,何以定公爲昭公子與左氏異
何休學元年喪失國,息浪反
仲幾,本或作機
不衰,素戈反一或作蓑一或音初危反
草衣,于旣反
爲天,于僞反下善爲同
見伯,賢徧反
復發,扶又反下皆同
此難,乃旦反
未解,音蟹
復別,彼列反
小斂,力驗反下皆同
北墉,音容本又作牖
中􁆤,力又反
飯,扶晚反
含於,戸暗反
阼階,才故反
立煬,餘亮反
霣霜,于敏反
二年兩觀,工喚反下及注皆同
不復,扶又反下同
先去,起吕反下同
以見,賢徧反
三年于枝,二傳作拔
易辭,以豉反
四年國夏,户雅反
邵陵,上照反本或作召音同
數年,所主反下數年皆同
雜然,七合反又如字
惡蔡,烏路反年末同
吝一,力刃反
公孫歸姓,二傳無歸字姓音生又音性
爲不,于僞反下爲季爲下爲治爲蔡同
浩油,户老反又古老反下音由一音羊又反二傳作皐鼬
數如,所主反
楚復,扶又反下而復復討同
翕然,許及反
伯戊,音茂又音恤二傳作成
劉卷,音權
孔圄,魚吕反左氏作圉
鮮虞,本或作吴音虞
舉采,七代反下采地同
伯莒,左氏作柏舉
挾弓,音協又子協反
雕弓,丁遼反
彤弓,大冬反
嬰弓,於耕反見司馬法
盧弓,力吳反
禮見,賢徧反下不見同
將爲,于僞反下不爲也不爲匹爲是注爲子胥同
囊瓦,乃郎反
南郢,以井反又以政反
瓦將,子匠反
激發,古狄反
非當,丁浪反
墮平,許規反
除去,起吕反
便辟,婢亦反
辯佞,如字本又作便佞
相迿,音峻又音巡又玄徧反先也
擊刺,七亦反
進行,下孟反
五年時爲,于僞反
以見,賢徧反
士卒,子忽反
罷弊,音皮弊亦作敝音同
起弑,音試
六年爲其,于僞反
令難,力呈反
而易,以豉反
以長,丁丈反
大平,音泰
欲見,賢徧反
治定,直吏反
所復,扶又反
七年于鹹,音咸
費重,芳味反下同
重之,直用反
八年不別,彼列反
曹竫,才井反本亦作靖
曲濮,音卜
惡乎,音烏
迭而,大結反注同
食之,音嗣下注佚食同
睋而,五多反下同
鋟其,本又作鑯七廉反又且審反以爪刻饋斂板也本或作鈠誤
蒲圃,本又作甫同布古反又音布
其乗,繩證反下皆同
有女,音汝
從弟,才用反下同
數十,所主反
而隊,直類反
馬捶,章蘂反
駷馬,本又作􁂶字書無此字相承用之素動反
而射,食亦反
矢著,直畧反注同
莊門,本或作嚴亦音莊
言幾,音祈
中季,丁仲反
殺不,音試下同
郤反,去畧反本又作却
說然,本又作稅始銳反又他會反注同說解舎也然猶如也
稱也,尺證反
切遽,其慮反
趣駕,七欲反一音七住反
慬然,其靳反
璋判,音章
琮,在宗反
璜,音黃
峨峨,五多反本又作娥
髦士,音毛
質柎,芳甫反又方于反
靑純,之閏反縁也注同
純縁,恱絹反下同
甲􁊝,而占反
亹亹,亡匪反
乎蓍,音尸
喪其,息浪反
九年伯囆,勑邁反左氏作蠆
喪之,息浪反
郤難,起畧反下乃旦反卻亦作却
十年不易,以豉反下同
頰谷,古協反左氏作夾谷
熒惑,音螢一音于瓊反
異處,昌慮反
爲是,于僞反
復得,扶又反年未及十一年同
圍郈,音后
公子池,左氏作地
于鞌,左氏作安甫
曁宋,其器反
仲佗,大多反
石彄,苦侯反
惡仲,烏路反
彊與,其丈反
亦見,賢徧反
十一年不復,扶又反
叔還,音旋
十二年見殺,音試
墮郈,許規反下同
吏數,所角反下同
采長,七代反下丁丈反
說其,音恱
不厭,於艶反
去甲,起吕反
而堵,丁古反
吉射,食亦反又食夜反
朝歌,如字
十三年垂瑕,如字又音加二傳作垂葭
大廋,所求反本又作蒐
比蒲,音毗
操兵,七曹反
郷國,許亮反
十四年晉趙陽,左氏作衞趙陽
公子佗人,大河反二傳作公孫佗人
子牄,七良反二傳作牂
不別,彼列反
醉李,本又作檇音同
爲下,于僞反
于堅,如字本又作掔音牽左氏作牽
于洮,他刀反
歸脤,市軫反
曰燔,本亦作膰又作繙音煩
蒯聵,苦怪反下五怪反
譏亟,去兾反
閒隙,音閑下去逆反
莒父,音甫
去冬,起吕反
攝相,息亮反
粥羔,羊六反
以閒,閒厠之閒
近害,附近之近
十五年鼷鼠,音兮
漫也,亡半反猶徧也
徧食,音遍
復舉,扶又反下同
軒達,左氏作罕達
籧篨,具居反下直居反
歸含,戸暗反
且賵,芳鳳反
不爲,于僞反
厭死,於甲反
下昊,音側
晡時,布吴反
城漆,音七
